,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,24696.63000,21103.45000,3593.17800,2326.39500,2326.39000,1266.78300,-100.01700,1166.76500,226.24100,940.52400,940.52400,940.52400,1359.55900,1266.78300,125.74300,127.15000,7.48000,7.40000
2021-12-31,23102.14000,19950.05000,3152.09000,2069.98100,2069.98000,1082.10900,-59.81700,1022.29100,178.04600,844.24500,844.24500,844.24500,1173.36800,1082.10900,132.48200,133.83400,6.37000,6.31000
2020-12-31,16207.11000,13794.85000,2412.25800,1738.98900,1738.99000,673.26860,-44.93700,628.33100,121.91000,506.42100,506.42100,506.42100,774.99550,673.26860,135.53200,136.17300,3.74000,3.72000
2019-12-31,15309.51000,12723.20000,2586.31000,1796.33400,1796.33000,789.97560,-47.71900,742.25700,165.28900,576.96800,576.96800,576.96800,890.42460,789.97560,136.95500,137.73500,4.21000,4.19000
2018-12-31,16631.17000,13925.94000,2705.23500,1793.15200,1793.15000,912.08300,-31.81000,880.27300,215.76800,664.50500,664.50500,664.50500,1008.81200,912.08300,139.01000,140.40500,4.78000,4.73000
2017-12-31,14869.38000,12501.33000,2368.05000,1592.93100,1592.93000,775.11910,-46.65600,728.46300,223.57000,504.89300,504.89300,504.89300,868.09610,775.11910,140.61000,141.38200,3.59000,3.57000
2016-12-31,13144.41000,10866.88000,2277.52800,1439.99700,1440.00000,837.53130,-25.58100,811.95000,298.56600,513.38400,513.38400,513.38400,912.20030,837.53130,142.70600,142.99100,3.60000,3.59000
2015-12-31,13476.08000,11207.60000,2268.47900,1410.17000,1410.17000,858.30960,-35.52900,822.78100,313.08200,509.69900,509.69900,509.69900,924.71860,858.30960,144.96700,145.34900,3.52000,3.51000
2014-12-31,13470.07000,11462.42000,2007.65200,1259.23400,1259.23000,748.41800,-24.98700,723.43100,273.72000,449.71100,449.71100,449.71100,805.42690,748.41800,147.20200,147.54200,3.06000,3.05000
2013-12-31,12752.08000,10915.98000,1836.09600,1153.44500,1153.45000,682.65040,-9.28900,673.36100,257.45700,415.90400,415.90400,415.90400,739.53240,682.65040,156.91500,157.08000,2.65000,2.65000
2012-12-31,11359.11000,9641.54100,1717.57200,1042.25100,1042.24900,675.32130,283.14200,958.46200,364.65800,593.80400,593.80400,593.80400,713.41130,675.32130,161.55700,161.94600,3.68000,3.67000
2011-12-31,10336.35000,8703.68800,1632.65800,939.92800,939.92700,692.73050,1.97400,694.70400,263.09200,431.61200,431.61200,431.61200,725.22850,692.73050,164.11400,164.74100,2.63000,2.62000
2010-12-31,9274.30500,7806.32700,1467.97800,845.11800,845.11700,622.86040,1.24200,624.10200,237.07600,387.02600,387.02600,387.02600,652.22940,622.86040,164.90900,165.97200,2.35000,2.33000
2009-12-31,7577.18900,6195.23000,1381.95900,797.14800,797.14800,584.81100,2.25000,587.06100,226.23100,360.83000,360.83000,360.83000,615.32500,584.81100,167.69500,169.19400,2.15000,2.13000
