,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-05-31,7854.45900,4222.21300,3632.24600,2044.87600,,2044.87600,1587.37000,-88.60200,1498.76800,263.01100,1235.75700,1235.75700,0.00000,1235.75700,1987.07100,1587.37000,103.17200,105.52300,11.92000,11.65000
2021-05-31,7116.34000,3801.68900,3314.65100,1929.15900,,1929.15900,1385.49200,-97.74300,1287.74900,176.78100,1110.96800,1110.96800,0.00000,1110.96800,1773.44300,1385.49200,104.87400,107.70700,10.52000,10.24000
2020-05-31,7085.12000,3851.37200,3233.74800,2071.05200,,2071.05200,1162.69600,-104.40500,1058.29100,181.93100,876.36000,876.36000,-0.32300,876.03700,1541.74900,1162.69600,103.81600,107.01200,8.36000,8.11000
2019-05-31,6892.30300,3763.71500,3128.58800,1980.64400,,1995.05500,1133.53400,-31.13500,1102.39900,219.76400,882.63500,882.63500,2.34600,884.98100,1493.62700,1133.53400,106.08000,109.49500,8.25000,7.99000
2018-05-31,6476.63200,3568.10900,2908.52300,1916.79200,,1958.68900,949.83400,-108.83300,841.00100,57.06900,783.93200,783.93200,58.65400,842.58600,1229.25000,949.83400,106.59300,109.81000,7.78000,7.56000
2017-05-31,5323.38100,2943.08600,2380.29500,1527.38000,,1606.60400,773.69090,-86.28700,687.40400,230.11800,457.28600,457.28600,23.42200,480.70800,970.28590,773.69090,104.96400,107.78300,4.49000,4.38000
2016-05-31,4795.77200,2694.43200,2101.34000,1332.39900,,1332.39900,768.94090,-63.62600,705.31500,256.71000,448.60500,448.60500,244.91500,693.52000,934.21990,768.94090,108.22100,109.95600,6.30000,6.21000
2015-05-31,4369.67700,2476.75400,1892.92300,1209.28400,,1209.28400,683.63870,-43.08300,640.55600,238.00300,402.55300,402.55300,28.06500,430.61800,838.72070,683.63870,115.90000,117.54300,3.68000,3.63000
2014-05-31,4193.84400,2444.08500,1749.75900,1147.03900,,1147.03900,602.72020,-65.59300,537.12700,199.35500,337.77200,337.77200,36.67000,374.44200,793.58220,602.72020,120.37700,121.64000,3.08000,3.05000
2013-05-31,4245.96400,2492.65500,1753.30900,1187.33100,0.00000,1187.33100,565.97780,-65.30300,500.67500,184.08900,316.58600,316.58600,-1.14400,315.44200,755.35480,565.97780,123.95600,124.53100,2.53000,2.52000
2012-05-31,4102.00000,2363.39200,1738.60800,1198.98100,0.00000,1198.98100,539.62700,-68.68300,470.94400,173.30700,297.63700,297.63700,,295.75700,733.79190,539.62700,129.89100,130.03300,2.27000,2.27000
2011-05-31,3810.38400,2201.09700,1609.28700,1168.94400,,1168.94400,440.34300,-47.67400,392.66900,145.68000,246.98900,246.98900,,246.98900,633.81010,440.34300,146.58600,146.58600,1.68000,1.68000
2010-05-31,3547.33900,2049.52200,1497.81700,1086.35900,-23.52900,1107.00800,390.80910,-46.91700,343.89200,128.27200,215.62000,215.62000,,215.62000,583.95010,390.80910,152.85800,152.85800,1.40000,1.40000
2009-05-31,3774.68500,2223.81400,1550.87100,1082.70900,-48.88800,1141.80600,409.06520,-47.47200,361.59300,135.23600,226.35700,226.35700,,226.35700,609.17120,409.06520,152.94200,152.94200,1.48000,1.48000
