,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,23182.60000,9975.39900,13207.20000,2862.60000,-973.60000,3836.20100,9371.00000,-1545.60000,7825.40000,1648.00000,6177.40000,6177.40000,6177.40000,11241.60000,9371.00000,736.50000,741.30000,8.39000,8.33000
2021-12-31,23222.90000,10642.70000,12580.20000,2707.50000,483.30000,2224.20000,10356.00000,-1228.10000,9127.90000,1582.70000,7545.20000,7545.20000,7545.20000,12224.10000,10356.00000,746.30000,751.80000,10.11000,10.04000
2020-12-31,19207.80000,9455.70000,9752.10100,2545.60000,117.50000,2428.10000,7324.00000,-1183.30000,6140.70000,1410.20000,4730.50000,4730.50000,4730.50000,9075.40000,7324.00000,744.60000,750.10000,6.35000,6.31000
2019-12-31,21364.40000,10185.00000,11179.40000,2229.40000,119.80000,2109.60000,9069.80000,-1051.70000,8018.10000,1992.70000,6025.40000,6025.40000,6025.40000,10687.70000,9069.80000,758.10000,764.90000,7.95000,7.88000
2018-12-31,21257.90000,10425.30000,10832.60000,2200.20000,190.20000,2010.00000,8822.60000,-1006.50000,7816.10000,1891.80000,5924.30000,5924.30000,5924.30000,10304.60000,8822.60000,778.20000,785.60000,7.61000,7.54000
2017-12-31,22820.40000,12199.60000,10620.80000,2231.30000,1163.20000,1068.10000,9552.70100,-979.20000,8573.50000,3381.20000,5192.30000,5192.30000,5192.30000,10916.10000,9552.70100,807.40000,815.50000,6.43000,6.37000
2016-12-31,24621.90000,14417.20000,10204.70000,2384.50000,-75.70000,2460.20000,7744.50200,-878.50000,6866.00000,2179.50000,4686.50000,4686.50000,4686.50000,9261.00200,7744.50200,854.40000,861.20000,5.49000,5.44000
2015-12-31,25413.00000,15623.80000,9789.20000,2434.30000,-209.40000,2643.70000,7145.50000,-589.80000,6555.70000,2026.40000,4529.30000,4529.30000,4529.30000,8701.20000,7145.50000,939.40000,944.60000,4.82000,4.80000
2014-12-31,27441.30000,16985.60000,10455.70000,2487.90000,-18.60000,2506.50000,7949.20100,-577.20000,7372.00000,2614.20000,4757.80000,4757.80000,4757.80000,9593.70100,7949.20100,980.50000,986.30000,4.85000,4.82000
2013-12-31,28105.70000,17203.00000,10902.70000,2385.60000,247.20000,2138.40000,8764.29900,-559.80000,8204.50000,2618.60000,5585.90000,5585.90000,5585.90000,10349.40000,8764.29900,998.40000,1006.00000,5.59000,5.55000
2012-12-31,27567.00000,16750.70000,10816.30000,2455.20000,243.50000,2211.70000,8604.60200,-525.60000,8079.00000,2614.20000,5464.80000,5464.80000,5464.80000,10093.10000,8604.60200,1010.10000,1020.20000,5.41000,5.36000
2011-12-31,27006.00000,16319.40000,10686.60000,2393.70000,236.80000,2156.90000,8529.70100,-517.50000,8012.20000,2509.10000,5503.10000,5503.10000,5503.10000,9944.70100,8529.70100,1032.10000,1044.90000,5.33000,5.27000
2010-12-31,24074.60000,14437.30000,9637.30000,2333.30000,169.10000,2164.20000,7473.10000,-472.80000,7000.30000,2054.00000,4946.30000,4946.30000,4946.30000,8749.30000,7473.10000,1066.00000,1080.30000,4.64000,4.58000
2009-12-31,22744.70000,13952.90000,8791.80000,2234.20000,283.40000,1950.80000,6841.00000,-354.00000,6487.00000,1936.00000,4551.00000,4551.00000,4551.00000,8057.20000,6841.00000,1092.20000,1107.40000,4.17000,4.11000
