,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11154.72000,6192.62200,4962.10000,4247.94900,4247.94800,714.15040,-65.46400,648.68700,146.81500,501.87200,501.87200,501.87200,997.95040,714.15040,60.35100,60.71700,8.32000,8.27000
2021-12-31,10997.99000,6069.24100,4928.74800,4090.03100,4090.02900,838.71680,-32.79200,805.92500,189.81700,616.10800,616.10800,616.10800,1098.65000,838.71680,64.02800,64.50900,9.62000,9.55000
2020-12-31,10106.32000,5624.70700,4481.61400,3731.70700,3731.70700,749.90720,-98.89200,651.01500,157.99400,493.02100,493.02100,493.02100,999.98820,749.90720,68.74800,69.00300,7.17000,7.14000
2019-12-31,9709.00300,5454.25700,4254.74600,3577.56600,3577.56500,677.18070,-39.43400,637.74600,150.85000,486.89600,486.89600,486.89600,915.55160,677.18070,70.86900,71.16500,6.87000,6.84000
2018-12-31,9580.55400,5361.14100,4219.41300,3615.13800,3615.13800,604.27440,-49.01100,555.26400,131.41700,423.84700,423.84700,423.84700,842.45840,604.27440,73.72800,73.99100,5.75000,5.73000
2017-12-31,9373.78400,5288.73500,4085.04900,3514.83700,3514.83700,570.21190,-49.95300,520.25900,44.75400,475.50500,475.50500,475.50500,819.47190,570.21190,73.84600,74.11000,6.44000,6.42000
2016-12-31,9567.67900,5311.76400,4255.91500,3468.31700,3468.31700,787.59770,-48.76300,738.83500,279.21300,459.62200,459.62200,459.62200,1045.98500,787.59770,73.56200,73.85600,6.22000,6.20000
2015-12-31,9737.01800,5314.24600,4422.77100,3596.99200,3596.99200,825.77930,-72.89200,752.88800,279.49000,473.39800,473.39800,473.39800,1095.25500,825.77930,73.19000,73.73300,6.45000,6.40000
2014-12-31,9843.86100,5390.24800,4453.61300,3601.90300,3601.90300,851.71000,-70.31600,781.39400,287.56900,493.82500,493.82500,492.27000,1136.40300,851.71000,72.93200,73.41400,6.75000,6.71000
2013-12-31,6493.81400,3241.66800,3252.14600,2591.82800,2591.82800,660.31790,-33.92000,626.39800,234.64000,391.75800,391.75800,390.86300,868.11290,660.31790,72.93000,73.41400,5.36000,5.32000
2012-12-31,6205.00300,3106.96700,3098.03600,2440.72100,2440.72100,657.31490,-33.24100,624.07400,236.40400,387.67000,387.67000,386.80000,846.85890,657.31490,73.09100,74.06200,5.29000,5.22000
2011-12-31,6170.46200,3101.17200,3069.29000,2404.64800,2404.64800,664.64160,-31.40600,633.23600,238.55400,394.68200,394.68200,393.62700,840.59060,664.64160,75.62000,77.07100,5.21000,5.11000
2010-12-31,5925.20300,2963.88800,2961.31500,2376.38200,2376.38200,584.93310,-27.87800,557.05500,211.00200,346.05300,346.05300,344.50100,749.37010,584.93310,86.08200,87.15500,4.00000,3.95000
2009-12-31,5412.62300,2768.39700,2644.22600,2189.84100,2189.84100,454.38480,-22.73000,431.65500,161.28200,270.37300,270.37300,268.99100,605.30180,454.38480,94.45900,95.11300,2.85000,2.83000
