,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,15670.00000,4080.00000,11590.00000,6910.00000,,8966.00000,2624.00000,-526.00000,2098.00000,498.00000,1600.00000,1600.00000,1660.00000,4680.00000,2624.00000,354.50000,355.80000,4.68000,4.66000
2021-12-31,13676.00000,2754.00000,10922.00000,6064.00000,,8096.00000,2826.00000,-1443.00000,1383.00000,190.00000,1193.00000,1193.00000,1346.00000,4858.00000,2826.00000,348.40000,349.40000,3.86000,3.85000
2020-12-31,12246.00000,2283.00000,9963.00000,5389.00000,,7309.00000,2654.00000,-1420.00000,1234.00000,90.00000,1144.00000,1144.00000,1101.00000,4574.00000,2654.00000,334.80000,335.70000,3.29000,3.28000
2019-12-31,12574.00000,2633.00000,9941.00000,5581.00000,,7265.00000,2676.00000,-940.00000,1736.00000,296.00000,1440.00000,1440.00000,1343.00000,4360.00000,2676.00000,328.50000,329.50000,4.09000,4.08000
2018-12-31,12337.00000,2948.00000,9389.00000,5418.00000,131.00000,6725.00000,2664.00000,-881.00000,1783.00000,401.00000,1382.00000,1382.00000,1382.00000,4102.00000,2664.00000,311.70000,312.00000,4.43000,4.42000
2017-12-31,12033.00000,2625.00000,9408.00000,5294.00000,1.00000,6634.00000,2774.00000,-777.00000,1997.00000,472.00000,1525.00000,1525.00000,1525.00000,4115.00000,2774.00000,307.10000,308.80000,4.97000,4.94000
2016-12-31,12075.00000,3088.00000,8987.00000,5095.00000,104.00000,6207.00000,2780.00000,-837.00000,1943.00000,698.00000,1245.00000,1245.00000,1245.00000,3996.00000,2780.00000,300.40000,301.90000,4.15000,4.12000
2015-12-31,12554.00000,3716.00000,8838.00000,5281.00000,,6411.00000,2427.00000,-629.00000,1798.00000,605.00000,1193.00000,1193.00000,1193.00000,3557.00000,2427.00000,293.00000,294.40000,4.07000,4.05000
2014-12-31,12919.00000,4513.00000,8406.00000,5171.00000,45.00000,6197.00000,2209.00000,-549.00000,1660.00000,568.00000,1092.00000,1092.00000,1092.00000,3280.00000,2209.00000,292.90000,294.00000,3.73000,3.71000
2013-12-31,12354.00000,4054.00000,8300.00000,5032.00000,,6056.00000,2244.00000,-706.00000,1538.00000,476.00000,1062.00000,1062.00000,1062.00000,3268.00000,2244.00000,292.90000,294.40000,3.62000,3.61000
2012-12-31,12188.00000,3887.00000,8301.00000,5007.00000,,5962.00000,2339.00000,-598.00000,1741.00000,600.00000,1141.00000,1141.00000,1138.00000,3294.00000,2339.00000,292.90000,294.50000,3.88000,3.86000
2011-12-31,12886.00000,5001.00000,7885.00000,4762.00000,,5646.00000,2239.00000,-577.00000,1662.00000,600.00000,1062.00000,1062.00000,1051.00000,3172.00000,2239.00000,292.60000,294.40000,3.59000,3.57000
2010-12-31,13325.00000,5754.00000,7571.00000,4611.00000,,5451.00000,2120.00000,-569.00000,1551.00000,548.00000,1003.00000,1003.00000,992.00000,2973.00000,2120.00000,284.30000,285.90000,3.49000,3.47000
2009-12-31,13032.00000,6242.00000,6790.00000,4100.00000,,4891.00000,1899.00000,-580.00000,1319.00000,440.00000,879.00000,879.00000,868.00000,2627.00000,1899.00000,275.20000,276.30000,3.16000,3.14000
