,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,22148.90000,12823.80000,9325.10100,5989.60000,6306.70000,3018.40000,-445.30000,2573.10000,553.00000,2020.10000,2020.10000,,2020.10000,3622.60000,3018.40000,258.00000,261.80000,7.83000,7.72000
2021-12-31,19944.60000,11401.90000,8542.69900,5674.30000,5983.80000,2558.90000,-310.30000,2248.60000,384.20000,1864.40000,1864.40000,,1864.40000,3137.90000,2558.90000,262.50000,267.10000,7.10000,6.98000
2020-12-31,18361.70000,9679.10000,8682.60000,5505.60000,5819.00000,2863.60000,-344.40000,2519.20000,488.80000,2030.40000,2030.40000,,2030.40000,3454.50000,2863.60000,271.30000,275.80000,7.48000,7.36000
2019-12-31,17900.80000,9864.70000,8036.10100,5314.00000,5626.80000,2409.30100,-427.50000,1981.80000,440.50000,1541.30000,1541.30000,,1541.30000,3115.50100,2409.30100,275.40000,280.30000,5.60000,5.50000
2018-12-31,17534.50000,10115.90000,7418.60000,5222.90000,5541.00000,1877.60000,-517.90000,1359.70000,251.00000,1108.70000,1108.70000,,1108.70000,2486.00000,1877.60000,278.97600,284.96400,3.97330,3.89000
2017-12-31,14983.80000,8265.00000,6718.80000,4818.50000,5025.30000,1693.50000,-224.20000,1469.30000,-300.20000,1769.50000,1769.50000,-41.60000,1727.90000,2309.40000,1693.50000,278.72700,284.78100,6.20000,6.06670
2016-12-31,11855.60000,5934.34400,5921.25700,4152.62800,4178.03600,1743.22600,-147.99300,1595.23300,462.53000,1132.70300,1132.70300,,1132.70300,2015.15100,1743.22600,275.51700,283.46400,4.11000,3.99670
2015-12-31,11339.30000,5779.69100,5559.61300,3915.93600,3944.17200,1615.44000,-66.47400,1548.96600,495.11700,1053.84900,1053.84900,,1053.84900,1817.09600,1615.44000,276.59100,283.63200,3.81000,3.71670
2014-12-31,11129.53000,5965.04900,5164.48400,3860.44800,3860.44800,1304.03600,-45.81000,1258.22600,392.33900,865.88700,865.88700,,865.88700,1506.20500,1304.03600,288.57000,296.22300,3.00000,2.92330
2013-12-31,10185.53000,5568.96600,4616.56600,3470.20000,3470.20000,1146.36600,-60.40800,1085.95800,333.39700,752.56100,752.56100,,747.96500,1334.16000,1146.36600,302.69400,309.14700,2.47000,2.42000
2012-12-31,9534.46200,5328.23600,4206.22600,3264.89600,3264.89600,941.33010,-34.02100,907.30900,276.27500,631.03410,631.03410,,625.92000,1124.61800,941.33010,305.14500,311.79000,2.05000,2.00670
2011-12-31,8765.69900,5021.13700,3744.56200,2963.54500,2963.54500,781.01710,-39.46900,741.54800,299.68800,441.86000,441.86000,,437.03500,961.92110,781.01710,310.41300,317.01600,1.40670,1.38000
2010-12-31,7776.42400,4295.34600,3481.07800,2731.92500,2731.92500,749.15230,-71.36900,677.78400,215.29900,462.48500,462.48500,,457.66800,928.94730,749.15230,321.06600,326.35800,1.42670,1.40330
2009-12-31,7094.24900,3831.08000,3263.16900,2568.39500,2568.39500,694.77390,-71.95700,622.81700,186.96900,435.84800,435.84800,,431.34400,879.82190,694.77390,340.54200,343.37100,1.26670,1.26000
