,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,158057.00000,134397.00000,23660.00000,17384.00000,,17384.00000,6276.00000,-9292.00000,-3016.00000,-864.00000,-2152.00000,-2152.00000,,-1981.00000,12769.00000,6276.00000,4014.00000,4014.00000,-0.49000,-0.49000
2021-12-31,136341.00000,114651.00000,21690.00000,17167.00000,,17167.00000,4523.00000,13257.00000,17780.00000,-130.00000,17910.00000,17910.00000,,17937.00000,10483.00000,4523.00000,3991.00000,4034.00000,4.49000,4.45000
2020-12-31,127144.00000,112752.00000,14392.00000,18800.00000,,18800.00000,-4408.00000,3292.00000,-1116.00000,160.00000,-1276.00000,-1276.00000,,-1279.00000,3049.00000,-4408.00000,3973.00000,3973.00000,-0.32000,-0.32000
2019-12-31,155900.00000,134693.00000,21207.00000,20633.00000,,20633.00000,574.00000,-1214.00000,-640.00000,-724.00000,84.00000,84.00000,,47.00000,9064.00000,574.00000,3972.00000,4004.00000,0.01000,0.01000
2018-12-31,160338.00000,136269.00000,24069.00000,20866.00000,,20866.00000,3203.00000,1142.00000,4345.00000,650.00000,3695.00000,3695.00000,,3677.00000,11616.00000,3203.00000,3974.00000,3998.00000,0.93000,0.92000
2017-12-31,156776.00000,131321.00000,25455.00000,20574.00000,,20574.00000,4881.00000,3278.00000,8159.00000,402.00000,7757.00000,7757.00000,,7731.00000,13453.00000,4881.00000,3975.00000,3998.00000,1.94000,1.93000
2016-12-31,151800.00000,126195.00000,25605.00000,19819.00000,,19819.00000,5786.00000,998.00000,6784.00000,2184.00000,4600.00000,4600.00000,,4589.00000,14503.00000,5786.00000,3973.00000,3999.00000,1.16000,1.15000
2015-12-31,149558.00000,124446.00000,25112.00000,10763.00000,,10763.00000,14349.00000,-4097.00000,10252.00000,2881.00000,7371.00000,7371.00000,,7373.00000,22315.00000,14349.00000,3969.00000,4002.00000,1.86000,1.84000
2014-12-31,144077.00000,125025.00000,19052.00000,11842.00000,,11842.00000,7210.00000,-5976.00000,1234.00000,4.00000,1230.00000,1230.00000,,1231.00000,14633.00000,7210.00000,3912.00000,3958.00000,0.31000,0.31000
2013-12-31,146917.00000,120190.00000,26727.00000,10850.00000,-208.00000,11058.00000,15669.00000,-1298.00000,14371.00000,2425.00000,11946.00000,11946.00000,,11953.00000,22213.00000,15669.00000,3935.00000,4087.00000,3.04000,2.94000
2012-12-31,133559.00000,113039.00000,20520.00000,11529.00000,-77.00000,11606.00000,8914.00000,-1276.00000,7638.00000,2026.00000,5612.00000,5612.00000,,5613.00000,14214.00000,8914.00000,3815.00000,4015.00000,1.47000,1.41000
2011-12-31,135605.00000,113611.00000,21994.00000,10884.00000,36.00000,10848.00000,11146.00000,-2465.00000,8681.00000,-11541.00000,20222.00000,20222.00000,,20213.00000,15402.00000,11146.00000,3793.00000,4111.00000,5.33000,4.94000
2010-12-31,128954.00000,104451.00000,24503.00000,11909.00000,216.00000,11693.00000,12810.00000,-5661.00000,7149.00000,592.00000,6557.00000,6557.00000,,6561.00000,18394.00000,12810.00000,3449.00000,4178.00000,1.90000,1.66000
2009-12-31,116283.00000,98866.00000,17417.00000,13029.00000,-1030.00000,14059.00000,3358.00000,-759.00000,2599.00000,-113.00000,2712.00000,2712.00000,5.00000,2717.00000,9938.00000,3358.00000,2991.00000,3312.00000,0.91000,0.86000
