,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9643.00000,910.00000,8733.00000,755.00000,-126.00000,2225.00000,6508.00000,-772.00000,5736.00000,1174.00000,4562.00000,4562.00000,4386.00000,7852.00000,6508.00000,176.53900,176.53900,24.61000,24.61000
2021-12-31,6797.00000,777.00000,6020.00000,571.00000,-173.00000,2019.00000,4001.00000,-1094.00000,2907.00000,631.00000,2276.00000,2276.00000,2182.00000,5276.00000,4001.00000,176.64300,176.64300,12.24000,12.24000
2020-12-31,2813.00000,565.00000,2248.00000,283.00000,-6130.00000,7724.00000,-5476.00000,-300.00000,-5776.00000,-1104.00000,-4672.00000,-4672.00000,-4517.00000,-4165.00000,-5476.00000,157.97600,157.97600,-28.61000,-28.61000
2019-12-31,3964.00000,669.00000,3295.00000,352.00000,-794.00000,2600.00000,695.00000,-333.00000,362.00000,47.00000,315.00000,315.00000,240.00000,2149.00000,695.00000,163.49300,163.84300,1.47000,1.47000
2018-12-31,2176.00000,303.00000,1873.00000,198.00000,-41.00000,862.00000,1011.00000,102.00000,1113.00000,168.00000,945.00000,945.00000,846.00000,1634.00000,1011.00000,104.62200,104.92900,8.09000,8.06000
2017-12-31,1205.00000,150.00000,1055.00000,122.00000,-1.00000,450.00000,605.00000,-108.00000,497.00000,-20.00000,517.00000,517.00000,482.00000,936.00000,605.00000,97.45800,97.68800,4.95000,4.94000
2016-12-31,527.10700,94.03400,433.07300,77.07500,-246.60000,501.69000,-68.61700,-96.09900,-164.71600,0.19200,-164.90800,-164.90800,-165.03400,112.11500,-68.61700,75.07700,75.07700,-2.20000,-2.20000
2015-12-31,446.73300,88.71600,358.01700,64.95800,-815.63100,1098.28600,-740.26890,-8.83100,-749.10000,-201.31000,-547.79000,-547.79000,-550.62800,-519.97090,-740.26890,63.01900,63.01900,-8.74000,-8.74000
2014-12-31,495.71800,58.67200,437.04600,53.90400,-0.46700,224.37600,212.67000,92.28600,304.95600,108.98500,195.97100,195.97100,193.75500,384.80000,212.67000,52.82600,53.29700,3.67000,3.64000
2013-12-31,208.00200,22.07500,185.92700,23.93500,-0.20100,90.73300,95.19400,-8.85300,86.34100,31.75400,54.58700,54.58700,54.58700,162.80900,95.19400,42.01500,42.25500,1.30000,1.29000
2012-12-31,74.96200,15.67100,59.29100,15.61300,-0.09800,41.98400,17.30700,1.07500,18.38200,54.90300,-36.52100,-36.52100,-36.52100,44.07400,17.30700,,,,0.00000
2011-12-31,49.36600,11.86600,37.50000,6.68700,-0.06500,22.35300,15.14700,-15.53300,-0.38600,,-0.38600,-0.38600,-0.38600,31.50100,15.14700,,,,0.00000
2010-12-31,27.25300,5.50600,21.74700,4.38300,-0.03800,12.56600,9.18100,-0.95000,8.23100,,8.23100,8.23100,8.23100,17.48900,9.18100,,,,0.00000
