,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5973.69200,1509.09400,4464.59800,331.08300,1146.80000,997.06000,3467.53800,223.27200,3690.81000,135.41200,3555.39800,3555.39800,,3358.79600,5036.34200,3467.53800,785.67500,811.60800,4.28000,4.25000
2021-12-31,4759.44000,1248.48700,3510.95300,293.16700,1567.15200,303.95700,3206.99600,115.85200,3322.84800,174.25800,3148.59000,3148.59000,,2933.57100,4645.35400,3206.99600,739.36300,764.76200,3.97000,3.94000
2020-12-31,4438.73500,1170.10400,3268.63100,274.84500,687.12700,1149.68700,2118.94400,-371.85600,1747.08800,130.45800,1616.63000,1616.63000,,1473.12200,3562.44400,2118.94400,728.32300,754.41400,2.02000,2.01000
2019-12-31,3330.62100,918.92700,2411.69400,266.71800,844.66900,561.92800,1849.76600,-73.40300,1776.36300,74.51700,1701.84600,1701.84600,,1566.95000,2908.22500,1849.76600,630.58000,654.90300,2.48000,2.46000
2018-12-31,2804.44900,757.68800,2046.76100,238.98500,827.43600,358.76300,1687.99800,198.29200,1886.29000,63.33000,1822.96000,1822.96000,,1643.42600,2580.92700,1687.99800,567.36700,590.23900,2.90000,2.87000
2017-12-31,2618.13400,724.66400,1893.47000,231.05900,1170.76000,-60.56110,1954.03100,-138.46300,1815.56800,54.60900,1760.95900,1760.95900,,1641.93100,2752.90100,1954.03100,530.40000,552.30000,3.10000,3.06000
2016-12-31,2533.13500,697.37600,1835.75900,222.06700,-14.32900,1167.38100,668.37810,678.72600,1347.10400,54.56400,1292.54000,1292.54000,,1203.21800,1490.61800,668.37810,526.10300,546.66600,2.29000,2.27000
2015-12-31,2197.07400,652.60400,1544.47000,217.22700,-66.69800,1164.29800,380.17190,568.43300,948.60500,23.09000,925.51500,925.51500,,862.78800,1228.70400,380.17190,521.24100,533.94400,1.66000,1.64000
2014-12-31,1760.78700,545.71900,1215.06800,229.33200,-23.46700,895.26000,319.80800,393.82000,713.62800,-25.65600,739.28400,739.28400,,622.23500,940.55300,319.80800,499.58300,506.39100,1.25000,1.24000
2013-12-31,1750.48600,541.21700,1209.26900,229.20700,-26.98200,904.85700,304.41190,31.85000,336.26200,106.73300,229.52900,229.52900,123.52000,315.42200,931.69790,304.41190,486.07600,491.54600,0.65000,0.64000
2012-12-31,1960.51800,555.05900,1405.45900,228.06800,-279.47000,1312.47600,92.98290,-195.80000,-102.81700,3.58000,-106.39700,-106.39700,75.92500,-80.94600,860.44190,92.98290,459.89500,461.84800,-0.18000,-0.18000
2011-12-31,1421.77100,403.65000,1018.12100,195.16100,-45.26800,923.34300,94.77810,-367.94600,-273.16800,1.77600,-274.94400,-274.94400,117.00600,-188.11000,639.27810,94.77810,370.53400,371.73000,-0.51000,-0.51000
2010-12-31,840.15200,239.85800,600.29390,165.98100,-752.96700,1213.81500,-613.52100,-1018.46500,-1631.98600,-30.49900,-1601.48700,-1601.48700,331.03400,-1295.92000,-218.27200,-613.52100,219.51500,219.51500,-5.90000,-5.90000
2009-12-31,1027.17100,257.51700,769.65410,192.23100,-355.61700,814.21200,-44.55800,-304.55600,-349.11400,5.97500,-355.08900,-355.08900,379.01800,-2.65000,342.87300,-44.55800,179.96600,179.96600,-0.01000,-0.01000
