,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-05-31,93512.00000,29233.00000,64279.00000,32058.00000,-17016.00000,58034.00000,6245.00000,-1349.00000,4896.00000,1070.00000,3826.00000,3826.00000,3826.00000,10215.00000,6245.00000,263.00000,266.00000,14.54000,14.33000
2021-05-31,83959.00000,24556.00000,59403.00000,30173.00000,-15309.00000,53546.00000,5857.00000,817.00000,6674.00000,1443.00000,5231.00000,5231.00000,5231.00000,9650.00000,5857.00000,264.00000,268.00000,19.79000,19.45000
2020-05-31,69217.00000,20622.00000,48595.00000,25031.00000,-13385.00000,46178.00000,2417.00000,-748.00000,1669.00000,383.00000,1286.00000,1286.00000,1286.00000,6467.00000,2417.00000,261.00000,262.00000,4.92000,4.90000
2019-05-31,69693.00000,20543.00000,49150.00000,24776.00000,-12875.00000,44684.00000,4466.00000,-3811.00000,655.00000,115.00000,540.00000,540.00000,540.00000,7819.00000,4466.00000,262.00000,265.00000,2.06000,2.03000
2018-05-31,65450.00000,18475.00000,46975.00000,23795.00000,-12452.00000,42703.00000,4272.00000,81.00000,4353.00000,-219.00000,4572.00000,4572.00000,4572.00000,7747.00000,4272.00000,267.00000,272.00000,17.08000,16.79000
2017-05-31,60319.00000,16403.00000,43916.00000,21989.00000,-11126.00000,39350.00000,4566.00000,13.00000,4579.00000,1582.00000,2997.00000,2997.00000,2997.00000,7561.00000,4566.00000,266.00000,270.00000,11.24000,11.07000
2016-05-31,50365.00000,12365.00000,38000.00000,18581.00000,-9359.00000,34923.00000,3077.00000,-337.00000,2740.00000,920.00000,1820.00000,1820.00000,1820.00000,5708.00000,3077.00000,276.00000,279.00000,6.59000,6.51000
2015-05-31,47453.00000,12203.00000,35250.00000,17110.00000,-8790.00000,33383.00000,1867.00000,-240.00000,1627.00000,577.00000,1050.00000,1050.00000,1050.00000,4478.00000,1867.00000,283.00000,287.00000,3.70000,3.65000
2014-05-31,45567.00000,12568.00000,32999.00000,16171.00000,-7789.00000,29184.00000,3815.00000,-157.00000,3658.00000,1334.00000,2324.00000,2324.00000,2324.00000,6402.00000,3815.00000,307.00000,310.00000,7.56000,7.48000
2013-05-31,44287.00000,12018.00000,32269.00000,16055.00000,-7581.00000,27835.00000,4434.00000,-96.00000,4338.00000,1622.00000,2716.00000,2716.00000,2716.00000,6820.00000,4434.00000,315.00000,317.00000,8.61000,8.55000
2012-05-31,42680.00000,11291.00000,31389.00000,16099.00000,-7370.00000,28203.00000,3186.00000,-45.00000,3141.00000,1109.00000,2032.00000,2032.00000,2032.00000,5299.00000,3186.00000,315.00000,317.00000,6.44000,6.41000
2011-05-31,39304.00000,9825.00000,29479.00000,15276.00000,-7390.00000,27101.00000,2378.00000,-113.00000,2265.00000,813.00000,1452.00000,1452.00000,1452.00000,4351.00000,2378.00000,315.00000,317.00000,4.61000,4.57000
2010-05-31,34734.00000,7834.00000,26900.00000,14027.00000,-6558.00000,24902.00000,1998.00000,-104.00000,1894.00000,710.00000,1184.00000,1184.00000,1184.00000,3956.00000,1998.00000,312.00000,314.00000,3.78000,3.76000
2009-05-31,35497.00000,8345.00000,27152.00000,13767.00000,-8234.00000,26405.00000,747.00000,-70.00000,677.00000,579.00000,98.00000,98.00000,98.00000,2722.00000,747.00000,311.00000,312.00000,0.31000,0.31000
