,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,6150.53000,4005.26100,2145.26900,644.57700,644.57700,1500.69200,-72.00000,1428.69200,269.15000,1159.54200,1159.54200,1159.54200,1820.11900,1500.69200,230.20800,231.53600,5.04000,5.01000
2021-12-31,5546.51400,3633.90000,1912.61400,603.94400,603.94400,1308.67000,-85.50000,1223.17000,233.11700,990.05300,990.05300,990.05300,1600.78200,1308.67000,230.95500,232.81300,4.29000,4.25000
2020-12-31,4540.02900,2996.51500,1543.51400,515.63000,515.63000,1027.88400,54.42500,1082.30900,209.87000,872.43900,872.43900,872.43900,1283.15900,1027.88400,229.43500,231.15000,3.80000,3.77000
2019-12-31,5158.55700,3370.89700,1787.66000,610.28000,610.28000,1177.38000,-107.63200,1069.74800,208.45100,861.29710,861.29710,861.29700,1411.42200,1177.38000,227.75900,229.39500,3.78000,3.75000
2018-12-31,4845.87200,3186.31000,1659.56200,584.02200,584.02200,1075.54000,-87.79500,987.74500,209.81200,777.93300,777.93300,777.93300,1275.03000,1075.54000,230.82300,232.71200,3.37000,3.34000
2017-12-31,4300.17000,2861.37000,1438.80000,535.18000,535.18000,903.61990,-106.89100,796.72900,115.25900,681.47000,681.47000,681.47000,1086.84700,903.61990,230.22900,231.84500,2.96000,2.94000
2016-12-31,3840.08700,2585.49900,1254.58800,463.60900,463.60900,790.97900,-97.87600,693.10300,180.94500,512.15800,512.15800,512.15800,970.69500,790.97900,232.59300,233.73000,2.20000,2.19000
2015-12-31,3974.29500,2617.98700,1356.30800,448.59200,448.59200,907.71580,-101.33600,806.38000,215.52100,590.85900,590.85900,590.85900,1057.17600,907.71580,239.90600,241.58600,2.46000,2.45000
2014-12-31,4021.96400,2660.74100,1361.22300,462.63700,462.63700,898.58620,-93.75400,804.83200,220.37200,584.46000,584.46000,584.46000,1037.17000,898.58620,244.88500,247.10200,2.39000,2.37000
2013-12-31,3594.13600,2323.64200,1270.49400,398.17700,455.41500,815.07890,-90.28400,724.79500,207.79600,516.99900,516.99900,516.99900,933.73580,815.07890,243.91500,246.06500,2.12000,2.10000
2012-12-31,3334.21300,2154.13200,1180.08100,380.53200,434.20900,745.87180,-83.39700,662.47500,203.34300,459.13200,459.13200,459.13200,851.34280,745.87180,241.51200,243.98600,1.90000,1.88000
2011-12-31,2989.91400,1955.77900,1034.13500,349.32100,398.19400,635.94090,-79.29900,556.64200,172.17800,384.46410,384.46410,384.46400,722.47290,635.94090,240.38300,243.16100,1.60000,1.58000
2010-12-31,2470.95200,1646.89200,824.05990,296.48200,341.90200,482.15800,-75.90800,406.25000,122.31800,283.93200,283.93200,283.93200,555.05400,482.15800,238.58400,241.32600,1.19000,1.18000
2009-12-31,2098.35500,1435.95300,662.40200,254.14300,296.35200,366.05000,-71.41700,294.63300,88.86300,205.77000,205.77000,205.77000,431.55000,366.05000,240.27300,242.66250,0.85330,0.84670
