,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,8478.00000,6387.40000,2090.60000,608.60000,-61.30000,669.90000,1420.70000,-55.90000,1364.80000,335.00000,1029.80000,1029.80000,1021.90000,1879.60000,1420.70000,92.30000,92.70000,11.08000,11.03000
2021-12-31,7730.30000,5857.30000,1873.00000,576.80000,-54.80000,631.59900,1241.40000,-132.70000,1108.70000,267.60000,841.10000,841.10000,834.70000,1663.30000,1241.40000,94.10000,94.50000,8.87000,8.83000
2020-12-31,6658.20000,5288.80000,1369.40000,539.60000,-50.70000,645.50000,723.89990,-91.20000,632.70000,171.70000,461.00000,461.00000,457.40000,1191.60000,723.89990,94.10000,94.40000,4.86000,4.84000
2019-12-31,6964.30000,5320.30000,1644.00000,557.60000,-32.70000,590.30000,1053.70000,-136.70000,917.00000,220.60000,696.40000,696.40000,691.20000,1464.60000,1053.70000,93.80000,94.10000,7.36000,7.34000
2018-12-31,7014.60000,5369.30000,1645.30000,536.40000,-41.20000,577.60000,1067.70000,-97.20000,970.50000,232.50000,738.00000,738.00000,732.30000,1487.20000,1067.70000,93.70000,93.90000,7.82000,7.80000
2017-12-31,6444.90000,4974.10000,1470.80000,519.90000,-18.40000,538.30000,932.50000,-103.90000,828.60000,160.00000,668.60000,668.60000,663.00000,1333.90000,932.50000,93.50000,93.70000,7.09000,7.07000
2016-12-31,5779.00000,4502.90000,1276.10000,468.50000,-24.30000,492.80000,783.30030,-94.80000,688.50000,238.90000,449.60000,449.60000,445.20000,1149.10000,783.30030,93.50000,93.70000,4.76000,4.75000
2015-12-31,5741.70000,4533.70000,1208.00000,451.30000,-6.70000,458.00000,750.00000,-85.50000,664.50000,227.70000,436.80000,436.80000,431.60000,1114.30000,750.00000,96.60000,96.70000,4.47000,4.47000
2014-12-31,5852.60000,4623.10000,1229.50000,469.50000,-57.30000,526.80000,702.70020,-88.40000,614.30000,221.70000,392.60000,392.60000,386.90000,1093.50000,702.70020,97.00000,97.10000,3.99000,3.99000
2013-12-31,3665.30000,2797.80000,867.50000,326.60000,-59.00000,385.60000,481.89990,-58.30000,423.60000,-17.70000,441.30000,441.30000,441.30000,699.79990,481.89990,96.60000,97.50000,4.57000,4.52000
2012-12-31,2843.90000,2209.20000,634.70000,280.80000,83.70000,197.10000,437.59990,-62.90000,374.70000,214.50000,160.20000,160.20000,160.20000,612.99990,437.59990,96.40000,97.50000,1.66000,1.64000
2011-12-31,2620.11100,2078.08800,542.02320,258.55100,-10.72300,269.27400,272.74930,-29.24500,243.50400,85.47700,158.02700,158.02700,158.02700,435.58830,272.74930,99.28100,100.37600,1.59000,1.57000
2010-12-31,2435.60600,1903.40600,532.20000,240.58900,-106.22900,346.81800,185.38180,-32.27800,153.10400,-52.33100,205.43500,205.43500,205.43500,340.48180,185.38180,101.67800,102.60800,2.02000,2.00000
2009-12-31,2147.58900,1721.01200,426.57710,228.02500,153.90200,74.12300,352.45410,-35.48300,316.97100,51.07600,265.89500,265.89500,265.89500,502.59710,352.45410,101.57700,102.35800,2.62000,2.60000
