,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9883.00000,6450.00000,3433.00000,1874.00000,-11.00000,2005.00000,1428.00000,-193.00000,1235.00000,264.00000,971.00000,1015.00000,,942.00000,1865.00000,1428.00000,116.00000,118.00000,8.10000,7.97000
2021-12-31,10788.00000,6579.00000,4209.00000,1727.00000,2.00000,1828.00000,2381.00000,218.00000,2599.00000,597.00000,2002.00000,2080.00000,,1988.00000,2789.00000,2381.00000,125.00000,128.00000,15.85000,15.55000
2020-12-31,9437.00000,5804.00000,3633.00000,1550.00000,-9.00000,1662.00000,1971.00000,-87.00000,1884.00000,460.00000,1424.00000,1499.00000,,1425.00000,2332.00000,1971.00000,134.00000,136.00000,10.62000,10.47000
2019-12-31,7726.00000,5037.00000,2689.00000,1457.00000,95.00000,1458.00000,1231.00000,-155.00000,1076.00000,247.00000,829.00000,886.00000,20.00000,858.00000,1560.00000,1231.00000,134.00000,136.00000,6.36000,6.28000
2018-12-31,7531.00000,4926.00000,2605.00000,1424.00000,10.00000,1504.00000,1101.00000,-175.00000,926.00000,182.00000,744.00000,788.00000,,736.00000,1410.00000,1101.00000,136.00000,139.00000,5.39000,5.29000
2017-12-31,7402.00000,4719.00000,2683.00000,1443.00000,-1.00000,1518.00000,1165.00000,-135.00000,1030.00000,241.00000,789.00000,824.00000,,772.00000,1435.00000,1165.00000,137.00000,140.00000,5.63000,5.50000
2016-12-31,7214.00000,4616.00000,2598.00000,1380.00000,131.00000,1321.00000,1277.00000,-191.00000,1086.00000,429.00000,657.00000,696.00000,,642.00000,1526.00000,1277.00000,140.00000,142.00000,4.58000,4.51000
2015-12-31,7493.00000,4657.00000,2836.00000,1679.00000,323.00000,1437.00000,1399.00000,-296.00000,1103.00000,373.00000,730.00000,753.00000,,706.00000,1703.00000,1399.00000,144.00000,145.00000,4.92000,4.87000
2014-12-31,7435.00000,4637.00000,2798.00000,1728.00000,7.00000,1815.00000,983.00000,-160.00000,823.00000,262.00000,561.00000,587.00000,5.00000,556.00000,1297.00000,983.00000,145.00000,145.00000,3.83000,3.81000
2013-12-31,7146.00000,4326.00000,2820.00000,1704.00000,438.00000,1345.00000,1475.00000,-151.00000,1324.00000,500.00000,824.00000,848.00000,35.00000,849.00000,1758.00000,1475.00000,152.00000,153.00000,5.58000,5.54000
2012-12-31,7383.00000,4365.00000,3018.00000,1745.00000,3.00000,1817.00000,1201.00000,-133.00000,1068.00000,402.00000,666.00000,666.00000,-74.00000,556.00000,1488.00000,1201.00000,159.00000,160.00000,3.49000,3.46000
2011-12-31,7392.00000,4363.00000,3029.00000,1743.00000,-238.00000,2042.00000,987.00000,-138.00000,849.00000,355.00000,494.00000,494.00000,12.00000,471.00000,1268.00000,987.00000,159.00000,160.00000,2.95000,2.92000
2010-12-31,7260.12000,4275.53500,2984.58500,1658.84200,-9.04700,1701.00200,1283.58300,-108.59900,1174.98400,430.12700,744.85700,744.85700,12.16000,720.89400,1537.54700,1283.58300,175.68400,177.32000,4.08000,4.05000
2009-12-31,7455.24300,4321.47500,3133.76800,1747.61800,10.02300,1774.65700,1359.11100,-131.17900,1227.93200,460.47400,767.45800,767.45800,-1.23600,729.11100,1615.79800,1359.11100,185.94800,187.79800,3.91000,3.87000
