,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1962.41200,410.05800,1552.35400,1344.36100,820.96300,2165.32400,-612.96980,10.65500,-602.31500,7.99300,-610.30800,-610.30800,-610.30800,-537.87680,-612.96980,184.67600,184.67600,-3.30000,-3.30000
2021-12-31,1574.37100,311.56500,1262.80600,1228.67200,716.19000,1944.86200,-682.05600,6.35100,-675.70500,-1.23400,-674.47100,-674.47100,-674.47100,-587.49700,-682.05600,182.04800,182.04800,-3.70000,-3.70000
2020-12-31,2175.53600,217.72000,1957.81600,827.12900,533.83500,1360.96400,596.85180,18.84900,615.70100,2.03100,613.67000,613.67000,613.67000,663.33980,596.85180,174.83400,182.28700,3.51000,3.37000
2019-12-31,916.71300,43.95200,872.76100,719.37400,373.93200,1093.30600,-220.54500,61.89500,-158.65000,,-158.65000,-158.65000,-158.65000,-191.94710,-220.54500,165.49800,165.49800,-0.96000,-0.96000
2018-12-31,654.70000,88.29300,566.40700,565.30900,261.09600,826.40510,-259.99800,13.65200,-246.34600,-23.65300,-222.69300,-222.69300,-222.69300,-236.49600,-259.99800,157.65500,157.65500,-1.41000,-1.41000
2017-12-31,482.25000,54.11800,428.13200,456.70000,167.23300,623.93300,-195.80100,36.91400,-158.88700,-33.35700,-125.53000,-125.53000,-125.53000,-171.03500,-195.80100,143.17400,143.17400,-0.88000,-0.88000
2016-12-31,418.14700,42.31700,375.83000,379.30800,139.24700,518.55500,-142.72500,2.61400,-140.11100,,-140.11100,-140.11100,-140.11100,-119.94500,-142.72500,140.74600,140.74600,-1.00000,-1.00000
2015-12-31,336.80200,37.44000,299.36200,294.52900,125.78300,420.31200,-120.95000,0.46400,-120.48600,,-120.48600,-120.48600,-120.48600,-103.59900,-120.95000,129.18400,129.18400,-0.93000,-0.93000
2014-12-31,286.75800,29.05800,257.70000,230.74300,104.32000,335.06300,-77.36300,1.22200,-76.14100,,-76.14100,-76.14100,-76.14100,-65.02300,-77.36300,123.40800,123.40800,-0.62000,-0.62000
2013-12-31,269.26400,21.14400,248.12000,218.62700,92.35400,310.98100,-62.86100,0.34100,-62.52000,,-62.52000,-62.52000,-62.52000,-52.36300,-62.86100,121.57500,121.57500,-0.51000,-0.51000
2012-12-31,210.81200,13.46900,197.34300,170.29700,84.30000,254.59700,-57.25400,3.47200,-53.78200,,-53.78200,-53.78200,-53.78200,-48.52100,-57.25400,117.85100,117.85100,-0.46000,-0.46000
2011-12-31,94.77800,3.11500,91.66300,163.39600,72.65900,236.05500,-144.39200,-7.63800,-152.03000,,-152.03000,-152.03000,-152.03000,-127.74800,-144.39200,113.09800,113.09800,-1.34000,-1.34000
2010-12-31,107.47000,,107.47000,146.41000,29.25800,,-68.19800,1.93300,-66.26500,,-66.26500,-66.26500,-66.26500,-61.20700,-68.19800,101.05500,101.05500,-0.66000,-0.66000
2009-12-31,51.96500,,51.96500,119.13900,17.68300,,-84.85700,3.17400,-81.68300,,-81.68300,-81.68300,-81.68300,-77.97500,-84.85700,90.98800,90.98800,-0.90000,-0.90000
