,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,17071.28000,12576.90000,4494.38600,2080.68000,-322.46600,2670.01000,1824.37000,11.52000,1835.89100,475.28600,1360.60500,1360.60500,1357.39900,1881.70800,1824.37000,163.01000,164.42700,8.33000,8.26000
2021-12-31,16523.52000,12058.16000,4465.36200,2078.37700,-240.06000,2556.03000,1909.32700,15.29000,1924.61600,505.77100,1418.84500,1418.84500,1415.49200,1960.63900,1909.32700,169.14500,171.25000,8.37000,8.27000
2020-12-31,9584.39300,6656.70200,2927.69000,1556.54000,-203.89200,1987.25400,940.43650,16.12700,956.56400,258.35000,698.21400,698.21400,696.14000,997.39550,940.43650,168.33300,170.89600,4.14000,4.07000
2019-12-31,7942.41700,5305.94900,2636.46800,1466.31700,-186.32700,1869.77600,766.69190,29.10200,795.79400,203.77800,592.01600,592.01600,590.39500,817.64190,766.69190,170.89900,174.20900,3.45000,3.39000
2018-12-31,8138.36500,5517.99200,2620.37400,1438.60500,-178.37300,1823.81000,796.56350,21.76600,818.32900,198.53900,619.79000,619.79000,618.19900,850.58250,796.56350,174.13300,177.83300,3.55000,3.48000
2017-12-31,6920.94800,4601.75900,2319.18900,1311.41000,-138.47700,1618.92900,700.26030,18.33500,718.59500,228.21200,490.38300,490.38300,489.34500,749.57030,700.26030,179.24700,181.66600,2.73000,2.69000
2016-12-31,6098.03700,3934.00100,2164.03600,1199.39800,-138.86700,1493.87300,670.16310,16.69300,686.85600,254.32300,432.53300,432.53300,430.80700,716.95910,670.16310,181.28200,182.70400,2.38000,2.36000
2015-12-31,6616.63200,4428.85500,2187.77700,1185.50100,-132.31000,1466.29300,721.48340,15.20500,736.68900,277.19200,459.49700,459.49700,457.22300,767.49540,721.48340,188.94100,190.22300,2.42000,2.40000
2014-12-31,6564.72100,4583.29400,1981.42700,1103.45400,-131.22300,1386.77900,594.64790,16.24100,610.88900,231.42900,379.46000,379.46000,376.88800,643.93990,594.64790,196.14700,196.76800,1.92000,1.92000
2013-12-31,6080.25700,4197.40400,1882.85300,1065.84400,-118.42800,1330.78100,552.07230,20.52300,572.59600,222.58500,350.01100,350.01100,348.52600,600.14320,552.07230,205.99500,206.89500,1.69000,1.68000
2012-12-31,5992.21500,4156.84500,1835.37000,1029.23600,-136.81600,1304.57200,530.79830,19.59500,550.39300,217.42400,332.96900,332.96900,333.36000,570.73830,530.79830,210.42300,211.93500,1.58000,1.57000
2011-12-31,6161.53700,4254.02100,1907.51600,1032.33200,-125.30300,1289.18900,618.32710,19.70100,638.02800,251.78500,386.24300,386.24300,385.67900,655.10310,618.32710,212.11800,215.03400,1.82000,1.79000
2010-12-31,5967.57300,4274.78700,1692.78700,926.18700,-105.26000,1145.55500,547.23100,16.83800,564.06800,219.86300,344.20500,344.20500,344.17200,584.13100,547.23100,212.28400,216.44700,1.62000,1.59000
2009-12-31,4092.28300,2709.49700,1382.78600,800.50900,-82.91700,997.78500,385.00100,17.87100,402.87200,162.47500,240.39700,240.39700,240.21700,426.55600,385.00100,212.11300,216.53300,1.13000,1.11000
