,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5475.84600,1693.77100,3782.07500,2480.94400,2681.96900,1100.10600,-72.91100,1027.19500,219.39600,807.79900,807.79900,807.79900,1296.62600,1100.10600,80.17800,81.06700,10.08000,9.96000
2021-12-31,4733.96200,1444.09300,3289.86900,2155.65800,2374.11800,915.75100,54.11900,969.87000,176.31000,793.56000,793.56000,793.56000,1132.31800,915.75100,85.02600,86.17700,9.33000,9.21000
2020-12-31,4099.40300,1345.02400,2754.37900,2038.96300,2264.22900,490.14970,-164.01700,326.13300,59.38800,266.74500,266.74500,266.74500,727.87770,490.14970,89.31500,90.01700,2.99000,2.96000
2019-12-31,4245.32100,1550.56800,2694.75300,2103.42400,2324.66600,370.08690,-94.34800,275.73900,42.44900,233.29000,233.29000,233.29000,588.36290,370.08690,89.81700,90.97100,2.60000,2.56000
2018-12-31,3975.45400,1468.80000,2506.65400,1884.14100,2246.93900,259.71510,-78.59400,181.12100,58.66500,122.45600,122.45600,122.45600,529.13110,259.71510,90.82700,92.12200,1.35000,1.33000
2017-12-31,3311.49400,1320.19800,1991.29600,1599.00400,1997.62500,-6.32910,-121.48800,-127.81700,-131.09600,3.27900,3.27900,3.27900,248.90390,-6.32910,88.46600,89.79000,0.04000,0.04000
2016-12-31,2444.54000,945.64800,1498.89200,1089.18400,1193.75100,305.14110,-16.71000,288.43100,94.84900,193.58200,193.58200,193.58200,370.19210,305.14110,82.57100,83.82000,2.34000,2.31000
2015-12-31,2163.05600,839.07600,1323.98000,962.67700,1035.98300,287.99680,-15.78600,272.21100,96.57600,175.63500,175.63500,175.63500,336.63980,287.99680,83.85200,85.05600,2.09000,2.06000
2014-12-31,2021.44100,797.93300,1223.50800,876.06700,937.34600,286.16210,-11.47900,274.68300,90.91700,183.76600,183.76600,183.76600,328.21910,286.16210,89.33700,90.71900,2.06000,2.03000
2013-12-31,1784.21300,713.48400,1070.72900,760.45800,795.23700,275.49190,-9.05300,266.43900,83.63800,182.80100,182.80100,182.80100,312.64400,275.49190,93.01500,94.83000,1.97000,1.93000
2012-12-31,1615.80800,659.06700,956.74100,678.84300,711.03400,245.70690,-10.11100,235.59600,69.69300,165.90300,165.90300,165.90300,277.48590,245.70690,93.44400,95.84200,1.78000,1.73000
2011-12-31,1468.58800,608.75500,859.83300,613.70700,645.77100,214.06200,-11.87800,202.18400,65.28200,136.90200,136.90200,136.90200,248.41400,214.06200,96.01900,98.84600,1.43000,1.39000
2010-12-31,1288.45400,552.23800,736.21600,543.17400,586.95100,149.26500,-15.18000,134.08500,37.80000,96.28500,96.28500,96.28500,186.70600,149.26500,95.74700,99.83400,1.01000,0.96000
2009-12-31,1139.80000,498.36300,641.43700,477.00300,506.96000,134.47710,-18.95100,115.52600,32.56200,82.96400,82.96400,82.96400,162.98010,134.47710,94.65800,97.54900,0.88000,0.85000
