,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,59427.00000,41350.00000,18077.00000,1814.00000,5651.00000,-1218.00000,10173.00000,7904.00000,848.00000,8752.00000,2067.00000,6685.00000,6704.00000,6705.00000,11613.00000,8469.00000,526.90000,530.40000,12.72000,12.64000
2021-12-31,50971.00000,35513.00000,15458.00000,1686.00000,5365.00000,-1074.00000,8580.00000,6878.00000,1326.00000,8204.00000,1742.00000,6462.00000,6493.00000,6489.00000,9685.00000,7333.00000,544.00000,548.50000,11.93000,11.83000
2020-12-31,41748.00000,29082.00000,12666.00000,1415.00000,4642.00000,-1467.00000,8113.00000,4553.00000,-558.00000,3995.00000,1006.00000,2989.00000,3003.00000,2998.00000,7574.00000,5142.00000,544.10000,548.60000,5.51000,5.46000
2019-12-31,53800.00000,36630.00000,17170.00000,1693.00000,5162.00000,-1271.00000,8880.00000,8290.00000,-478.00000,7812.00000,1746.00000,6066.00000,6094.00000,6093.00000,11621.00000,9044.00000,561.60000,567.50000,10.85000,10.74000
2018-12-31,54722.00000,36997.00000,17725.00000,1850.00000,5478.00000,-1382.00000,9432.00000,8293.00000,-471.00000,7822.00000,1698.00000,6124.00000,6148.00000,6147.00000,11781.00000,9015.00000,591.40000,599.40000,10.39000,10.26000
2017-12-31,45462.00000,31260.00000,14202.00000,1842.00000,4999.00000,-2255.00000,9742.00000,4460.00000,-378.00000,4082.00000,3339.00000,743.00000,759.00000,754.00000,7983.00000,5106.00000,591.80000,599.30000,1.27000,1.26000
2016-12-31,38537.00000,28044.00000,10493.00000,1853.00000,4383.00000,-1904.00000,9331.00000,1162.00000,-1023.00000,139.00000,192.00000,-53.00000,-59.00000,-67.00000,4792.00000,1758.00000,584.30000,584.30000,-0.11000,-0.11000
2015-12-31,47011.00000,33546.00000,13465.00000,2119.00000,4951.00000,-2023.00000,9680.00000,3785.00000,-346.00000,3439.00000,916.00000,2523.00000,2523.00000,2512.00000,7418.00000,4372.00000,594.30000,601.30000,4.23000,4.18000
2014-12-31,55184.00000,40718.00000,14466.00000,2380.00000,6529.00000,-1619.00000,11152.00000,3314.00000,-162.00000,3152.00000,692.00000,2460.00000,2468.00000,2452.00000,7101.00000,3938.00000,617.20000,628.90000,3.97000,3.90000
2013-12-31,55656.00000,40727.00000,14929.00000,2046.00000,5547.00000,-981.00000,9301.00000,5628.00000,-500.00000,5128.00000,1319.00000,3809.00000,3803.00000,3789.00000,9442.00000,6355.00000,645.20000,658.60000,5.87000,5.75000
2012-12-31,65875.00000,47055.00000,18820.00000,2466.00000,5919.00000,-485.00000,10247.00000,8573.00000,-337.00000,8236.00000,2528.00000,5708.00000,5722.00000,5681.00000,12763.00000,9370.00000,652.60000,669.60000,8.71000,8.48000
2011-12-31,60138.00000,43578.00000,16560.00000,2297.00000,5203.00000,-1081.00000,9407.00000,7153.00000,-428.00000,6725.00000,1720.00000,5005.00000,4981.00000,4928.00000,10506.00000,7979.00000,645.00000,666.10000,7.64000,7.40000
2010-12-31,42588.00000,30367.00000,12221.00000,1905.00000,4248.00000,-1191.00000,8258.00000,3963.00000,-213.00000,3750.00000,968.00000,2782.00000,2758.00000,2700.00000,7173.00000,4877.00000,631.50000,650.40000,4.28000,4.15000
2009-12-31,32396.00000,23886.00000,8510.00000,1421.00000,3645.00000,-1822.00000,7933.00000,577.00000,-8.00000,569.00000,-270.00000,839.00000,827.00000,895.00000,3958.00000,1622.00000,615.20000,626.00000,1.45000,1.43000
