,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,18695.83000,13946.23000,4749.59800,2759.26800,2759.27000,1990.33000,-2.84200,1987.48900,475.44800,1512.04100,1512.04100,1512.04100,2384.98500,1990.33000,343.45200,345.22200,4.40000,4.38000
2022-01-31,18916.24000,13708.91000,5207.33700,2874.46900,2874.47000,2332.86700,-74.32800,2258.54000,535.95100,1722.58900,1722.58900,1722.58900,2693.53100,2332.86700,351.49600,353.73400,4.90000,4.87000
2021-01-31,12531.57000,9838.57400,2692.99100,2503.28100,2503.28600,189.71000,-83.41300,106.29700,20.91500,85.38200,85.38200,85.38200,553.95500,189.71000,352.39200,354.61900,0.24000,0.24000
2020-01-31,16039.07000,11536.19000,4502.88700,2356.70400,2356.70000,2146.18300,18.10600,2164.28800,503.36000,1660.92800,1660.92800,1660.92800,2497.07500,2146.18300,358.46200,361.18200,4.63000,4.60000
2019-01-31,14983.54000,10726.28000,4257.26400,2216.55000,2216.55000,2040.71400,10.16200,2050.87600,463.41900,1587.45700,1587.45700,1587.45700,2371.07100,2040.71400,369.53300,372.67800,4.30000,4.26000
2018-01-31,14134.73000,10042.64000,4092.09500,2043.69800,2043.70000,2048.39600,-7.67600,2040.72000,677.96700,1362.75300,1362.75300,1362.75300,2361.56000,2048.39600,381.17400,384.32900,3.58000,3.55000
2017-01-31,12866.76000,9173.70500,3693.05200,1890.40800,1890.40500,1802.64400,-16.48800,1786.15600,668.50200,1117.65400,1117.65400,1117.65400,2105.15900,1802.64400,392.12400,394.95800,2.85000,2.83000
2016-01-31,11940.00000,8576.87300,3363.12600,1738.75500,1738.75700,1624.37100,-12.61200,1611.75900,591.09800,1020.66100,1020.66100,1020.66100,1899.19900,1624.37100,403.03400,406.40500,2.53000,2.51000
2015-01-31,11041.68000,7937.95600,3103.72100,1615.37100,1615.37100,1488.35000,-2.98400,1485.36600,560.64200,924.72390,924.72390,924.72400,1721.30900,1488.35000,413.55300,418.07700,2.24000,2.21000
2014-01-31,10230.35000,7360.92400,2869.42900,1526.36600,1526.36600,1343.06300,0.24700,1343.31000,506.00600,837.30410,837.30410,837.30400,1549.17300,1343.06300,425.76100,431.61000,1.97000,1.94000
2013-01-31,9721.06500,7011.42800,2709.63700,1437.88600,1437.88600,1271.75100,-6.90700,1264.84400,478.08100,786.76300,786.76300,786.76300,1457.24200,1271.75100,438.26000,445.56800,1.79500,1.76500
2012-01-31,8608.29100,6240.76000,2367.53100,1304.06500,1304.06500,1063.46600,-10.32200,1053.14400,395.97400,657.17000,657.17000,657.17000,1223.35800,1063.46600,451.83000,459.96400,1.45500,1.43000
2011-01-31,7866.10000,5729.73500,2136.36500,1229.77500,1229.77500,906.59030,-9.56900,897.02100,342.22400,554.79700,554.79700,554.79700,1067.28300,906.59030,471.28200,479.61000,1.17500,1.15500
2010-01-31,7184.21300,5327.27800,1856.93500,1130.81300,1130.81300,726.12210,-7.59300,718.52900,275.77200,442.75700,442.75700,442.75700,885.16500,726.12210,491.54800,500.05600,0.90000,0.88500
2009-01-31,6486.13900,4956.57600,1529.56300,1034.35700,1034.35700,495.20610,0.15700,495.36300,189.92200,305.44100,305.44100,305.44100,637.00810,495.20610,516.94000,525.26000,0.59000,0.58250
