,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5375.60000,3125.60000,2250.00000,1652.20000,,1652.20000,597.80030,-74.50000,523.30000,109.40000,413.90000,413.90000,413.90000,816.80030,597.80030,242.90000,246.30000,1.70000,1.68000
2021-12-31,5190.10000,2926.60000,2263.50000,1184.40000,,1184.40000,1079.10000,-47.40000,1031.70000,204.20000,827.49990,827.49990,827.50000,1298.20000,1079.10000,244.90000,249.60000,3.38000,3.32000
2020-12-31,4895.80000,2681.60000,2214.20000,1184.50000,,1184.50000,1029.70000,-55.90000,973.80000,187.90000,785.90000,785.90000,785.90000,1219.40000,1029.70000,246.80000,252.20000,3.18000,3.12000
2019-12-31,4357.70000,2373.70000,1984.00000,1143.80000,,1143.80000,840.20020,-66.50000,773.70000,157.80000,615.90000,615.90000,615.90000,1016.60000,840.20020,246.20000,252.10000,2.50000,2.44000
2018-12-31,4145.90000,2305.10000,1840.80000,1049.10000,,1049.10000,791.69970,-72.20000,719.50000,150.90000,568.60000,568.60000,568.60000,932.79970,791.69970,245.50000,250.70000,2.32000,2.27000
2017-12-31,3776.20000,2046.60000,1729.60000,996.90000,,996.90000,732.70000,-40.00000,692.70000,-50.70000,743.40000,743.40000,743.40000,858.10000,732.70000,250.60000,256.10000,2.97000,2.90000
2016-12-31,3493.10000,1902.50000,1590.60000,866.40000,,866.40000,724.20020,-18.30000,705.90000,246.90000,459.00000,459.00000,459.00000,831.80020,724.20020,257.60000,262.10000,1.78000,1.75000
2015-12-31,3394.80000,1883.00000,1511.80000,837.60000,,837.60000,674.20000,-38.80000,635.40000,225.00000,410.40000,410.40000,410.40000,775.20000,674.20000,262.20000,267.20000,1.57000,1.54000
2014-12-31,3297.60000,1844.70000,1452.90000,811.70000,,811.70000,641.20020,-16.30000,624.90000,211.00000,413.90000,413.90000,413.90000,732.40020,641.20020,270.20000,275.00000,1.53000,1.51000
2013-12-31,3194.30000,1756.30000,1438.00000,815.80000,,815.80000,622.20000,-24.40000,597.80000,203.40000,394.40000,394.40000,394.40000,712.70000,622.20000,277.20000,282.40000,1.42500,1.39500
2012-12-31,2921.90000,1630.50000,1291.40000,746.30000,,746.30000,545.09990,-2.60000,542.50000,192.70000,349.80000,349.80000,349.80000,630.09990,545.09990,280.20000,285.40000,1.25000,1.22500
2011-12-31,2749.30000,1534.80000,1214.50000,721.90000,,721.90000,492.59990,2.00000,494.60000,185.00000,309.60000,309.60000,309.60000,569.69980,492.59990,286.40000,291.60000,1.08000,1.06000
2010-12-31,2589.20000,1431.40000,1157.80000,712.80000,,712.80000,445.00000,-26.70000,418.30000,147.60000,270.70000,270.70000,270.70000,516.60000,445.00000,284.00000,288.80000,0.95500,0.93500
2009-12-31,2520.90000,1419.90000,1101.00000,708.10000,20.00000,688.10000,412.89990,-20.70000,392.20000,148.70000,243.50000,243.50000,243.50000,498.29990,412.89990,281.60000,286.00000,0.86500,0.85000
