,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,6048.90000,1886.20000,4162.70000,2760.00000,2845.00000,1317.70000,-70.00000,1247.70000,322.20000,925.49990,925.49990,,683.90000,1513.00000,1317.70000,457.50000,459.50000,1.50000,1.49000
2021-12-31,6894.50000,2149.30000,4745.20000,2960.00000,2957.00000,1788.20000,712.30000,2500.50000,531.10000,1969.40000,1969.40000,,1393.00000,1993.50000,1788.20000,462.80000,465.40000,3.01000,2.99000
2020-12-31,6145.60000,1947.60000,4198.00000,2884.30000,3277.60000,920.40040,148.70000,1069.10000,261.60000,807.50000,807.50000,,524.80000,1123.90000,920.40040,459.50000,462.50000,1.14000,1.13000
2019-12-31,6117.40000,1893.00000,4224.40000,2743.20000,3416.20000,808.19970,164.70000,972.90000,235.10000,737.80000,737.80000,,564.70000,985.79970,808.19970,437.80000,440.50000,1.29000,1.28000
2018-12-31,5314.10000,1608.20000,3705.90000,2364.10000,2501.00000,1204.90000,-66.80000,1138.10000,255.00000,883.10000,883.10000,,882.80000,1347.00000,1204.90000,412.40000,412.50000,2.14000,2.14000
2017-12-31,5160.30000,1486.50000,3673.80000,2292.90000,2394.70000,1279.10000,150.10000,1429.20000,268.20000,1161.00000,1161.00000,,1127.30000,1395.90000,1279.10000,409.40000,409.90000,2.75000,2.75000
2016-12-31,4734.40000,1407.20000,3327.20000,2105.80000,2174.80000,1152.40000,54.20000,1206.60000,338.30000,868.30000,868.30000,,829.40000,1253.60000,1152.40000,402.60000,402.90000,2.06000,2.06000
2015-12-31,5122.90000,1579.90000,3543.00000,2184.60000,2184.60000,1358.40000,3.70000,1362.10000,398.00000,964.10000,964.10000,,943.50000,1452.00000,1358.40000,418.00000,418.40000,2.26000,2.26000
2014-12-31,5147.10000,1630.70000,3516.40000,2239.50000,2239.50000,1276.90000,118.20000,1395.10000,390.60000,1004.50000,1004.50000,-3.40000,959.90000,1366.30000,1276.90000,422.60000,423.20000,2.27000,2.27000
2013-12-31,4644.60000,1489.20000,3155.40000,2032.00000,2035.20000,1120.20000,135.00000,1255.20000,336.90000,918.29990,918.30000,64.50000,908.20000,1208.60000,1120.20000,432.20000,433.20000,2.10000,2.10000
2012-12-31,4050.40000,1308.20000,2742.20000,1891.40000,1899.60000,842.60010,-12.00000,830.60000,261.40000,569.20000,569.20000,18.10000,677.10000,937.60010,842.60010,452.30000,453.80000,1.50000,1.49000
2011-12-31,3982.30000,1279.40000,2702.90000,1791.40000,1820.80000,882.10010,10.00000,892.10000,280.00000,612.10000,612.10000,9.90000,729.70000,999.50010,882.10010,462.90000,464.70000,1.58000,1.57000
2010-12-31,3487.70000,1053.80000,2433.90000,1694.00000,1844.00000,589.89970,243.90000,833.80000,197.00000,636.80000,636.80000,,465.70000,686.59970,589.89970,460.40000,463.20000,1.01000,1.01000
2009-12-31,2627.30000,737.00000,1890.30000,1395.20000,1406.00000,484.30000,-126.80000,357.50000,148.20000,209.30000,209.30000,,322.50000,561.90000,484.30000,417.20000,423.60000,0.77000,0.76000
