,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,4862.80000,1865.40000,2997.40000,283.40000,1038.00000,11.80000,1357.20000,1640.20000,-52.00000,1588.20000,286.20000,1302.00000,1302.00000,1302.00000,2070.30000,1640.20000,251.52700,253.84500,5.18000,5.13000
2021-09-30,5632.30000,1836.50000,3795.80000,276.30000,994.40000,6.70000,1315.50000,2480.30000,-119.20000,2361.10000,491.40000,1869.70000,1869.70000,1871.50000,2887.20000,2480.30000,257.04600,259.70600,7.28000,7.21000
2020-09-30,3776.40000,1548.90000,2227.50000,222.50000,840.30000,-4.70000,1122.50000,1105.00000,-103.10000,1001.90000,-108.60000,1110.50000,1110.50000,1115.20000,1481.00000,1105.00000,262.72700,264.61300,4.24000,4.21000
2019-09-30,3367.30000,2196.40000,1170.90000,232.20000,897.20000,-106.70000,1294.70000,-123.79980,-133.90000,-257.70000,-54.10000,-203.60000,-203.60000,-203.60000,339.30020,-123.79980,269.41300,269.41300,-0.76000,-0.76000
2018-09-30,3217.90000,1521.20000,1696.70000,218.70000,910.70000,,1934.60000,-237.89990,-180.70000,-418.60000,-307.30000,-111.30000,-111.30000,-111.30000,242.40010,-237.89990,275.10500,275.10500,-0.40000,-0.40000
2017-09-30,3058.80000,1437.80000,1621.00000,232.80000,841.90000,899.70000,250.80000,1370.20000,-139.70000,1230.50000,475.00000,755.50000,755.50000,755.50000,1819.40000,1370.20000,279.81100,285.65300,2.70000,2.64000
2016-09-30,2832.70000,1269.40000,1563.30000,232.10000,682.40000,,1014.70000,548.60010,-133.30000,415.30000,84.50000,330.80000,330.80000,330.80000,1014.00000,548.60010,280.21300,286.15600,1.18000,1.16000
2015-09-30,2705.00000,1272.30000,1432.70000,214.90000,624.00000,,977.60000,455.10010,-277.90000,177.20000,45.60000,131.60000,131.60000,131.60000,946.50010,455.10010,280.56600,289.53700,0.47000,0.45000
2014-09-30,2530.70000,1285.20000,1245.50000,203.20000,591.50000,,965.80000,279.70020,-231.60000,48.10000,30.80000,17.30000,17.30000,17.30000,802.90020,279.70020,275.49900,278.36000,0.06000,0.06000
2013-09-30,2492.30000,1330.90000,1161.40000,197.60000,569.80000,-37.40000,2067.60000,-906.20000,-286.70000,-1192.90000,-20.10000,-1172.80000,-1172.80000,-1172.80000,727.20010,-906.20000,268.70400,268.70400,-4.36000,-4.36000
2012-09-30,2002.60000,1008.20000,994.40000,131.00000,542.80000,-107.10000,880.70000,113.70000,-175.40000,-61.70000,11.90000,-73.60000,-73.60000,-73.60000,465.29990,113.70000,264.04100,264.04100,-0.28000,-0.28000
2011-09-30,1789.34900,866.16800,923.18100,116.69600,446.29300,72.51600,548.73600,374.44510,-147.05900,227.38600,70.23600,157.15000,157.15000,157.15000,679.18100,374.44510,261.09900,264.30500,0.60000,0.59000
2010-09-30,1679.55200,942.91400,736.63800,104.30500,395.71400,-31.52000,666.70100,69.93690,-124.92800,-54.99100,7.82200,-62.81300,-62.81300,-62.81300,441.42790,69.93690,258.74300,258.74300,-0.24000,-0.24000
2009-09-30,1637.13400,779.64800,857.48600,102.45300,379.67700,0.00000,2874.16000,-2016.67400,-137.45600,-2154.13000,62.51200,-2216.64200,-2216.64200,-2216.64200,597.27290,-2016.67400,256.54500,256.54500,-8.64000,-8.64000
