,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,21256.50000,17235.80000,4020.69900,2283.00000,-9.10000,2693.90000,1326.80100,-108.00000,1218.80000,269.60000,949.20010,949.20010,,944.60000,2815.40100,1326.80100,259.50000,261.50000,3.64000,3.61000
2021-09-30,18746.10000,15315.80000,3430.30000,2116.40000,-4.10000,2149.10000,1281.20100,-195.30000,1085.90000,243.40000,842.50000,842.50000,,838.30000,2741.20100,1281.20100,265.20000,267.50000,3.16000,3.13000
2020-09-30,17578.80000,14381.60000,3197.20100,2024.90000,16.30000,3453.40000,-256.19730,-266.40000,-522.60000,163.50000,-686.10000,-686.10000,,-690.90000,2564.00300,-256.19730,259.20000,259.20000,-2.67000,-2.67000
2019-09-30,18289.00000,14540.00000,3749.00000,2115.40000,28.20000,2254.60000,1494.40000,-349.70000,1144.70000,276.80000,867.90000,867.90000,,862.80000,3005.60000,1494.40000,256.60000,259.10000,3.36000,3.33000
2018-09-30,16285.10000,12923.10000,3362.00000,1843.20000,-42.00000,2174.80000,1187.19900,-152.40000,1034.80000,-874.50000,1909.30000,1909.30000,,1905.90000,2439.39900,1187.19900,255.50000,259.80000,7.46000,7.34000
2017-09-30,14859.70000,12141.50000,2718.20000,1686.80000,-51.50000,1935.00000,783.20020,74.40000,857.60000,159.00000,698.60000,698.60000,,708.20000,1895.30000,783.20020,252.20000,255.70000,2.81000,2.77000
2016-09-30,14171.80000,11413.20000,2758.60000,1591.20000,,2328.30000,430.29880,-185.70000,244.60000,89.80000,154.80000,154.80000,-544.70000,-396.30000,1572.19900,430.29880,254.00000,257.90000,-1.56000,-1.54000
2015-09-30,11124.80000,8986.50000,2138.30000,1133.50000,,1285.80000,852.50000,-118.30000,734.20000,233.00000,501.20000,501.20000,10.60000,507.10000,1593.30000,852.50000,170.60000,173.30000,2.97000,2.93000
2014-12-31,5631.00000,4465.00000,1166.00000,607.00000,,607.00000,559.00000,-162.00000,397.00000,117.00000,280.00000,280.00000,1.00000,263.00000,929.00000,559.00000,131.58600,133.84800,1.98720,1.96150
2014-09-30,9895.10000,7961.50000,1933.60000,975.70000,,1079.20000,854.39940,-84.10000,770.30000,286.50000,483.80000,483.80000,,479.70000,1438.89900,854.39940,143.60000,146.00000,3.34000,3.29000
2013-12-31,5389.00000,4429.00000,960.00000,638.00000,,638.00000,322.00000,-100.00000,222.00000,-97.00000,319.00000,319.00000,519.00000,839.00000,712.00000,322.00000,138.21600,140.40000,6.07690,5.97440
2013-09-30,9545.40000,7698.90000,1846.50000,954.30000,,1032.30000,814.20020,-103.50000,710.70000,-21.80000,732.50000,732.50000,,727.10000,1366.40000,814.20020,144.00000,146.10000,5.05000,4.98000
2012-12-31,5287.00000,4257.00000,1030.00000,682.00000,,682.00000,348.00000,-138.00000,210.00000,54.00000,156.00000,156.00000,52.00000,205.00000,714.00000,348.00000,135.56400,138.21600,1.51280,1.48720
2011-12-31,5179.00000,4126.00000,1053.00000,669.00000,,669.00000,384.00000,-133.00000,251.00000,70.00000,181.00000,181.00000,69.00000,246.00000,745.00000,384.00000,132.91200,135.79800,1.85900,1.82050
2010-12-31,4946.00000,3986.00000,960.00000,599.00000,,599.00000,361.00000,-162.00000,199.00000,9.00000,190.00000,190.00000,-80.00000,106.00000,721.00000,361.00000,132.83400,134.70600,0.79490,0.79490
2009-12-31,5406.00000,4446.00000,960.00000,755.00000,,755.00000,205.00000,187.00000,392.00000,152.00000,240.00000,240.00000,-15.00000,225.00000,611.00000,205.00000,133.61400,135.09600,1.67950,1.66670
