,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,53282.00000,46614.00000,6668.00000,2258.00000,,2258.00000,4410.00000,-261.00000,4149.00000,900.00000,3249.00000,3249.00000,,3238.00000,5646.00000,4410.00000,360.00000,363.00000,8.99000,8.92000
2021-09-30,47049.00000,40523.00000,6526.00000,2130.00000,,2130.00000,4396.00000,-355.00000,4041.00000,981.00000,3060.00000,3060.00000,,3047.00000,5670.00000,4396.00000,363.00000,365.00000,8.40000,8.34000
2020-09-30,43185.00000,37801.00000,5384.00000,2376.00000,,2376.00000,3008.00000,-344.00000,2664.00000,593.00000,2071.00000,2071.00000,,2061.00000,4248.00000,3008.00000,363.00000,365.00000,5.68000,5.64000
2019-09-30,42405.00000,37383.00000,5022.00000,2252.00000,,2252.00000,2770.00000,-396.00000,2374.00000,381.00000,1993.00000,1993.00000,,1980.00000,3962.00000,2770.00000,363.00000,366.00000,5.45000,5.40000
2018-09-30,40052.00000,34956.00000,5096.00000,2127.00000,,2127.00000,2969.00000,-287.00000,2682.00000,-291.00000,2973.00000,2973.00000,,2970.00000,3912.00000,2969.00000,365.00000,369.00000,8.14000,8.04000
2017-09-30,38260.00000,33198.00000,5062.00000,2141.00000,,2141.00000,2921.00000,-293.00000,2628.00000,850.00000,1778.00000,1778.00000,,1774.00000,3682.00000,2921.00000,366.00000,370.00000,4.85000,4.79000
2016-09-30,36881.00000,32184.00000,4697.00000,1864.00000,,1864.00000,2833.00000,-235.00000,2598.00000,826.00000,1772.00000,1772.00000,,1768.00000,3538.00000,2833.00000,385.00000,390.00000,4.59000,4.53000
2015-09-30,41373.00000,37456.00000,3917.00000,1748.00000,,1748.00000,2169.00000,-248.00000,1921.00000,697.00000,1224.00000,1224.00000,,1220.00000,2880.00000,2169.00000,405.00000,413.00000,3.01000,2.95000
2014-09-30,37580.00000,34895.00000,2685.00000,1255.00000,,1255.00000,1430.00000,-178.00000,1252.00000,396.00000,856.00000,856.00000,,864.00000,1960.00000,1430.00000,354.00000,364.00000,2.44000,2.37000
2013-09-30,34374.00000,32016.00000,2358.00000,983.00000,,983.00000,1375.00000,-118.00000,1257.00000,409.00000,848.00000,848.00000,-70.00000,778.00000,1894.00000,1375.00000,352.00000,367.00000,2.21000,2.12000
2012-09-30,33055.00000,30865.00000,2190.00000,904.00000,,904.00000,1286.00000,-321.00000,965.00000,351.00000,614.00000,614.00000,-38.00000,583.00000,1785.00000,1286.00000,363.00000,370.00000,1.61000,1.58000
2011-09-30,32032.00000,29837.00000,2195.00000,906.00000,,906.00000,1289.00000,-211.00000,1078.00000,340.00000,738.00000,738.00000,-5.00000,750.00000,1795.00000,1289.00000,373.00000,380.00000,2.01000,1.97000
2010-09-30,28430.00000,25916.00000,2514.00000,929.00000,,958.00000,1556.00000,-353.00000,1203.00000,438.00000,765.00000,765.00000,,780.00000,2082.00000,1556.00000,373.00000,379.00000,2.09000,2.06000
2009-09-30,26704.00000,25501.00000,1203.00000,841.00000,-17.00000,1418.00000,-215.00000,-328.00000,-543.00000,7.00000,-550.00000,-550.00000,-1.00000,-547.00000,858.00000,-215.00000,372.00000,372.00000,-1.47000,-1.47000
