,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,13511.30000,8205.00000,5306.30000,1454.30000,7.90000,2914.60000,2391.70000,-560.20000,1831.50000,343.90000,1487.60000,1487.60000,1487.60000,3832.90000,2391.70000,316.50000,317.10000,4.70000,4.69000
2021-12-31,11295.00000,6737.70000,4557.30000,1195.80000,-0.50000,2481.10000,2076.20000,-501.10000,1575.10000,282.80000,1292.30000,1292.30000,1290.40000,3344.40000,2076.20000,318.80000,319.40000,4.05000,4.04000
2020-12-31,10153.60000,6100.50000,4053.10000,1053.00000,-112.20000,2344.00000,1709.10000,-566.40000,1142.70000,173.10000,969.60000,969.60000,967.20000,2867.90000,1709.10000,319.30000,319.80000,3.03000,3.02000
2019-12-31,10299.40000,6298.40000,4001.00000,1091.90000,14.70000,2213.80000,1787.20000,-491.40000,1295.80000,222.00000,1073.80000,1073.80000,1073.30000,2909.60000,1787.20000,321.10000,322.00000,3.34000,3.33000
2018-12-31,10040.90000,6150.00000,3890.90000,1059.50000,44.90000,2155.10000,1735.80100,-414.90000,1320.90000,283.30000,1037.60000,1037.60000,1036.90000,2849.90100,1735.80100,326.90000,328.40000,3.17000,3.16000
2017-12-31,10041.50000,6214.60000,3826.90000,1057.40000,32.70000,2158.40000,1668.50000,-386.40000,1282.10000,3.10000,1279.00000,1279.00000,1278.40000,2784.60000,1668.50000,337.10000,339.00000,3.79000,3.77000
2016-12-31,9387.70000,5764.00000,3623.70000,969.80000,-5.50000,2086.20000,1537.50000,-571.60000,965.90000,352.70000,613.20000,613.20000,612.60000,2607.70000,1537.50000,343.00000,344.40000,1.79000,1.78000
2015-12-31,9115.00000,5518.60000,3596.40000,983.10000,-4.50000,2037.60000,1558.80000,-362.90000,1195.90000,445.50000,750.40000,750.40000,749.90000,2608.80000,1558.80000,349.98400,351.40000,2.14000,2.13000
2014-12-31,8803.30000,5643.10000,3160.20000,918.90000,-21.50000,1927.10000,1233.10000,-347.80000,885.30000,337.40000,547.90000,547.90000,547.60000,2218.00000,1233.10000,356.67300,358.10700,1.54000,1.53000
2013-12-31,8417.20000,5234.70000,3182.50000,853.80000,-155.80000,1972.20000,1210.30000,-359.10000,851.20000,262.10000,589.10000,589.10000,588.90000,2164.30000,1210.30000,362.10000,363.42200,1.63000,1.62000
2012-12-31,8118.30000,5005.70000,3112.60000,820.90000,-33.10000,1792.00000,1320.60000,-496.70000,823.90000,251.80000,572.10000,572.10000,571.80000,2247.50000,1320.60000,366.88300,368.00000,1.56000,1.55000
2011-12-31,8192.90000,4865.10000,3327.80000,825.40000,-28.10000,1775.10000,1552.70000,-646.40000,906.30000,317.40000,588.90000,588.90000,589.20000,2474.30000,1552.70000,375.96100,377.60500,1.57000,1.56000
2010-12-31,8106.60000,4764.80000,3341.80000,858.00000,-19.10000,1802.70000,1539.10000,-662.10000,877.00000,369.50000,507.50000,507.50000,506.50000,2453.30000,1539.10000,382.98500,385.11100,1.32000,1.32000
2009-12-31,8199.10000,4844.20000,3354.89900,880.40000,137.00000,1765.10000,1589.79900,-724.80000,865.00000,368.50000,496.50000,496.50000,495.00000,2548.29900,1589.79900,379.70000,381.00000,1.30000,1.30000
