,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,76555.00000,55535.00000,21020.00000,2813.00000,12781.00000,15594.00000,5426.00000,-4016.00000,1412.00000,476.00000,936.00000,936.00000,-644.00000,-64.00000,8970.00000,5426.00000,1096.00000,1101.00000,-0.06000,-0.05000
2021-12-31,74196.00000,53896.00000,20300.00000,2497.00000,11716.00000,14213.00000,6087.00000,-9769.00000,-3683.00000,-286.00000,-3397.00000,-3396.00000,-3195.00000,-6757.00000,9096.00000,6087.00000,1098.00000,1098.00000,-6.16000,-6.16000
2020-12-31,75833.00000,57871.00000,17962.00000,2565.00000,12628.00000,16070.00000,1892.00000,4078.00000,5970.00000,-487.00000,6457.00000,6457.00000,-911.00000,5230.00000,5356.00000,1892.00000,1094.00000,1095.00000,4.63000,4.63000
2019-12-31,90221.00000,64852.00000,25369.00000,3118.00000,13982.00000,18586.00000,6783.00000,-6837.00000,-54.00000,552.00000,-606.00000,-606.00000,-4306.00000,-5439.00000,10324.00000,6783.00000,1091.00000,1091.00000,-4.99000,-4.99000
2018-12-31,97012.00000,69403.00000,27609.00000,3415.00000,15057.00000,40608.00000,-12999.00000,-7988.00000,-20987.00000,93.00000,-21080.00000,-21080.00000,-1363.00000,-22802.00000,-6417.00000,-12999.00000,1086.37500,1086.37500,-20.96000,-20.96000
2017-12-31,99279.00000,75593.00000,23686.00000,,15317.00000,17867.00000,5819.00000,-17163.00000,-11345.00000,-2808.00000,-8537.00000,-8536.00000,-312.00000,-8920.00000,12013.00000,5819.00000,1085.87500,1085.87500,-8.24000,-8.24000
2016-12-31,119469.00000,87652.00000,31817.00000,,18738.00000,18738.00000,13079.00000,-6047.00000,7031.00000,-1133.00000,8164.00000,8165.00000,-954.00000,6845.00000,20149.00000,13079.00000,1128.12500,1141.25000,6.08000,6.00000
2015-12-31,117386.00000,82693.00000,34693.00000,,20439.00000,20439.00000,14254.00000,-6068.00000,8186.00000,6485.00000,1701.00000,1700.00000,-7495.00000,-6145.00000,19101.00000,14254.00000,1243.00000,1252.00000,-4.96000,-4.88000
2014-12-31,117184.00000,83704.00000,33480.00000,,17963.00000,17963.00000,15517.00000,-5253.00000,10263.00000,773.00000,9490.00000,9490.00000,5855.00000,15233.00000,20470.00000,15517.00000,1255.62500,1265.37500,12.08000,12.00000
2013-12-31,113245.00000,79841.00000,33404.00000,,18773.00000,18773.00000,14631.00000,-5531.00000,9100.00000,1219.00000,7881.00000,7881.00000,5475.00000,13057.00000,19833.00000,14631.00000,1277.75000,1286.12500,10.24000,10.16000
2012-12-31,146684.00000,74310.00000,72374.00000,,35897.00000,35897.00000,36477.00000,-19096.00000,17381.00000,2534.00000,14847.00000,14847.00000,-983.00000,13641.00000,45669.00000,36477.00000,1315.37500,1320.50000,10.32000,10.32000
2011-12-31,146542.00000,68278.00000,78264.00000,,36841.00000,36841.00000,41423.00000,-21264.00000,20159.00000,5745.00000,14414.00000,14414.00000,29.00000,13120.00000,50409.00000,41423.00000,1323.87500,1327.50000,9.92000,9.84000
2010-12-31,149567.00000,71713.00000,77854.00000,,38033.00000,38033.00000,39821.00000,-25634.00000,14187.00000,1039.00000,13148.00000,13148.00000,-969.00000,11344.00000,49607.00000,39821.00000,1332.62500,1334.75000,8.48000,8.48000
2009-12-31,154438.00000,75921.00000,78517.00000,,37354.00000,37354.00000,41163.00000,-31299.00000,9864.00000,-1142.00000,11006.00000,11006.00000,219.00000,10725.00000,51780.00000,41163.00000,1326.75000,1326.87500,8.08000,8.08000
