,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,14189.00000,9683.00000,4506.00000,1047.00000,1898.00000,,3068.00000,1438.00000,359.00000,1797.00000,411.00000,1386.00000,1386.00000,1316.00000,2890.00000,1438.00000,843.00000,857.00000,1.56000,1.54000
2021-12-31,14082.00000,9019.00000,5063.00000,995.00000,1827.00000,,2951.00000,2112.00000,314.00000,2426.00000,491.00000,1935.00000,1935.00000,1079.00000,3593.00000,2112.00000,828.00000,844.00000,1.30000,1.28000
2020-12-31,11303.00000,7772.00000,3531.00000,1154.00000,1747.00000,,3022.00000,509.00000,125.00000,634.00000,111.00000,523.00000,523.00000,414.00000,2029.00000,509.00000,761.00000,772.00000,0.54000,0.54000
2019-12-31,11503.00000,7468.00000,4035.00000,1031.00000,1585.00000,,2729.00000,1306.00000,-90.00000,1216.00000,256.00000,960.00000,960.00000,862.00000,2809.00000,1306.00000,776.00000,899.00000,1.11000,1.07000
2018-12-31,11290.00000,6829.00000,4461.00000,993.00000,1799.00000,,2886.00000,1575.00000,-72.00000,1503.00000,437.00000,1066.00000,1066.00000,968.00000,2868.00000,1575.00000,816.00000,941.00000,1.19000,1.13000
2017-12-31,10116.00000,6096.00000,4020.00000,864.00000,1473.00000,,2412.00000,1608.00000,49.00000,1657.00000,2154.00000,-497.00000,-497.00000,-595.00000,2766.00000,1608.00000,895.00000,895.00000,-0.66000,-0.66000
2016-12-31,9390.00000,5627.00000,3763.00000,736.00000,1462.00000,,2339.00000,1424.00000,2268.00000,3692.00000,-3.00000,3695.00000,3695.00000,3597.00000,2619.00000,1424.00000,1020.00000,1144.00000,3.53000,3.23000
2015-12-31,9111.00000,5458.00000,3653.00000,769.00000,1508.00000,,2331.00000,1322.00000,164.00000,1486.00000,147.00000,1339.00000,1339.00000,1241.00000,2506.00000,1322.00000,1219.00000,1343.00000,1.02000,1.00000
2014-12-31,9715.00000,5663.00000,4052.00000,815.00000,1202.00000,,2121.00000,1931.00000,1637.00000,3568.00000,1096.00000,2472.00000,2472.00000,2378.00000,3131.00000,1931.00000,1305.00000,1427.00000,1.82000,1.73000
2013-12-31,7819.00000,4495.00000,3324.00000,710.00000,1126.00000,-19.00000,1953.00000,1371.00000,1102.00000,2473.00000,512.00000,1961.00000,1961.00000,1961.00000,2373.00000,1371.00000,1452.00000,1462.00000,1.35000,1.34000
2012-12-31,8012.00000,4693.00000,3319.00000,769.00000,1205.00000,-14.00000,2140.00000,1179.00000,796.00000,1975.00000,339.00000,1636.00000,1636.00000,1636.00000,2176.00000,1179.00000,1494.00000,1506.00000,1.10000,1.09000
2011-12-31,7890.00000,4314.00000,3576.00000,668.00000,1028.00000,-24.00000,1864.00000,1712.00000,1519.00000,3231.00000,414.00000,2817.00000,2817.00000,2817.00000,2669.00000,1712.00000,1562.00000,1583.00000,1.80000,1.78000
2010-12-31,6632.00000,3583.00000,3049.00000,603.00000,1015.00000,49.00000,1248.00000,1801.00000,2044.00000,3845.00000,287.00000,3558.00000,3558.00000,3558.00000,2655.00000,1801.00000,1558.00000,1581.00000,2.28000,2.25000
2009-12-31,5395.00000,3302.00000,2093.00000,563.00000,881.00000,-20.00000,1702.00000,391.00000,1543.00000,1934.00000,-74.00000,2008.00000,2008.00000,2008.00000,1183.00000,391.00000,1550.00000,1568.00000,1.30000,1.28000
