,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,282836.00000,126203.00000,156633.00000,39500.00000,42291.00000,,81791.00000,74842.00000,-3514.00000,71328.00000,11356.00000,59972.00000,59972.00000,,59972.00000,90770.00000,74842.00000,13063.00000,14046.00000,4.59000,4.56000
2021-12-31,257637.00000,110939.00000,146698.00000,31562.00000,36422.00000,,67984.00000,78714.00000,12020.00000,90734.00000,14701.00000,76033.00000,76033.00000,,76033.00000,91155.00000,78714.00000,13353.00000,14462.00000,5.69000,5.61000
2020-12-31,182527.00000,84732.00000,97795.00000,27573.00000,28998.00000,,56571.00000,41224.00000,6858.00000,48082.00000,7813.00000,40269.00000,40269.00000,,40269.00000,54921.00000,41224.00000,13616.00000,14665.00000,2.96000,2.93000
2019-12-31,161857.00000,71896.00000,89961.00000,26018.00000,28015.00000,-1697.00000,55730.00000,34231.00000,5394.00000,39625.00000,5282.00000,34343.00000,34343.00000,,34343.00000,46012.00000,34231.00000,13851.92000,14901.66000,2.47950,2.45800
2018-12-31,136819.00000,59549.00000,77270.00000,21419.00000,23256.00000,-5071.00000,49746.00000,27524.00000,7389.00000,34913.00000,4177.00000,30736.00000,30736.00000,,30736.00000,36559.00000,27524.00000,13902.80000,15002.98000,2.21100,2.18500
2017-12-31,110855.00000,45583.00000,65272.00000,16625.00000,19733.00000,-2736.00000,39094.00000,26178.00000,1015.00000,27193.00000,14531.00000,12662.00000,12662.00000,,12662.00000,33093.00000,26178.00000,13858.02000,15014.60000,0.91350,0.90000
2016-12-31,90272.00000,35138.00000,55134.00000,13948.00000,17470.00000,,31418.00000,23716.00000,434.00000,24150.00000,4672.00000,19478.00000,19478.00000,,19478.00000,29860.00000,23716.00000,13755.56000,14951.30000,1.41600,1.39250
2015-12-31,74989.00000,28164.00000,46825.00000,12282.00000,15183.00000,,27465.00000,19360.00000,291.00000,19651.00000,3303.00000,16348.00000,16348.00000,,15826.00000,24423.00000,19360.00000,13692.52000,14893.50000,1.15550,1.14200
2014-12-31,66001.00000,25691.00000,40310.00000,9832.00000,13982.00000,,23814.00000,16496.00000,763.00000,17259.00000,3639.00000,13620.00000,13620.00000,516.00000,14136.00000,21475.00000,16496.00000,13518.70000,14839.96000,1.04550,1.02850
2013-12-31,55519.00000,21993.00000,33526.00000,7137.00000,10986.00000,,18123.00000,15403.00000,496.00000,15899.00000,2739.00000,13160.00000,13160.00000,-427.00000,12733.00000,19342.00000,15403.00000,13313.84000,14739.00000,0.95650,0.93950
2012-12-31,46039.00000,17176.00000,28863.00000,6083.00000,8946.00000,,15029.00000,13834.00000,635.00000,14469.00000,2916.00000,11553.00000,11553.00000,-816.00000,10737.00000,16796.00000,13834.00000,13088.52000,13292.20000,0.82050,0.80800
2011-12-31,37905.00000,13188.00000,24717.00000,5162.00000,7313.00000,-500.00000,12975.00000,11742.00000,584.00000,12326.00000,2589.00000,9737.00000,9737.00000,0.00000,9737.00000,13593.00000,11742.00000,12911.12000,13088.56000,0.75430,0.74400
2010-12-31,29321.00000,10417.00000,18904.00000,3762.00000,4761.00000,,8523.00000,10381.00000,415.00000,10796.00000,2291.00000,8505.00000,8505.00000,0.00000,8505.00000,11777.00000,10381.00000,12748.08000,12930.04000,0.66730,0.65780
2009-12-31,23651.00000,8844.00000,14807.00000,2843.00000,3652.00000,,6495.00000,8312.00000,69.00000,8381.00000,1861.00000,6520.00000,6520.00000,,6520.00000,9836.00000,8312.00000,12648.84000,12776.64000,0.51550,0.51030
