,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-01-31,2673.66400,733.96900,1939.69500,1029.57400,2056.95000,3086.52400,-1146.82900,-173.95400,-1320.78300,18.31400,-1339.09700,-1339.09700,-1339.09700,-761.98690,-1146.82900,161.62800,161.62800,-8.29000,-8.29000
2021-01-31,2229.38500,547.34500,1682.04000,791.02600,1671.20000,2462.22600,-780.18600,-120.86200,-901.04800,6.93200,-907.98000,-907.98000,-907.98000,-445.44810,-780.18600,159.74400,159.74400,-5.68000,-5.68000
2020-01-31,2358.92600,429.78800,1929.13800,619.80000,1596.47500,2216.27500,-287.13700,-44.51400,-331.65100,5.01700,-336.66800,-336.66800,-336.66800,-34.96700,-287.13700,151.94900,151.94900,-2.22000,-2.22000
2019-01-31,1803.01000,344.67600,1458.33400,441.96900,1267.53800,1709.50700,-251.17310,-12.01800,-263.19100,12.38600,-275.57700,-275.57700,-275.57700,-92.85710,-251.17310,145.70700,145.70700,-1.89000,-1.89000
2018-01-31,1309.13200,256.40900,1052.72300,301.11400,937.01900,1238.13300,-185.41000,-3.45100,-188.86100,1.35700,-190.21800,-190.21800,-190.21800,-97.81600,-185.41000,139.86600,139.86600,-1.36000,-1.36000
2017-01-31,943.56400,191.05300,752.51100,295.85000,792.76300,1088.61300,-336.10200,-5.85100,-341.95300,5.50700,-347.46000,-347.46000,-347.46000,-267.17100,-336.10200,133.91000,133.91000,-2.59000,-2.59000
2016-01-31,668.43500,114.12200,554.31300,215.30900,626.92700,842.23600,-287.92300,1.27900,-286.64400,-7.87200,-278.77200,-278.77200,-278.77200,-268.43200,-287.92300,126.74600,126.74600,-2.20000,-2.20000
2015-01-31,450.87500,68.37800,382.49700,150.79000,447.51700,598.30700,-215.81000,0.97000,-214.84000,2.27600,-217.11600,-217.11600,-217.11600,-203.31600,-215.81000,119.77500,119.77500,-1.81000,-1.81000
2014-01-31,302.62300,35.82500,266.79800,75.89500,269.21000,345.10500,-78.30700,-0.69500,-79.00200,0.00600,-79.00800,-79.00800,-79.00800,-71.61500,-78.30700,105.06700,105.06700,-0.75000,-0.75000
2013-01-31,198.94400,21.42400,177.52000,41.85300,157.70000,199.55300,-22.03300,-13.93500,-35.96800,0.71300,-36.68100,-36.68100,-36.68100,-17.35900,-22.03300,80.24600,80.24600,-0.46000,-0.46000
2012-01-31,120.96000,11.60500,109.35500,23.56100,94.48000,118.04100,-8.68600,-2.12800,-10.81400,0.17800,-10.99200,-10.99200,-10.99200,-6.56600,-8.68600,20.64600,20.64600,-0.53000,-0.53000
2011-01-31,66.24500,6.65600,59.58900,14.02500,48.85800,62.88300,-3.29400,-0.38700,-3.68100,0.12500,-3.80600,-3.80600,-3.80600,-2.33600,-3.29400,17.73800,17.73800,-0.21000,-0.21000
2010-01-31,35.00000,3.29000,31.71000,8.47900,30.53400,39.01300,-7.30300,-0.06900,-7.37200,0.07900,-7.45100,-7.45100,-7.45100,-6.36500,-7.30300,14.39200,14.39200,-0.52000,-0.52000
2009-01-31,18.15600,,18.15600,,,,18.15600,,18.15600,,18.15600,-14.75100,-14.77200,18.15600,18.15600,12.91100,12.91100,-1.14000,-1.14000
