,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3616.65400,1383.81900,2232.83500,391.43400,1086.61500,1556.56100,676.27390,-18.27100,658.00300,126.69600,531.30700,523.67200,523.67200,1273.42300,676.27390,159.08900,160.46700,3.29000,3.26000
2021-12-31,3461.22300,1268.95600,2192.26700,335.37200,1014.99100,1409.11900,783.14770,-54.92700,728.22100,62.57100,665.65000,651.64200,651.64200,1399.80500,783.14770,162.66500,165.80400,4.01000,3.93000
2020-12-31,3198.14900,1132.67200,2065.47700,269.31500,1058.29300,1406.94300,658.53420,-42.45200,616.08200,45.92200,570.16000,557.05400,557.05400,1199.74600,658.53420,162.49000,165.21300,3.43000,3.37000
2019-12-31,2893.61700,987.62400,1905.99300,261.36500,1039.97600,1357.07500,548.91770,-16.43700,532.48100,53.35000,479.13100,478.03500,478.03500,1035.44900,548.91770,162.70600,164.57300,2.94000,2.90000
2018-12-31,2714.47400,953.48500,1760.98900,246.16500,1091.42000,1398.49000,362.49930,-19.41000,343.08900,44.71600,298.37300,298.37300,298.37300,838.97730,362.49930,167.31200,169.18800,1.78000,1.76000
2017-12-31,2489.03500,875.83700,1613.19800,222.43400,990.68700,1298.90900,314.28910,-0.09700,314.19200,91.42600,222.76600,222.76600,222.76600,705.44100,314.28910,171.55900,172.71100,1.30000,1.29000
2016-12-31,2347.98800,809.10600,1538.88200,167.62800,867.80100,1072.37200,466.51000,-0.14800,466.36200,145.63500,320.72700,320.72700,320.72700,819.45000,466.51000,174.91700,176.21500,1.83000,1.82000
2015-12-31,2197.44800,725.62000,1471.82800,148.59100,829.25300,1005.67800,466.15000,-9.52600,456.62400,135.21800,321.40600,321.40600,321.40600,784.23800,466.15000,178.39100,180.41500,1.80000,1.78000
2014-12-31,1963.87400,610.94300,1352.93100,125.28600,704.88000,863.41200,489.51900,-9.74300,479.77600,145.82800,333.94800,333.94800,333.94800,752.38810,489.51900,178.27900,181.18600,1.87000,1.84000
2013-12-31,1577.92200,511.08700,1066.83500,93.87900,535.59800,652.86700,413.96790,5.58600,419.55400,126.06700,293.48700,293.48700,293.48700,598.39890,413.96790,178.19600,181.78300,1.65000,1.61000
2012-12-31,1373.94700,529.90000,844.04700,74.74400,433.44800,529.56000,314.48710,7.10400,321.59100,117.60200,203.98900,203.98900,203.98900,518.65000,314.48710,177.90000,181.74900,1.15000,1.12000
2011-12-31,1158.53800,453.70500,704.83300,52.33300,339.89500,414.18390,290.64900,16.54600,307.19500,106.29100,200.90400,200.90400,200.90400,458.52700,290.64900,183.86600,187.55600,1.09000,1.07000
2010-12-31,1023.58600,303.40300,720.18300,54.76600,394.48300,465.90600,254.27700,8.09500,262.37200,91.15200,171.22000,171.22000,171.22000,398.02600,254.27700,177.30900,190.65000,0.97000,0.90000
2009-12-31,859.77300,249.93800,609.83500,43.65800,325.52100,386.35500,223.48000,13.75200,237.23200,91.31900,145.91300,145.91300,145.91300,346.81400,223.48000,171.42500,188.65800,0.85000,0.78000
