,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,17931.00000,9269.00000,8662.00000,3380.00000,2975.00000,6355.00000,2307.00000,-841.00000,1466.00000,374.00000,1092.00000,1092.00000,1096.00000,2307.00000,2307.00000,377.93100,380.55600,2.90000,2.88000
2021-12-31,19536.00000,10092.00000,9444.00000,3914.00000,3879.00000,7793.00000,1651.00000,40.00000,1691.00000,500.00000,1191.00000,1191.00000,1605.00000,5191.00000,1651.00000,344.75000,351.75000,4.49000,4.40000
2020-12-31,16410.00000,8454.00000,7956.00000,2989.00000,2769.00000,5758.00000,2198.00000,1341.00000,3539.00000,623.00000,2916.00000,2916.00000,3444.00000,5679.00000,2198.00000,341.50000,344.50000,10.04000,9.96000
2019-12-31,15429.00000,9028.00000,6401.00000,2635.00000,2860.00000,5495.00000,906.00000,-955.00000,-49.00000,279.00000,-328.00000,-328.00000,296.00000,3659.00000,906.00000,348.34000,348.85000,0.81600,0.80400
2018-12-31,14876.00000,7526.00000,7350.00000,2294.00000,2797.00000,5091.00000,2259.00000,1715.00000,3974.00000,690.00000,3284.00000,3284.00000,4010.00000,4614.00000,2259.00000,348.99000,351.71000,11.44000,11.35000
2017-12-31,13034.00000,6619.00000,6415.00000,1987.00000,2018.00000,4005.00000,2410.00000,860.00000,3270.00000,460.00000,2810.00000,2810.00000,2812.00000,4216.00000,2410.00000,347.25000,349.52000,8.11000,8.06000
2016-12-31,10161.22000,5081.22500,5079.99700,1462.01300,2170.61600,3632.62900,1447.36700,642.39200,2089.76000,419.64500,1670.11500,1670.11500,1675.39500,2646.78500,1447.36700,346.65000,347.57000,4.60000,4.59000
2015-12-31,10247.57000,4238.78900,6008.78400,1570.86700,2636.13900,4207.00600,1801.77800,4049.99600,5851.77400,845.09800,5006.67600,5006.67600,5196.85300,2706.54700,1801.77800,349.21780,350.34470,14.74000,14.69000
2014-12-31,7905.79900,3043.78100,4862.01800,1125.12700,1673.29800,2798.42500,2063.59300,269.28100,2332.87400,359.59900,1973.27500,1973.27500,2125.37200,2703.81100,2063.59300,350.62000,351.98500,6.06200,6.03800
2013-12-31,5276.76000,1895.01300,3381.74700,678.40000,854.60700,1533.00700,1848.74000,164.08100,2012.82100,302.11800,1710.70300,1710.70300,1737.60900,2286.81700,1848.74000,349.86000,350.36000,4.95000,4.94000
2012-12-31,3580.36400,1035.06300,2545.30100,369.95000,401.49200,771.44200,1773.85900,146.72600,1920.58500,252.67000,1667.91500,1667.91500,1678.30800,2017.08800,1773.85900,349.40000,349.80000,4.79000,4.79000
2011-12-31,2247.62000,604.01000,1643.61000,206.83000,262.38000,469.21000,1174.40000,36.04000,1210.42000,184.27000,1026.15000,1055.00000,1026.14000,1311.56000,1174.40000,348.90100,349.96300,3.02000,3.02000
2010-12-31,1171.43000,318.09000,853.34010,106.26000,161.16000,267.42000,585.92000,15.15000,601.05000,79.32000,521.73000,535.47300,521.72000,652.79000,585.92000,348.05400,349.17800,1.54000,1.53000
2009-12-31,651.60000,236.78000,414.82000,61.91000,117.78000,179.69000,235.13000,11.45000,246.57000,29.01000,217.56000,217.60000,217.56000,281.57000,235.13000,347.60000,347.60000,0.62600,0.62600
