,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-03-31,6218.50000,2071.00000,4147.50000,3305.60000,-21.30000,3349.10000,798.39990,-43.80000,754.60000,154.50000,600.10000,600.10000,600.10000,1028.10000,798.39990,73.00000,74.30000,8.22000,8.07000
2021-03-31,4400.80000,1539.40000,2861.40000,2638.50000,-96.00000,2905.00000,-43.60010,-31.20000,-74.80000,46.30000,-121.10000,-121.10000,-121.10000,203.99990,-43.60010,73.50000,73.50000,-1.65000,-1.65000
2020-03-31,6159.80000,2506.50000,3653.30000,3237.50000,-31.60000,3336.30000,316.99950,9.40000,326.40000,-57.90000,384.30000,384.30000,384.30000,586.49950,316.99950,75.80000,77.20000,5.07000,4.98000
2019-03-31,6313.00000,2427.00000,3886.00000,3168.30000,-25.80000,3324.20000,561.80030,20.70000,582.50000,151.60000,430.90000,430.90000,430.90000,843.10030,561.80030,80.60000,81.70000,5.35000,5.27000
2018-03-31,6182.30000,2430.60000,3751.70000,3095.50000,-50.00000,3253.50000,498.19970,-9.00000,489.20000,326.40000,162.80000,162.80000,162.80000,793.39970,498.19970,81.70000,82.50000,1.99000,1.97000
2017-03-31,6652.80000,3001.70000,3651.10000,3171.00000,-253.80000,3743.40000,-92.30030,-12.60000,-104.90000,-5.60000,-99.30000,-99.30000,-99.30000,215.19970,-92.30030,82.70000,82.70000,-1.20000,-1.20000
2016-03-31,7405.20000,3218.50000,4186.70000,3412.50000,-48.80000,3603.90000,582.80030,-31.00000,551.80000,155.40000,396.40000,396.40000,396.40000,892.20030,582.80030,85.20000,85.90000,4.65000,4.62000
2015-03-31,7620.30000,3242.40000,4377.90000,3300.30000,-6.90000,3342.50000,1035.40000,-48.00000,987.40000,285.20000,702.20000,702.20000,702.20000,1329.80000,1035.40000,88.20000,89.10000,7.96000,7.88000
2014-03-31,7450.00000,3140.00000,4310.00000,3142.00000,15.00000,3180.00000,1130.00000,-34.00000,1096.00000,320.00000,776.00000,776.00000,776.00000,1388.00000,1130.00000,90.70000,92.00000,8.55000,8.43000
2013-03-31,6945.00000,2789.00000,4156.00000,2971.00000,-19.00000,3029.00000,1127.00000,-38.00000,1089.00000,339.00000,750.00000,750.00000,750.00000,1360.00000,1127.00000,91.30000,93.70000,8.21000,8.00000
2012-03-31,6860.00000,2862.00000,3998.00000,2916.00000,-2.00000,2959.00000,1039.00000,-24.00000,1015.00000,334.00000,681.00000,681.00000,681.00000,1264.00000,1039.00000,92.70000,95.50000,7.35000,7.13000
2011-03-31,5660.30000,2342.00000,3318.30000,2442.70000,-2.50000,2473.20000,845.10010,-19.70000,825.40000,257.80000,567.60000,567.60000,567.60000,1039.20000,845.10010,96.00000,98.70000,5.91000,5.75000
2010-03-31,4978.90000,2079.80000,2899.10000,2157.00000,-6.60000,2192.20000,706.89990,-17.60000,689.30000,209.80000,479.50000,479.50000,479.50000,888.09990,706.89990,98.90000,101.30000,4.85000,4.73000
2009-03-31,5018.90000,2288.20000,2730.70000,2036.00000,-55.40000,2135.20000,595.50000,-8.00000,587.50000,181.50000,406.00000,406.00000,406.00000,779.90000,595.50000,99.20000,101.30000,4.09000,4.01000
