,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,5429.00000,2330.00000,3099.00000,748.00000,884.00000,2215.00000,-1088.00000,1127.00000,261.00000,866.00000,866.00000,1.00000,780.00000,2466.00000,2215.00000,58.20000,58.20000,13.40000,13.40000
2021-09-30,4798.00000,2285.00000,2513.00000,685.00000,822.00000,1691.00000,-976.00000,715.00000,34.00000,681.00000,681.00000,,607.00000,1929.00000,1691.00000,58.40000,58.40000,10.41000,10.41000
2020-09-30,5103.00000,2456.00000,2647.00000,727.00000,896.00000,1751.00000,-1011.00000,740.00000,87.00000,653.00000,653.00000,47.00000,514.00000,2031.00000,1751.00000,57.30000,57.30000,8.96000,8.96000
2019-09-30,5223.00000,2414.00000,2809.00000,748.00000,883.00000,1926.00000,-863.00000,1063.00000,222.00000,841.00000,841.00000,51.00000,779.00000,2219.00000,1926.00000,56.30000,56.30000,13.84000,13.84000
2018-09-30,3811.00000,1634.00000,2177.00000,450.00000,522.00000,1655.00000,-669.00000,986.00000,24.00000,962.00000,962.00000,-5.00000,901.00000,1803.00000,1655.00000,55.60000,55.60000,16.20000,16.20000
2017-09-30,3504.28600,1519.65900,1984.62700,412.55500,501.78100,1482.84600,-645.41600,837.43000,208.88900,628.54100,628.54100,-31.65400,437.63000,1662.12100,1482.84600,55.53000,55.53000,7.88000,7.88000
2016-09-30,3171.41100,1443.34800,1728.06300,382.85800,460.30300,1267.76000,-499.64400,768.11600,181.70200,586.41410,586.41400,,583.41400,1405.64100,1267.76000,56.15700,56.15700,10.39000,10.39000
2015-09-30,2707.11500,1257.27000,1449.84500,321.62400,375.84300,1074.00200,-437.17800,636.82400,189.61200,447.21200,447.21200,,443.84700,1183.46200,1074.00200,56.60600,56.60600,7.84000,7.84000
2014-09-30,2372.90600,1105.03200,1267.87400,276.44600,340.05400,927.81990,-479.31000,448.51000,141.60000,306.91000,306.91000,,180.28400,1038.14000,927.81990,56.99300,56.99300,3.16000,3.16000
2013-09-30,1924.40000,874.83800,1049.56200,254.46800,300.10700,749.45510,-300.96600,448.48900,145.70000,302.78900,302.78900,,131.54600,834.90310,749.45510,55.08000,55.08000,2.39000,2.39000
2012-09-30,1700.20800,754.49100,945.71700,201.70900,245.94200,699.77500,-211.90600,487.86900,162.90000,324.96900,324.96900,,321.67000,780.54600,699.77500,53.88200,53.88200,5.97000,5.97000
2011-09-30,1206.02100,544.83600,661.18500,133.71100,174.05000,487.13500,-257.71000,229.42500,77.20000,152.22500,152.22500,19.90900,169.32300,557.43700,487.13500,53.33300,53.33300,3.17000,3.17000
2010-09-30,827.65400,354.58800,473.06600,94.91800,109.99700,363.06900,-112.23400,250.83500,87.39000,163.44500,163.44500,0.00000,133.13200,400.81200,363.06900,52.92300,52.92300,2.52000,2.52000
2009-09-30,761.55200,332.20600,429.34600,80.01800,93.94600,335.40000,-84.39800,251.00200,88.10000,162.90200,162.90200,,162.90200,366.17200,335.40000,52.53900,52.53900,3.10000,3.10000
