,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,26974.00000,11618.00000,15356.00000,7339.00000,2440.00000,,11132.00000,4224.00000,-43.00000,4181.00000,-187.00000,4368.00000,4368.00000,4368.00000,5768.00000,4224.00000,2487.00000,2507.00000,1.76000,1.74000
2022-01-31,26914.00000,9439.00000,17475.00000,5268.00000,2166.00000,,7434.00000,10041.00000,-100.00000,9941.00000,189.00000,9752.00000,9752.00000,9752.00000,11215.00000,10041.00000,2496.00000,2535.00000,3.91000,3.85000
2021-01-31,16675.00000,6279.00000,10396.00000,3924.00000,1940.00000,,5864.00000,4532.00000,-123.00000,4409.00000,77.00000,4332.00000,4332.00000,4332.00000,5630.00000,4532.00000,2467.00000,2510.00000,1.76000,1.73000
2020-01-31,10918.00000,4150.00000,6768.00000,2829.00000,1093.00000,,3922.00000,2846.00000,124.00000,2970.00000,174.00000,2796.00000,2796.00000,2796.00000,3227.00000,2846.00000,2439.00000,2472.00000,1.15000,1.13000
2019-01-31,11716.00000,4545.00000,7171.00000,2376.00000,991.00000,,3367.00000,3804.00000,92.00000,3896.00000,-245.00000,4141.00000,4141.00000,4141.00000,4066.00000,3804.00000,2432.00000,2500.00000,1.70250,1.65750
2018-01-31,9714.00000,3892.00000,5822.00000,1797.00000,815.00000,,2612.00000,3210.00000,-14.00000,3196.00000,149.00000,3047.00000,3047.00000,3047.00000,3409.00000,3210.00000,2396.00000,2528.00000,1.27250,1.20500
2017-01-31,6910.00000,2847.00000,4063.00000,1463.00000,663.00000,,2129.00000,1934.00000,-29.00000,1905.00000,239.00000,1666.00000,1666.00000,1666.00000,2121.00000,1934.00000,2164.00000,2596.00000,0.77000,0.64250
2016-01-31,5010.00000,2199.00000,2811.00000,1331.00000,602.00000,,2064.00000,747.00000,-4.00000,743.00000,129.00000,614.00000,614.00000,614.00000,973.00000,747.00000,2172.00000,2276.00000,0.28250,0.27000
2015-01-31,4682.00000,2083.00000,2599.00000,1360.00000,480.00000,,1840.00000,759.00000,-4.00000,755.00000,124.00000,631.00000,631.00000,631.00000,1007.00000,759.00000,2208.00000,2252.00000,0.28500,0.28000
2014-01-31,4130.00000,1862.00000,2268.00000,1336.00000,436.00000,,1772.00000,496.00000,14.00000,510.00000,70.00000,440.00000,440.00000,440.00000,740.00000,496.00000,2352.00000,2380.00000,0.18750,0.18500
2013-01-31,4280.15900,2053.81600,2226.34300,1147.28200,430.82200,,1578.10400,648.23930,13.80000,662.03900,99.50300,562.53600,562.53600,562.53600,874.47420,648.23930,2477.29600,2499.82800,0.22750,0.22500
2012-01-31,3997.93000,1941.41300,2056.51700,1002.60500,405.61300,,1408.21800,648.29880,15.09700,663.39600,82.30600,581.09000,581.09000,581.09000,852.50380,648.29880,2414.58400,2465.48400,0.24000,0.23500
2011-01-31,3543.30900,2134.21900,1409.09000,848.83000,361.51300,57.00000,1153.34300,255.74710,15.42200,271.16900,18.02300,253.14600,253.14600,253.14600,442.73610,255.74710,2300.70800,2354.73600,0.11000,0.10750
2010-01-31,3326.44500,2149.52200,1176.92300,908.85100,367.01700,0.00000,1275.86800,-98.94510,16.65100,-82.29400,-14.30700,-67.98700,-67.98700,-67.98700,97.71890,-98.94510,2198.29600,2198.29600,-0.03000,-0.03000
2009-01-31,3424.85900,2250.59000,1174.26900,855.87900,362.22200,0.00000,1244.96900,-70.70020,27.74600,-42.95400,-12.91300,-30.04100,-30.04100,-30.04100,114.32280,-70.70020,2192.50400,2192.50400,-0.01250,-0.01250
