,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5122.20000,2177.20000,2945.00000,1328.90000,1889.00000,1056.00000,-126.30000,929.70000,229.50000,700.20000,700.20000,,696.20000,1624.60000,1056.00000,122.40000,123.30000,5.69000,5.65000
2021-12-31,4923.90000,1980.90000,2943.00000,1324.60000,1805.00000,1138.00000,-188.80000,949.20000,200.70000,748.50000,748.50000,,744.20000,1627.60000,1138.00000,121.90000,123.60000,6.11000,6.02000
2020-12-31,4127.50000,1737.40000,2390.10000,1322.50000,1713.50000,676.60010,8.60000,685.20000,159.00000,526.20000,526.20000,,520.10000,1075.90000,676.60010,121.50000,122.80000,4.28000,4.24000
2019-12-31,3507.60000,1521.70000,1985.90000,1990.20000,2321.30000,-335.39990,-78.40000,-413.80000,-35.70000,-378.10000,-378.10000,,-384.10000,1.90010,-335.39990,120.90000,122.00000,-3.18000,-3.15000
2018-12-31,3412.10000,1440.40000,1971.70000,1213.30000,1523.70000,448.00000,-77.60000,370.40000,53.40000,317.00000,317.00000,,310.50000,763.90000,448.00000,120.40000,121.40000,2.58000,2.56000
2017-12-31,3362.20000,1210.70000,2151.50000,1032.00000,1319.80000,831.70000,-85.10000,746.60000,148.60000,598.00000,598.00000,,587.30000,1122.60000,831.70000,120.10000,121.50000,4.89000,4.83000
2016-12-31,3144.90000,1113.40000,2031.50000,941.00000,1206.40000,825.09990,-96.90000,728.20000,233.10000,495.10000,495.10000,,488.80000,1093.80000,825.09990,119.30000,121.10000,4.10000,4.04000
2015-12-31,2663.60000,887.40000,1776.20000,884.30000,1082.30000,693.90010,-57.30000,636.60000,201.80000,434.80000,434.80000,,429.10000,893.90010,693.90010,118.70000,120.90000,3.61000,3.55000
2014-12-31,2436.40000,844.70000,1591.70000,751.70000,953.50000,638.20000,-64.00000,574.20000,200.20000,374.00000,374.00000,,367.40000,842.40000,638.20000,121.20000,123.50000,3.03000,2.97000
2013-12-31,2303.90000,787.30000,1516.60000,715.80000,905.40000,611.20000,-80.80000,530.40000,188.90000,341.50000,341.50000,18.40000,351.80000,801.49990,611.20000,121.20000,123.70000,2.90000,2.84000
2012-12-31,2073.00000,759.50000,1313.50000,673.50000,833.50000,480.00000,-48.70000,431.30000,156.00000,275.30000,275.30000,5.50000,272.10000,643.40000,480.00000,119.90000,122.50000,2.27000,2.22000
2011-12-31,1893.20000,703.90000,1189.30000,560.10000,720.70000,468.60000,-62.70000,405.90000,167.10000,238.80000,238.80000,2.90000,232.90000,633.50000,468.60000,121.90000,123.70000,1.91000,1.88000
2010-12-31,1859.50000,759.90000,1099.60000,507.40000,669.60000,430.00000,-54.80000,375.20000,131.90000,243.30000,243.30000,31.50000,266.70000,597.80000,430.00000,124.80000,126.50000,2.14000,2.11000
2009-12-31,1716.00000,718.80000,997.20000,470.20000,615.40000,381.80000,-50.80000,331.00000,106.60000,224.40000,224.40000,16.10000,233.90000,540.60000,381.80000,126.30000,127.90000,1.85000,1.83000
