,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,16498.30000,9461.89900,7036.40100,3233.20000,3233.20100,3803.20100,0.90000,3804.10000,855.20000,2948.90000,2948.90000,,2948.90000,5374.50100,3803.20100,418.80000,421.10000,7.04000,7.00000
2021-06-30,15005.40000,8640.30000,6365.10100,3040.50000,3040.50000,3324.60100,36.60000,3361.20000,762.70000,2598.50000,2598.50000,,2598.50000,4840.10100,3324.60100,426.30000,428.10000,6.10000,6.07000
2020-06-30,14589.80000,8445.10000,6144.70000,3003.00000,3003.00000,3141.70000,40.90000,3182.60000,716.10000,2466.50000,2466.50000,,2466.50000,4586.90000,3141.70000,430.80000,432.70000,5.73000,5.70000
2019-06-30,14110.20000,8021.60000,6088.60100,3064.20000,3064.20000,3024.40000,-18.80000,3005.60000,712.80000,2292.80000,2292.80000,,2292.80000,4357.50000,3024.40000,435.00000,437.60000,5.27000,5.24000
2018-06-30,13274.20000,7757.40000,5516.80000,2959.40000,2959.40000,2557.40000,-274.80000,2282.60000,397.70000,1884.90000,1884.90000,,1884.90000,3843.90000,2557.40000,440.60000,443.30000,4.28000,4.25000
2017-06-30,12372.00000,7244.50000,5127.50000,2773.80000,2773.80000,2353.69900,263.20000,2616.90000,829.10000,1787.80000,1787.80000,,1787.80000,3543.59900,2353.69900,447.80000,450.30000,3.99000,3.97000
2016-06-30,11667.80000,6840.30000,4827.50000,2637.00000,2637.00100,2190.49900,44.20000,2234.70000,741.30000,1493.40000,1493.40000,-0.90000,1492.50000,2573.19900,2190.49900,457.00000,459.10000,3.27000,3.25000
2015-06-30,10938.50000,6427.60000,4510.90000,2496.90000,2496.90000,2014.00000,56.70000,2070.70000,694.20000,1376.50000,1376.50000,76.00000,1452.50000,2392.20000,2014.00000,472.60000,475.80000,3.07000,3.05000
2014-06-30,10226.40000,6041.00000,4185.40000,2370.30000,2370.30000,1815.10100,64.10000,1879.20000,636.60000,1242.60000,1242.60000,273.30000,1515.90000,2176.10100,1815.10100,478.90000,483.10000,3.17000,3.14000
2013-06-30,9442.00000,5574.10000,3867.90000,2200.40000,2243.10000,1624.80000,85.30000,1710.10000,587.90000,1122.20000,1122.20000,283.60000,1405.80000,1955.30000,1624.80000,482.70000,487.10000,2.91000,2.89000
2012-06-30,10595.40000,6203.90000,4391.50000,2452.90000,2452.90100,1938.60000,163.10000,2101.70000,726.50000,1375.20000,1375.20000,13.30000,1388.50000,2317.90000,1938.60000,487.30000,492.20000,2.85000,2.82000
2011-06-30,9833.00000,5708.40000,4124.60000,2314.60000,2314.60000,1810.00000,108.00000,1918.00000,673.00000,1245.00000,1245.00000,9.20000,1254.20000,2178.20000,1810.00000,493.50000,498.30000,2.54000,2.52000
2010-06-30,8927.70000,5029.70000,3898.00000,2127.40000,2127.40000,1770.60000,92.60000,1863.20000,655.90000,1207.30000,1207.30000,4.10000,1211.40000,2137.10000,1770.60000,500.50000,503.70000,2.42000,2.40000
2009-06-30,8838.40000,4822.70000,4015.70000,2190.30000,2190.30000,1825.40000,74.70000,1900.10000,575.00000,1325.10000,1325.10000,7.50000,1332.60000,2191.40000,1825.40000,503.20000,505.80000,2.65000,2.63000
