,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9795.00000,2680.00000,7115.00000,1330.00000,3099.00000,-332.00000,4765.00000,2350.00000,-3951.00000,-1601.00000,-327.00000,-1274.00000,-1274.00000,5.00000,-1269.00000,2792.00000,2350.00000,558.00000,558.00000,-2.27000,-2.27000
2021-12-31,10420.00000,2650.00000,7770.00000,1325.00000,3091.00000,-422.00000,4847.00000,2923.00000,-2525.00000,398.00000,146.00000,252.00000,252.00000,13356.00000,13608.00000,3425.00000,2923.00000,652.00000,663.00000,20.87000,20.54000
2020-12-31,8894.00000,1797.00000,7097.00000,1028.00000,3076.00000,-330.00000,4461.00000,2636.00000,709.00000,3345.00000,858.00000,2487.00000,2487.00000,3180.00000,5667.00000,3219.00000,2636.00000,710.00000,718.00000,7.98000,7.89000
2019-12-31,7429.00000,1585.00000,5844.00000,930.00000,2854.00000,-262.00000,4074.00000,1770.00000,-118.00000,1652.00000,219.00000,1433.00000,1433.00000,353.00000,1786.00000,2370.00000,1770.00000,849.00000,856.00000,2.10000,2.09000
2018-12-31,8650.00000,2023.00000,6627.00000,1051.00000,3555.00000,-247.00000,4875.00000,1752.00000,497.00000,2249.00000,121.00000,2128.00000,2128.00000,402.00000,2530.00000,2387.00000,1752.00000,980.00000,991.00000,2.58000,2.55000
2017-12-31,9927.00000,2221.00000,7706.00000,1224.00000,3908.00000,-272.00000,5442.00000,2264.00000,11.00000,2275.00000,3288.00000,-1013.00000,-1013.00000,-4.00000,-1017.00000,2940.00000,2264.00000,1064.00000,1064.00000,-0.95000,-0.95000
2016-12-31,9298.00000,2004.00000,7294.00000,1114.00000,3590.00000,-231.00000,4969.00000,2325.00000,1326.00000,3651.00000,-3634.00000,7285.00000,7285.00000,-19.00000,7266.00000,3007.00000,2325.00000,1133.00000,1144.00000,6.41000,6.35000
2015-12-31,8592.00000,1771.00000,6821.00000,923.00000,3389.00000,-271.00000,4624.00000,2197.00000,209.00000,2406.00000,459.00000,1947.00000,1947.00000,-222.00000,1725.00000,2884.00000,2197.00000,1208.00000,1220.00000,1.43000,1.42000
2014-12-31,8790.00000,1663.00000,7127.00000,983.00000,3331.00000,-262.00000,4651.00000,2476.00000,39.00000,2515.00000,3380.00000,-865.00000,-865.00000,911.00000,46.00000,3158.00000,2476.00000,1251.00000,1251.00000,0.04000,0.04000
2013-12-31,8257.00000,1492.00000,6765.00000,915.00000,3024.00000,-236.00000,4311.00000,2454.00000,117.00000,2571.00000,504.00000,2067.00000,2067.00000,789.00000,2856.00000,3114.00000,2454.00000,1295.00000,1313.00000,2.20000,2.18000
2012-12-31,14072.00000,4216.00000,9856.00000,1573.00000,4480.00000,-580.00000,6968.00000,2888.00000,196.00000,3084.00000,475.00000,2609.00000,2609.00000,,2609.00000,4088.00000,2888.00000,1292.00000,1313.00000,2.02000,1.99000
2011-12-31,11652.00000,3461.00000,8191.00000,1235.00000,3799.00000,-517.00000,5818.00000,2373.00000,1537.00000,3910.00000,681.00000,3229.00000,3229.00000,,3229.00000,3313.00000,2373.00000,1293.00000,1313.00000,2.50000,2.46000
2010-12-31,9156.00000,2564.00000,6592.00000,908.00000,3048.00000,-392.00000,4538.00000,2054.00000,44.00000,2098.00000,297.00000,1801.00000,1801.00000,,1801.00000,2816.00000,2054.00000,1306.00000,1327.00000,1.38000,1.36000
2009-12-31,8727.36200,2479.76200,6247.60100,803.07000,3304.06600,-382.82500,4790.83400,1456.76600,1422.38500,2879.15100,490.05400,2389.09700,2389.09700,,2389.09700,2267.71200,1456.76600,1289.84800,1304.98100,1.85000,1.83000
