,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,16281.00000,11037.00000,5244.00000,718.00000,1584.00000,,2488.00000,2756.00000,-23.00000,2733.00000,306.00000,2427.00000,2427.00000,1.00000,2428.00000,3541.00000,2756.00000,323.00000,325.00000,7.52000,7.47000
2021-09-30,14923.00000,10036.00000,4887.00000,677.00000,1512.00000,,2453.00000,2434.00000,-56.00000,2378.00000,123.00000,2255.00000,2255.00000,6.00000,2261.00000,3203.00000,2434.00000,330.00000,333.00000,6.85000,6.79000
2020-09-30,12172.00000,8437.00000,3735.00000,613.00000,1392.00000,,3198.00000,537.00000,-13.00000,524.00000,783.00000,-259.00000,-259.00000,18.00000,-241.00000,2148.00000,537.00000,332.00000,332.00000,-0.73000,-0.73000
2019-09-30,13448.00000,9054.00000,4394.00000,644.00000,1490.00000,,2416.00000,1978.00000,-47.00000,1931.00000,-15.00000,1946.00000,1946.00000,-102.00000,1844.00000,2668.00000,1978.00000,338.00000,340.00000,5.46000,5.42000
2018-09-30,13988.00000,9243.00000,4745.00000,680.00000,1594.00000,,2414.00000,2331.00000,-91.00000,2240.00000,-344.00000,2584.00000,2584.00000,-19.00000,2565.00000,2998.00000,2331.00000,350.00000,353.00000,7.33000,7.27000
2017-09-30,12185.00000,8002.00000,4183.00000,611.00000,1543.00000,,2307.00000,1876.00000,-156.00000,1720.00000,180.00000,1540.00000,1540.00000,143.00000,1683.00000,2487.00000,1876.00000,355.00000,358.00000,4.74000,4.70000
2016-09-30,11352.00000,7525.00000,3827.00000,603.00000,1396.00000,,2019.00000,1808.00000,-787.00000,1021.00000,-826.00000,1847.00000,1847.00000,162.00000,2009.00000,2368.00000,1808.00000,366.00000,369.00000,5.49000,5.44000
2015-09-30,12233.00000,8146.00000,4087.00000,627.00000,1504.00000,,2338.00000,1749.00000,-174.00000,1575.00000,337.00000,1238.00000,1238.00000,1182.00000,2420.00000,2365.00000,1749.00000,405.00000,411.00000,5.98000,5.89000
2014-09-30,11973.00000,8001.00000,3972.00000,583.00000,1534.00000,,2167.00000,1805.00000,-45.00000,1760.00000,146.00000,1614.00000,1614.00000,167.00000,1781.00000,2356.00000,1805.00000,410.00000,417.00000,4.34000,4.27000
2013-09-30,11390.00000,7739.00000,3651.00000,590.00000,1440.00000,,2266.00000,1385.00000,-305.00000,1080.00000,-75.00000,1155.00000,1155.00000,122.00000,1276.00000,1921.00000,1385.00000,418.00000,423.00000,3.05000,3.02000
2012-09-30,13282.00000,9236.00000,4046.00000,688.00000,1685.00000,,2528.00000,1518.00000,-103.00000,1415.00000,249.00000,1166.00000,1166.00000,-51.00000,1112.00000,2127.00000,1518.00000,426.00000,430.00000,2.61000,2.59000
2011-09-30,13778.00000,9507.00000,4271.00000,701.00000,1728.00000,,2584.00000,1687.00000,-112.00000,1575.00000,347.00000,1228.00000,1228.00000,22.00000,1245.00000,2251.00000,1687.00000,438.00000,443.00000,2.84000,2.81000
2010-09-30,11681.00000,8038.00000,3643.00000,563.00000,1490.00000,7.00000,2191.00000,1452.00000,42.00000,1494.00000,476.00000,1018.00000,1018.00000,91.00000,1103.00000,1966.00000,1452.00000,453.00000,457.00000,2.43000,2.41000
2009-09-30,10256.00000,7720.00000,2536.00000,536.00000,1408.00000,-144.00000,6010.00000,-3474.00000,-196.00000,-3670.00000,-567.00000,-3103.00000,-3103.00000,-156.00000,-3265.00000,588.00000,-3474.00000,459.00000,459.00000,-7.11000,-7.11000
