,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,31471.00000,12522.00000,18949.00000,1745.00000,8516.00000,,10261.00000,8688.00000,-396.00000,8292.00000,1083.00000,7209.00000,7209.00000,0.00000,7103.00000,10910.00000,8688.00000,725.10000,737.10000,9.80000,9.66000
2021-12-31,29453.00000,11501.00000,17952.00000,1742.00000,8198.00000,-547.00000,10487.00000,7465.00000,133.00000,7598.00000,1251.00000,6347.00000,6347.00000,86.00000,6269.00000,9692.00000,7465.00000,714.60000,736.80000,8.77000,8.61000
2020-12-31,22284.00000,9809.00000,12475.00000,1348.00000,6896.00000,,8244.00000,4231.00000,264.00000,4495.00000,849.00000,3646.00000,3646.00000,0.00000,3510.00000,6463.00000,4231.00000,706.20000,718.70000,4.97000,4.89000
2019-12-31,17911.00000,7927.00000,9984.00000,1126.00000,5589.00000,,6715.00000,3269.00000,36.00000,3305.00000,873.00000,2432.00000,2432.00000,576.00000,2940.00000,4458.00000,3269.00000,715.00000,725.50000,4.11000,4.05000
2018-12-31,17049.00000,7544.00000,9505.00000,1059.00000,5391.00000,,6450.00000,3055.00000,-93.00000,2962.00000,556.00000,2406.00000,2406.00000,245.00000,2651.00000,4233.00000,3055.00000,700.60000,710.20000,3.78000,3.74000
2017-12-31,15518.80000,6947.50000,8571.30000,956.40000,5042.60000,,5999.00000,2572.30000,-29.10000,2543.20000,371.00000,2172.20000,2172.20000,319.90000,2492.10000,3689.20000,2572.30000,695.80000,706.10000,3.58000,3.53000
2016-12-31,16882.40000,7547.80000,9334.60100,975.10000,5624.30000,,6599.40000,2735.20100,-123.90000,2611.30000,457.90000,2153.40000,2153.40000,400.30000,2553.70000,3863.30100,2735.20100,691.20000,699.80000,3.69000,3.65000
2015-12-31,14433.70000,6662.60000,7771.10000,861.40000,4747.50000,,5608.90000,2162.20000,-122.80000,2039.40000,292.70000,1746.70000,1746.70000,1610.70000,3357.40000,3043.00000,2162.20000,698.10000,708.50000,4.81000,4.74000
2014-12-31,12866.90000,6017.40000,6849.50000,769.40000,4035.10000,,4804.50000,2045.00000,41.20000,2086.20000,447.50000,1638.70000,1638.70000,959.70000,2598.40000,2763.10000,2045.00000,702.20000,716.10000,3.70000,3.63000
2013-12-31,18283.10000,8941.10000,9342.00000,1104.40000,5117.10000,,6221.50000,3120.50000,295.80000,3416.30000,825.70000,2590.60000,2590.60000,104.40000,2695.00000,3971.10000,3120.50000,696.00000,711.00000,3.87000,3.80000
2012-12-31,18260.40000,8846.10000,9414.30100,1137.90000,5181.20000,69.90000,6249.20000,3165.10100,-154.30000,3010.80000,711.50000,2299.30000,2299.30000,92.90000,2392.20000,4004.90100,3165.10100,693.40000,713.10000,3.45000,3.36000
2011-12-31,16090.50000,7913.90000,8176.60000,1018.50000,4607.70000,66.80000,5559.40000,2617.19900,-169.40000,2447.80000,512.50000,1935.30000,1935.30000,237.00000,2172.30000,3252.19900,2617.19900,676.20000,701.20000,3.21000,3.11000
2010-12-31,12550.00000,6145.50000,6404.50000,774.00000,3603.70000,22.80000,4354.90000,2049.60000,180.00000,2229.60000,511.40000,1718.20000,1718.20000,74.80000,1793.00000,2437.90000,2049.60000,653.20000,683.30000,2.74000,2.64000
2009-12-31,10516.68000,5446.58400,5070.09700,600.26800,3115.26500,85.11800,3630.41500,1439.68200,-113.62000,1326.06200,239.01800,1087.04400,1087.04400,64.66000,1151.70400,1771.47400,1439.68200,641.53000,671.48400,1.80000,1.73000
