,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,82722.00000,54401.00000,28321.00000,16388.00000,21788.00000,6533.00000,-1248.00000,5285.00000,1732.00000,3553.00000,3553.00000,-48.00000,3145.00000,11696.00000,6533.00000,1822.00000,1827.00000,1.73000,1.72000
2021-09-30,67418.00000,45131.00000,22287.00000,13517.00000,19282.00000,3005.00000,-444.00000,2561.00000,25.00000,2536.00000,2536.00000,-29.00000,1995.00000,8116.00000,3005.00000,1816.00000,1828.00000,1.10000,1.09000
2020-09-30,65388.00000,43880.00000,21508.00000,12369.00000,23449.00000,-1941.00000,198.00000,-1743.00000,699.00000,-2442.00000,-2442.00000,-32.00000,-2864.00000,8357.00000,-1941.00000,1808.00000,1808.00000,-1.58000,-1.58000
2019-09-30,69607.00000,42061.00000,27546.00000,11549.00000,16899.00000,10647.00000,3276.00000,13923.00000,3026.00000,10897.00000,10897.00000,687.00000,11054.00000,14814.00000,10647.00000,1656.00000,1666.00000,6.68000,6.64000
2018-09-30,59434.00000,32726.00000,26708.00000,8860.00000,11904.00000,14804.00000,-75.00000,14729.00000,1663.00000,13066.00000,13066.00000,,12598.00000,17815.00000,14804.00000,1499.00000,1507.00000,8.40000,8.36000
2017-09-30,55137.00000,30306.00000,24831.00000,8176.00000,11056.00000,13775.00000,13.00000,13788.00000,4422.00000,9366.00000,9366.00000,,8980.00000,16557.00000,13775.00000,1568.00000,1578.00000,5.73000,5.69000
2016-09-30,55632.00000,29993.00000,25639.00000,8754.00000,11437.00000,14202.00000,666.00000,14868.00000,5078.00000,9790.00000,9790.00000,,9391.00000,16729.00000,14202.00000,1629.00000,1639.00000,5.76000,5.73000
2015-09-30,52465.00000,28364.00000,24101.00000,8523.00000,10930.00000,13171.00000,697.00000,13868.00000,5016.00000,8852.00000,8852.00000,,8382.00000,15525.00000,13171.00000,1694.00000,1709.00000,4.95000,4.90000
2014-09-30,48813.00000,26420.00000,22393.00000,8565.00000,10993.00000,11400.00000,846.00000,12246.00000,4242.00000,8004.00000,8004.00000,,7501.00000,13688.00000,11400.00000,1740.00000,1759.00000,4.31000,4.26000
2013-09-30,45041.00000,25034.00000,20007.00000,8365.00000,10771.00000,9236.00000,384.00000,9620.00000,2984.00000,6636.00000,6636.00000,,6136.00000,11428.00000,9236.00000,1792.00000,1813.00000,3.42000,3.38000
2012-09-30,42278.00000,23468.00000,18810.00000,7960.00000,10047.00000,8763.00000,497.00000,9260.00000,3087.00000,6173.00000,6173.00000,,5682.00000,10750.00000,8763.00000,1794.00000,1818.00000,3.17000,3.13000
2011-09-30,40893.00000,33112.00000,7781.00000,,55.00000,7726.00000,317.00000,8043.00000,2785.00000,5258.00000,5258.00000,,4807.00000,9567.00000,7726.00000,1878.00000,1909.00000,2.56000,2.52000
2010-09-30,38063.00000,31337.00000,6726.00000,,270.00000,6456.00000,171.00000,6627.00000,2314.00000,4313.00000,4313.00000,,3963.00000,8169.00000,6456.00000,1915.00000,1948.00000,2.07000,2.03000
2009-09-30,36149.00000,30452.00000,5697.00000,,492.00000,5205.00000,453.00000,5658.00000,2049.00000,3609.00000,3609.00000,,3307.00000,6836.00000,5205.00000,1856.00000,1875.00000,1.78000,1.76000
