,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,13205.00000,5688.00000,7517.00000,2148.00000,1066.00000,3.00000,3720.00000,3797.00000,-434.00000,3363.00000,529.00000,2834.00000,2833.00000,,2787.00000,5047.00000,3797.00000,261.87900,264.05300,10.64000,10.55000
2021-12-31,11063.00000,4996.00000,6067.00000,1936.00000,956.00000,,3484.00000,2583.00000,-403.00000,2180.00000,272.00000,1908.00000,1906.00000,,1871.00000,3845.00000,2583.00000,270.68700,275.64600,6.91000,6.79000
2020-12-31,8612.00000,4377.00000,4235.00000,1725.00000,879.00000,114.00000,3817.00000,418.00000,-417.00000,1.00000,-83.00000,84.00000,80.00000,,52.00000,2406.00000,418.00000,279.76300,283.80900,0.19000,0.18000
2019-12-31,8877.00000,4259.00000,4618.00000,1643.00000,924.00000,25.00000,3977.00000,641.00000,-350.00000,291.00000,20.00000,271.00000,272.00000,,243.00000,2688.00000,641.00000,282.05600,285.91100,0.86000,0.85000
2018-12-31,9407.00000,4556.00000,4851.00000,1700.00000,993.00000,2001.00000,2141.00000,2710.00000,-335.00000,2375.00000,176.00000,2199.00000,2258.00000,,2208.00000,4697.00000,2710.00000,325.78100,328.60600,6.78000,6.72000
2017-12-31,9256.00000,4637.00000,4619.00000,1554.00000,1090.00000,1575.00000,2517.00000,2102.00000,-366.00000,1736.00000,-483.00000,2219.00000,2272.00000,,2215.00000,4275.00000,2102.00000,338.64600,345.80200,6.54000,6.41000
2016-12-31,9498.00000,5429.00000,4069.00000,1560.00000,1141.00000,9.00000,4219.00000,-150.00000,-453.00000,-603.00000,-851.00000,248.00000,259.00000,,200.00000,2055.00000,-150.00000,338.47700,347.60700,0.59000,0.58000
2015-12-31,6101.00000,3314.00000,2787.00000,890.00000,922.00000,1263.00000,772.00000,2015.00000,-529.00000,1486.00000,-104.00000,1590.00000,1599.00000,,1526.00000,2532.00000,2015.00000,239.76400,250.11600,6.36000,6.10000
2014-12-31,5647.00000,3007.00000,2640.00000,763.00000,686.00000,10.00000,1591.00000,1049.00000,-410.00000,639.00000,40.00000,599.00000,607.00000,,539.00000,1454.00000,1049.00000,237.95400,248.60900,2.27000,2.17000
2013-12-31,4815.00000,2638.00000,2177.00000,639.00000,664.00000,9.00000,1526.00000,651.00000,-274.00000,377.00000,20.00000,357.00000,415.00000,,348.00000,1165.00000,651.00000,248.52600,255.05000,1.40000,1.36000
2012-12-31,4358.00000,2370.00000,1988.00000,628.00000,977.00000,29.00000,1576.00000,412.00000,-437.00000,-25.00000,1.00000,-26.00000,-53.00000,1.00000,-115.00000,945.00000,412.00000,248.06400,248.06400,-0.46000,-0.46000
2011-12-31,4194.00000,2288.00000,1906.00000,635.00000,918.00000,4.00000,1549.00000,357.00000,-257.00000,100.00000,21.00000,79.00000,2.00000,434.00000,390.00000,948.00000,357.00000,248.81200,248.81200,1.57000,1.57000
2010-12-31,4402.00000,2579.00000,1823.00000,568.00000,966.00000,-16.00000,1550.00000,273.00000,-628.00000,-355.00000,24.00000,-379.00000,-465.00000,59.00000,-456.00000,957.00000,273.00000,229.28000,229.28000,-1.99000,-1.99000
2009-12-31,3519.00000,2621.00000,898.00000,764.00000,1052.00000,-13.00000,1829.00000,-931.00000,682.00000,-249.00000,10.00000,-259.00000,-185.00000,32.00000,-167.00000,-113.00000,-931.00000,215.25200,215.25200,-0.78000,-0.78000
