,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,14204.72000,9232.51300,4972.20400,3194.19900,3537.25700,1434.94300,-30.63300,1404.31000,315.59800,1088.71200,1088.71200,1088.71200,1778.00500,1434.94300,111.33600,112.14900,9.78000,9.71000
2021-12-31,12731.11000,8253.95200,4477.15300,2900.29700,3170.45800,1306.69800,-26.61000,1280.08800,282.97400,997.11400,997.11400,997.11400,1576.85600,1306.69800,114.79400,115.82400,8.69000,8.61000
2020-12-31,10620.35000,6858.80300,3761.54800,2478.52400,2764.62100,996.92770,-28.78100,968.14700,219.18900,748.95800,748.95800,748.95800,1214.05200,996.92770,116.37000,117.43600,6.44000,6.38000
2019-12-31,8351.93100,5480.16100,2871.77000,1932.57200,2128.55000,743.21970,-19.84300,723.37700,161.02300,562.35400,562.35400,562.35400,939.19780,743.21970,119.72700,120.74300,4.70000,4.66000
2018-12-31,7911.04600,5208.51800,2702.52800,1823.44000,2000.79100,701.73680,-18.35200,683.38500,151.02800,532.35700,532.35700,532.35700,879.08780,701.73680,122.65100,123.47100,4.34000,4.31000
2017-12-31,7256.38200,4764.41700,2491.96500,1639.74900,1805.58300,686.38180,-13.85900,672.52300,249.92400,422.59900,422.59900,422.59900,852.21580,686.38180,127.58800,128.20400,3.31000,3.30000
2016-12-31,6779.57900,4454.37700,2325.20200,1488.16400,1631.12200,694.08010,-5.81000,688.27000,251.15000,437.12000,437.12000,437.12000,837.03810,694.08010,132.90500,133.81300,3.29000,3.27000
2015-12-31,6226.50700,4083.33300,2143.17400,1369.09700,1492.66600,650.50780,-2.89100,647.61700,237.22200,410.39500,410.39500,410.39500,774.07680,650.50780,135.58200,136.84500,3.03000,3.00000
2014-12-31,5711.71500,3761.30000,1950.41500,1246.30800,1360.94300,589.47170,-1.88500,587.58700,216.70200,370.88500,370.88500,370.88500,704.10670,589.47170,137.76900,139.43500,2.69000,2.66000
2013-12-31,5164.78400,3411.17500,1753.60900,1138.93400,1238.95900,514.65040,-0.55700,514.09300,185.85900,328.23400,328.23400,328.23400,614.67540,514.65040,139.41500,141.72300,2.35000,2.32000
2012-12-31,4664.12000,3098.06600,1566.05400,1040.28700,1129.26200,436.79200,-1.05500,435.73700,159.28000,276.45700,276.45700,276.45700,525.76700,436.79200,142.18400,145.51400,1.94000,1.90000
2011-12-31,4232.74300,2825.87100,1406.87200,973.82200,1054.16900,352.70310,-2.08700,350.61600,127.87600,222.74000,222.74000,222.74000,433.05010,352.70310,143.55400,147.84200,1.55000,1.51000
2010-12-31,3638.33600,2434.67100,1203.66500,867.64400,937.44100,266.22410,-1.28400,264.94000,96.96800,167.97200,167.97200,167.97200,336.02110,266.22410,145.19400,149.37200,1.15500,1.12500
2009-12-31,3206.93700,2165.04800,1041.88900,784.06600,850.32400,191.56490,-1.64400,189.92100,70.17600,119.74500,119.74500,119.74500,257.82290,191.56490,143.96200,146.59400,0.83000,0.81500
