,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,9211.88300,3592.44100,5619.44200,1105.25400,860.00700,1965.26100,3654.18100,-164.94400,3489.23700,167.17700,3322.06000,3322.06000,3321.80700,4017.52500,3654.18100,150.49400,151.55500,22.07000,21.92000
2021-06-30,6918.73400,2772.16500,4146.56900,928.48700,729.60200,1658.08900,2488.48000,-128.02600,2360.45400,283.10100,2077.35300,2077.35300,2078.29200,2821.81500,2488.48000,154.08600,155.43700,13.49000,13.37000
2020-06-30,5806.42400,2449.56100,3356.86300,863.86400,734.14900,1854.66200,1502.20100,-185.49000,1316.71100,101.68600,1215.02500,1215.02500,1216.78500,2106.89900,1502.20100,156.79700,158.00500,7.76000,7.70000
2019-06-30,4568.90400,1869.37700,2699.52700,711.03000,599.12400,1310.15400,1389.37300,-93.14200,1296.23100,121.21400,1175.01700,1175.01700,1175.61700,1622.59700,1389.37300,156.05300,156.94900,7.53000,7.49000
2018-06-30,4036.70100,1446.04100,2590.66000,608.53100,442.30400,1050.83500,1539.82500,-83.89400,1455.93100,653.66600,802.26500,802.26500,802.26500,1602.50900,1539.82500,156.34600,157.37800,5.13000,5.10000
2017-06-30,3480.01400,1286.21500,2193.79900,526.68800,388.21100,914.89900,1278.90000,-105.65400,1173.24600,247.17000,926.07600,926.07600,926.07600,1336.73600,1278.90000,156.46800,157.48100,5.92000,5.88000
2016-06-30,2984.49300,1163.39100,1821.10200,481.25800,379.39900,860.65700,960.44510,-102.25300,858.19200,153.77000,704.42200,704.42200,704.42200,1027.37700,960.44510,155.86900,156.77900,4.52000,4.49000
2015-06-30,2814.04900,1215.22900,1598.82000,530.61600,406.86400,937.48000,661.34010,-227.20900,434.13100,67.97300,366.15800,366.15800,366.15800,741.87610,661.34010,162.28200,163.70100,2.26000,2.24000
2014-06-30,2929.40800,1232.96200,1696.44600,539.46900,384.90700,924.37600,772.06980,-37.60900,734.46100,151.70600,582.75500,582.75500,582.75500,855.14180,772.06980,166.01600,168.11800,3.51000,3.47000
2013-06-30,2842.78100,1237.45200,1605.32900,487.83200,387.81200,875.64400,729.68480,-39.06400,690.62100,147.47200,543.14900,543.14900,543.14900,817.21880,729.68480,166.08900,169.26000,3.27000,3.21000
2012-06-30,3171.94400,1330.01600,1841.92800,452.93700,372.66600,825.60300,1016.32500,-42.23100,974.09400,218.07900,756.01500,756.01500,756.01500,1108.45800,1016.32500,166.79500,170.14700,4.53000,4.44000
2011-06-30,3175.16700,1259.24300,1915.92400,386.16300,369.43100,755.59400,1160.33000,-50.26400,1110.06600,315.57800,794.48800,794.48800,794.48800,1246.37400,1160.33000,167.26100,170.35200,4.75000,4.66000
2010-06-30,1820.76000,815.66200,1005.09800,329.56000,361.37200,690.93200,314.16600,-22.98500,291.18100,78.88100,212.30000,212.30000,212.30000,416.66300,314.16600,170.65200,173.03400,1.24000,1.23000
2009-06-30,1520.21600,864.82400,655.39200,371.46300,415.12600,1233.33300,-577.94100,-24.59000,-602.53100,-79.16300,-523.36800,-523.36800,-523.36800,10.52700,-577.94100,170.25300,170.25300,-3.07000,-3.07000
