,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,6939.90000,2019.50000,4920.40000,406.00000,2761.70000,-33.80000,4224.10000,696.30030,-292.80000,403.50000,112.30000,291.20000,291.20000,-58.80000,231.40000,1915.50000,696.30030,209.60000,210.30000,1.10000,1.10000
2021-12-31,7836.20000,2341.00000,5495.20000,497.20000,3323.90000,-53.10000,4715.10000,780.10060,-361.70000,418.40000,16.30000,402.10000,402.10000,,401.60000,1863.80100,780.10060,208.60000,210.40000,1.93000,1.91000
2020-12-31,7024.50000,2128.30000,4896.20000,372.00000,3177.80000,-50.90000,4984.00000,-87.80030,-186.60000,-274.40000,-137.00000,-137.40000,-137.40000,,-138.90000,1589.90000,-87.80030,207.00000,207.00000,-0.67000,-0.67000
2019-12-31,7982.20000,2252.60000,5729.60000,449.30000,3343.80000,-82.40000,4592.10000,1137.50000,-231.70000,905.80000,-225.70000,1131.50000,1131.50000,,1131.60000,2213.70000,1137.50000,205.10000,206.70000,5.52000,5.47000
2018-12-31,7932.90000,2271.90000,5661.00000,391.70000,3379.30000,-146.90000,5627.20000,33.79980,-304.90000,-271.10000,108.20000,-379.30000,-379.30000,,-379.20000,2054.00000,33.79980,203.50000,203.50000,-1.86000,-1.86000
2017-12-31,7803.30000,2132.90000,5670.40000,369.90000,3104.70000,-181.30000,4871.09900,799.30080,-334.70000,464.60000,-1348.80000,1813.40000,1813.40000,,1813.80000,2193.50100,799.30080,201.90000,203.70000,8.98000,8.90000
2016-12-31,7668.40000,2381.80000,5286.60000,365.60000,2944.60000,-53.40000,4465.50000,821.10010,-421.50000,399.60000,95.00000,304.60000,304.60000,,305.90000,1891.50000,821.10010,200.00000,202.40000,1.53000,1.51000
2015-12-31,5997.80000,1800.60000,4197.20000,268.80000,2284.20000,-839.50000,3729.90000,467.29980,-314.10000,153.20000,7.00000,146.20000,146.20000,,147.00000,1179.70000,467.29980,187.40000,189.80000,0.78000,0.77000
2014-12-31,4673.30000,1242.80000,3430.50000,187.40000,1750.70000,-362.60000,2393.20000,1037.30000,-97.90000,939.40000,220.20000,719.20000,719.20000,,720.30000,1413.10000,1037.30000,169.00000,171.70000,4.26000,4.20000
2013-12-31,4623.40000,1266.70000,3356.70000,203.00000,1749.30000,-257.30000,2288.10000,1068.60000,-60.50000,1008.10000,229.50000,778.60000,778.60000,,780.40000,1427.10000,1068.60000,169.60000,171.80000,4.60000,4.54000
2012-12-31,4471.70000,1125.20000,3346.50000,225.60000,1807.10000,-170.40000,2299.10000,1047.40000,-57.30000,990.10000,237.20000,752.90000,752.90000,,755.00000,1506.50000,1047.40000,174.90000,176.00000,4.32000,4.29000
2011-12-31,4451.80000,1122.00000,3329.80000,238.40000,1834.30000,-233.00000,2305.70000,1024.10000,-45.20000,978.90000,218.90000,760.00000,760.00000,,760.80000,1384.00000,1024.10000,187.60000,188.70000,4.05000,4.03000
2010-12-31,4220.20000,1012.20000,3208.00000,218.50000,1759.10000,-109.70000,2291.30000,916.70040,-56.50000,860.20000,263.30000,596.90000,596.90000,,596.90000,1460.90000,916.70040,200.00000,201.10000,2.98000,2.97000
2009-12-31,4095.40000,990.70000,3104.70000,205.70000,1729.00000,-78.20000,2085.90000,1018.80000,-20.60000,998.20000,280.80000,717.40000,717.40000,,717.40000,1429.20000,1018.80000,215.00000,215.80000,3.34000,3.32000
