,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,21156.00000,16756.00000,4400.00000,,2510.00000,,3215.00000,1185.00000,-1163.00000,22.00000,600.00000,-578.00000,-578.00000,,-601.00000,2246.00000,1185.00000,987.00000,987.00000,-0.61000,-0.61000
2021-12-31,20502.00000,16453.00000,4049.00000,,2470.00000,,2739.00000,1310.00000,-882.00000,428.00000,758.00000,-330.00000,-330.00000,,-219.00000,2415.00000,1310.00000,824.00000,824.00000,-0.27000,-0.27000
2020-12-31,20705.00000,17506.00000,3199.00000,,2404.00000,,19177.00000,-15978.00000,776.00000,-15202.00000,559.00000,-15761.00000,-15761.00000,,-9940.00000,112.00000,-15978.00000,675.00000,675.00000,-14.73000,-14.73000
2019-12-31,23838.00000,19406.00000,4432.00000,,2832.00000,,3358.00000,1074.00000,-321.00000,753.00000,482.00000,271.00000,271.00000,,128.00000,2492.00000,1074.00000,555.00000,557.00000,0.23000,0.23000
2018-12-31,22877.00000,18891.00000,3986.00000,,2699.00000,,3285.00000,701.00000,-21.00000,680.00000,258.00000,422.00000,283.00000,,195.00000,2187.00000,701.00000,427.00000,429.00000,0.46000,0.45000
2017-12-31,17179.00000,14143.00000,3036.00000,,2535.00000,,3320.00000,-284.00000,-51.00000,-335.00000,,-335.00000,-346.00000,-45.00000,-103.00000,819.00000,-284.00000,427.00000,427.00000,-0.24000,-0.24000
2016-12-31,13082.00000,10150.00000,2932.00000,,1926.00000,-516.00000,2475.00000,457.00000,-99.00000,358.00000,173.00000,185.00000,185.00000,,,1007.00000,457.00000,,,,0.00000
2015-12-31,16688.00000,12193.00000,4495.00000,,2115.00000,,4633.00000,-138.00000,-20.00000,-158.00000,473.00000,-631.00000,-631.00000,,,2472.00000,-138.00000,,,,0.00000
2014-12-31,24551.00000,19746.00000,4805.00000,613.00000,1333.00000,,1946.00000,2859.00000,-232.00000,2627.00000,896.00000,1731.00000,1731.00000,,1719.00000,4673.00000,2859.00000,437.00000,439.00000,3.93000,3.92000
2013-12-31,22364.00000,18553.00000,3811.00000,556.00000,1306.00000,,1862.00000,1949.00000,-234.00000,1715.00000,612.00000,1103.00000,1103.00000,,1096.00000,3647.00000,1949.00000,443.00000,444.00000,2.47000,2.47000
2012-12-31,21361.00000,17356.00000,4005.00000,497.00000,1316.00000,,1813.00000,2192.00000,-210.00000,1982.00000,665.00000,1317.00000,1317.00000,,1311.00000,3760.00000,2192.00000,440.00000,441.00000,2.98000,2.97000
2011-12-31,19831.00000,15264.00000,4567.00000,462.00000,1190.00000,-315.00000,1967.00000,2600.00000,-261.00000,2339.00000,596.00000,1743.00000,1743.00000,,1739.00000,3921.00000,2600.00000,436.00000,438.00000,3.99000,3.97000
2010-12-31,14414.00000,11184.00000,3230.00000,429.00000,1250.00000,,1813.00000,1417.00000,-135.00000,1282.00000,463.00000,819.00000,819.00000,,812.00000,2486.00000,1417.00000,394.00000,395.00000,2.06000,2.06000
2009-12-31,9664.00000,7397.00000,2267.00000,397.00000,1120.00000,,1535.00000,732.00000,-121.00000,611.00000,190.00000,421.00000,421.00000,,421.00000,1443.00000,732.00000,310.00000,311.00000,1.36000,1.36000
