,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3155.04500,1287.89400,1867.15100,440.59100,558.10300,,1035.21200,831.93870,8.44600,840.38500,124.88400,715.50100,715.50100,,715.50100,942.61370,831.93870,158.43400,169.73400,4.52000,4.22000
2021-12-31,3702.88100,1496.22500,2206.65600,427.60900,547.55900,,1005.93600,1200.72000,-39.76500,1160.95500,146.36600,1014.58900,1014.58900,,1014.58900,1326.20500,1200.72000,164.96000,183.62500,6.15000,5.53000
2020-12-31,3121.46900,1335.72800,1785.74100,374.96400,464.76900,,857.33400,928.40700,-27.39200,901.01500,116.86800,784.14700,784.14700,,784.14700,1055.15000,928.40700,166.12000,183.04200,4.72000,4.28000
2019-12-31,2294.96500,955.13600,1339.82900,322.82400,437.08400,,786.17500,553.65420,-27.88200,525.77200,58.30400,467.46800,467.46800,,467.46800,674.30920,553.65420,170.42500,179.45900,2.74000,2.60000
2018-12-31,2100.80200,880.40800,1220.39400,301.50500,390.66900,,746.59700,473.79700,-5.99600,467.80100,16.02200,451.77900,451.77900,,451.77900,587.02100,473.79700,187.67200,192.60500,2.41000,2.35000
2017-12-31,2136.60600,915.15300,1221.45300,307.30500,348.91300,,696.11000,525.34290,-0.93100,524.41200,266.72000,257.69200,257.69200,,257.69200,633.41790,525.34290,198.06900,201.64100,1.30000,1.28000
2016-12-31,1753.25000,794.64200,958.60800,292.15900,316.54400,-83.33900,1021.57800,-62.97000,7.91000,-55.06000,-11.63900,-43.42100,-43.42100,,-43.42100,311.98500,-62.97000,202.57800,202.57800,-0.21000,-0.21000
2015-12-31,1639.57800,723.93500,915.64300,292.25000,306.31300,,672.67400,242.96900,10.15500,253.12400,46.64700,206.47700,206.47700,,206.47700,383.74200,242.96900,211.54400,213.32100,0.98000,0.97000
2014-12-31,1647.82400,769.01600,878.80800,291.63900,319.71300,,782.38500,96.42300,-1.04700,95.37600,14.10400,81.27200,81.27200,,81.27200,347.86400,96.42300,202.90800,222.55000,0.40000,0.37000
2013-12-31,1427.93300,619.13200,808.80100,264.05500,279.56000,,618.14200,190.65890,11.26300,201.92200,36.97500,164.94700,164.94700,,164.94700,341.34590,190.65890,190.77200,235.59900,0.86000,0.70000
2012-12-31,1656.75000,770.71300,886.03700,255.86600,277.01600,,598.66900,287.36790,-21.39200,265.97600,48.92700,217.04900,217.04900,,217.04900,432.88190,287.36790,186.87800,230.24600,1.16000,0.94000
2011-12-31,1429.06100,717.23800,711.82310,201.02400,232.09300,,480.32500,231.49800,-17.07700,214.42100,-129.53600,343.95700,343.95700,25.91600,369.87300,338.17900,231.49800,184.68300,226.82000,2.00000,1.63000
2010-12-31,1566.16200,708.57900,857.58300,191.86300,225.33300,,442.64600,414.93700,-18.59000,396.34700,16.65500,379.69200,379.69200,5.12800,384.82000,508.45300,414.93700,179.92400,226.80700,2.14000,1.75000
2009-12-31,777.42500,477.97900,299.44600,161.34200,195.35300,,424.30000,-124.85400,-19.03000,-143.88400,-8.52100,-135.36300,-135.36300,1.52600,-133.83700,-20.44300,-124.85400,173.60400,173.60400,-0.77000,-0.77000
