,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,100330.00000,34344.00000,65986.00000,11428.00000,13677.00000,31042.00000,34944.00000,-217.00000,34729.00000,3328.00000,31401.00000,31401.00000,6.00000,31372.00000,40008.00000,34944.00000,5608.00000,5733.00000,5.59000,5.47000
2021-12-31,81288.00000,30821.00000,50467.00000,10360.00000,12703.00000,31034.00000,19433.00000,4878.00000,24311.00000,1852.00000,22459.00000,22459.00000,-434.00000,21979.00000,24624.00000,19433.00000,5601.00000,5708.00000,3.92000,3.85000
2020-12-31,41651.00000,8484.00000,33167.00000,8709.00000,11597.00000,24917.00000,8250.00000,-1213.00000,7036.00000,370.00000,6666.00000,6666.00000,2529.00000,9159.00000,12931.00000,8250.00000,5555.00000,5632.00000,1.65000,1.63000
2019-12-31,40905.00000,8054.00000,32851.00000,8385.00000,12726.00000,26141.00000,6710.00000,4610.00000,11321.00000,583.00000,10738.00000,10738.00000,5318.00000,16026.00000,12465.00000,6710.00000,5569.00000,5675.00000,2.88000,2.82000
2018-12-31,40825.00000,8987.00000,31838.00000,7760.00000,12612.00000,26166.00000,5672.00000,-2077.00000,3594.00000,-266.00000,3860.00000,3861.00000,7328.00000,11153.00000,11822.00000,5672.00000,5872.00000,5977.00000,1.90000,1.87000
2017-12-31,52546.00000,11228.00000,41318.00000,7683.00000,14804.00000,27596.00000,13722.00000,-1416.00000,12305.00000,-9049.00000,21354.00000,21353.00000,2.00000,21308.00000,19991.00000,13722.00000,5970.00000,6058.00000,3.57000,3.52000
2016-12-31,52824.00000,12322.00000,40502.00000,7892.00000,14844.00000,28357.00000,12145.00000,-3794.00000,8351.00000,1123.00000,7228.00000,7229.00000,16.00000,7215.00000,17902.00000,12145.00000,6089.00000,6159.00000,1.18000,1.17000
2015-12-31,48851.00000,9648.00000,39203.00000,7690.00000,14809.00000,27379.00000,11824.00000,-2860.00000,8965.00000,1990.00000,6975.00000,6975.00000,11.00000,6960.00000,16981.00000,11824.00000,6176.00000,6257.00000,1.13000,1.11000
2014-12-31,49605.00000,9577.00000,40028.00000,8393.00000,14097.00000,26779.00000,13249.00000,-1009.00000,12240.00000,3120.00000,9120.00000,9119.00000,48.00000,9135.00000,18786.00000,13249.00000,6346.00000,6424.00000,1.44000,1.42000
2013-12-31,51584.00000,9586.00000,41998.00000,6678.00000,14355.00000,26814.00000,15184.00000,532.00000,15716.00000,4306.00000,11410.00000,11410.00000,10662.00000,22003.00000,21594.00000,15184.00000,6813.00000,6895.00000,3.23000,3.19000
2012-12-31,54657.00000,9821.00000,44836.00000,7482.00000,15171.00000,29572.00000,15264.00000,-4022.00000,11242.00000,2221.00000,9021.00000,9021.00000,5577.00000,14570.00000,22919.00000,15264.00000,7442.00000,7508.00000,1.96000,1.94000
2011-12-31,61035.00000,12500.00000,48535.00000,8681.00000,17581.00000,34568.00000,13967.00000,-2486.00000,11481.00000,3621.00000,7860.00000,7860.00000,2189.00000,10009.00000,22993.00000,13967.00000,7817.00000,7870.00000,1.28000,1.27000
2010-12-31,65165.00000,14788.00000,50377.00000,9483.00000,18973.00000,36965.00000,13412.00000,-3941.00000,9471.00000,1153.00000,8318.00000,8318.00000,-30.00000,8257.00000,21811.00000,13412.00000,8036.00000,8074.00000,1.03000,1.02000
2009-12-31,49269.00000,8459.00000,40810.00000,7824.00000,14752.00000,29851.00000,10959.00000,-285.00000,10674.00000,2145.00000,8529.00000,8529.00000,114.00000,8635.00000,15716.00000,10959.00000,7007.00000,7045.00000,1.23000,1.23000
