,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,198270.00000,62650.00000,135620.00000,24512.00000,27725.00000,52237.00000,83383.00000,333.00000,83716.00000,10978.00000,72738.00000,72738.00000,72738.00000,97843.00000,83383.00000,7496.00000,7540.00000,9.70000,9.65000
2021-06-30,168088.00000,52232.00000,115856.00000,20716.00000,25224.00000,45940.00000,69916.00000,1186.00000,71102.00000,9831.00000,61271.00000,61271.00000,61271.00000,81602.00000,69916.00000,7547.00000,7608.00000,8.12000,8.05000
2020-06-30,143015.00000,46078.00000,96937.00000,19269.00000,24709.00000,43978.00000,52959.00000,77.00000,53036.00000,8755.00000,44281.00000,44281.00000,44281.00000,65755.00000,52959.00000,7610.00000,7683.00000,5.82000,5.76000
2019-06-30,125843.00000,42910.00000,82933.00000,16876.00000,23098.00000,39974.00000,42959.00000,729.00000,43688.00000,4448.00000,39240.00000,39240.00000,39240.00000,54641.00000,42959.00000,7673.00000,7753.00000,5.11000,5.06000
2018-06-30,110360.00000,38353.00000,72007.00000,14726.00000,22223.00000,36949.00000,35058.00000,1416.00000,36474.00000,19903.00000,16571.00000,16571.00000,16571.00000,45319.00000,35058.00000,7700.00000,7794.00000,2.15000,2.13000
2017-06-30,96571.00000,34261.00000,62310.00000,13037.00000,19942.00000,33285.00000,29025.00000,876.00000,29901.00000,4412.00000,25489.00000,25489.00000,25489.00000,37803.00000,29025.00000,7746.00000,7832.00000,3.29000,3.25000
2016-06-30,91154.00000,32780.00000,58374.00000,11988.00000,19198.00000,32296.00000,26078.00000,-439.00000,25639.00000,5100.00000,20539.00000,20539.00000,20539.00000,33330.00000,26078.00000,7925.00000,8013.00000,2.59000,2.56000
2015-06-30,93580.00000,33038.00000,60542.00000,12046.00000,20324.00000,42381.00000,18161.00000,346.00000,18507.00000,6314.00000,12193.00000,12193.00000,12193.00000,31616.00000,18161.00000,8177.00000,8254.00000,1.49000,1.48000
2014-06-30,86833.00000,27078.00000,59755.00000,11381.00000,20488.00000,31996.00000,27759.00000,61.00000,27820.00000,5746.00000,22074.00000,22074.00000,22074.00000,32971.00000,27759.00000,8299.00000,8399.00000,2.66000,2.63000
2013-06-30,77849.00000,20385.00000,57464.00000,10411.00000,20289.00000,30700.00000,26764.00000,288.00000,27052.00000,5189.00000,21863.00000,21863.00000,21863.00000,30519.00000,26764.00000,8375.00000,8470.00000,2.61000,2.58000
2012-06-30,73723.00000,17530.00000,56193.00000,9811.00000,18426.00000,34430.00000,21763.00000,504.00000,22267.00000,5289.00000,16978.00000,16978.00000,16978.00000,30923.00000,21763.00000,8396.00000,8506.00000,2.02000,2.00000
2011-06-30,69943.00000,15577.00000,54366.00000,9043.00000,18162.00000,27205.00000,27161.00000,910.00000,28071.00000,4921.00000,23150.00000,23150.00000,23150.00000,29927.00000,27161.00000,8490.00000,8593.00000,2.73000,2.69000
2010-06-30,62484.00000,12395.00000,50089.00000,8714.00000,17277.00000,25991.00000,24098.00000,915.00000,25013.00000,6253.00000,18760.00000,18760.00000,18760.00000,26771.00000,24098.00000,8813.00000,8927.00000,2.13000,2.10000
2009-06-30,58437.00000,12155.00000,46282.00000,9010.00000,16909.00000,25919.00000,20363.00000,-542.00000,19821.00000,5252.00000,14569.00000,14569.00000,14569.00000,22925.00000,20363.00000,8945.00000,8996.00000,1.63000,1.62000
