,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,28074.00000,21355.00000,6719.00000,1278.00000,2687.00000,175.00000,3790.00000,2929.00000,-110.00000,2819.00000,636.00000,2183.00000,2183.00000,2151.00000,3713.00000,2929.00000,141.50000,142.30000,15.20000,15.12000
2021-12-31,24021.00000,18326.00000,5695.00000,1090.00000,2374.00000,475.00000,2989.00000,2706.00000,45.00000,2751.00000,587.00000,2164.00000,2164.00000,2131.00000,3368.00000,2706.00000,144.60000,145.90000,14.74000,14.61000
2020-12-31,19811.00000,14917.00000,4894.00000,906.00000,2125.00000,406.00000,2625.00000,2269.00000,69.00000,2338.00000,527.00000,1811.00000,1811.00000,1789.00000,2942.00000,2269.00000,148.20000,149.00000,12.07000,12.01000
2019-12-31,23571.00000,17591.00000,5980.00000,1001.00000,2454.00000,294.00000,3280.00000,2700.00000,134.00000,2834.00000,566.00000,2268.00000,2268.00000,2260.00000,3372.00000,2700.00000,155.40000,156.10000,14.54000,14.48000
2018-12-31,23771.00000,18034.00000,5737.00000,902.00000,2437.00000,388.00000,2951.00000,2786.00000,-33.00000,2753.00000,566.00000,2187.00000,2187.00000,2141.00000,3397.00000,2786.00000,162.20000,162.80000,13.20000,13.15000
2017-12-31,20428.00000,15328.00000,5100.00000,754.00000,2429.00000,417.00000,2766.00000,2334.00000,31.00000,2365.00000,1371.00000,994.00000,994.00000,999.00000,2917.00000,2334.00000,166.70000,167.30000,5.99000,5.97000
2016-12-31,17509.00000,13051.00000,4458.00000,637.00000,2099.00000,158.00000,2578.00000,1880.00000,50.00000,1930.00000,474.00000,1456.00000,1456.00000,1394.00000,2410.00000,1880.00000,169.03800,169.33700,8.25000,8.23000
2015-12-31,19110.00000,14163.00000,4947.00000,735.00000,2092.00000,27.00000,2890.00000,2057.00000,-32.00000,2025.00000,555.00000,1470.00000,1470.00000,1399.00000,2571.00000,2057.00000,178.03800,178.40700,7.86000,7.84000
2014-12-31,19221.00000,14360.00000,4861.00000,754.00000,2095.00000,353.00000,2496.00000,2365.00000,69.00000,2434.00000,698.00000,1736.00000,1736.00000,1651.00000,2820.00000,2365.00000,182.63800,183.07900,9.04000,9.02000
2013-12-31,17301.00000,13021.00000,4280.00000,713.00000,1817.00000,351.00000,2179.00000,2101.00000,18.00000,2119.00000,531.00000,1588.00000,1588.00000,1483.00000,2508.00000,2101.00000,186.99400,187.41800,7.93000,7.91000
2012-12-31,17334.00000,12918.00000,4416.00000,728.00000,1808.00000,374.00000,2162.00000,2254.00000,17.00000,2271.00000,533.00000,1738.00000,1738.00000,1645.00000,2615.00000,2254.00000,189.28700,189.66900,8.69000,8.67000
2011-12-31,18048.00000,13459.00000,4589.00000,629.00000,1837.00000,558.00000,1908.00000,2681.00000,-10.00000,2671.00000,725.00000,1946.00000,1946.00000,1848.00000,3006.00000,2681.00000,192.97200,193.59800,9.58000,9.55000
2010-12-31,13226.00000,10058.00000,3168.00000,414.00000,1487.00000,335.00000,1566.00000,1602.00000,15.00000,1617.00000,477.00000,1140.00000,1140.00000,1040.00000,1922.00000,1602.00000,196.69900,197.14800,5.29000,5.28000
2009-12-31,10800.00000,8631.00000,2169.00000,362.00000,1239.00000,213.00000,1487.00000,682.00000,-42.00000,640.00000,156.00000,484.00000,484.00000,428.00000,1008.00000,682.00000,197.44600,197.69500,2.17000,2.16000
