,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-08-31,16252.23000,7779.58000,8472.65000,5201.92100,5201.92000,3270.72900,-191.63800,3079.09100,649.48700,2429.60400,2429.60400,2429.60400,3724.22900,3270.72900,20.10700,20.73300,120.83000,117.19000
2021-08-31,14629.58000,6911.80000,7717.78500,4773.25800,4773.26000,2944.52700,-195.33700,2749.19000,578.87600,2170.31400,2170.31400,2170.31400,3365.06800,2944.52700,22.23700,22.79900,97.60000,95.19000
2020-08-31,12631.97000,5861.21400,6770.75300,4353.07400,4353.07600,2417.67900,-201.16500,2216.51400,483.54200,1732.97200,1732.97200,1732.97200,2825.87500,2417.67900,23.54000,24.09300,73.62000,71.93000
2019-08-31,11863.74000,5498.74200,6365.00100,4148.86400,4148.86300,2216.13800,-184.80400,2031.33300,414.11200,1617.22100,1617.22100,1617.22100,2594.25700,2216.13800,24.96600,25.49800,64.78000,63.43000
2018-08-31,11221.08000,5247.33100,5973.74600,4162.89000,4162.89000,1810.85600,-174.52700,1636.32900,298.79300,1337.53600,1337.53600,1337.53600,2164.33300,1810.85600,26.97000,27.42400,49.59000,48.77000
2017-08-31,10888.68000,5149.05600,5739.62000,3659.55100,3659.55100,2080.06800,-154.58000,1925.48900,644.62000,1280.86900,1280.86900,1280.86900,2411.48800,2080.06800,28.43000,29.06500,45.05000,44.07000
2016-08-31,10635.68000,5026.94000,5608.73600,3548.34100,3548.34100,2060.39500,-147.68100,1912.71400,671.70700,1241.00700,1241.00700,1241.00700,2365.77100,2060.39500,29.88900,30.48800,41.52000,40.70000
2015-08-31,10187.34000,4860.30900,5327.03100,3373.98000,3373.98000,1953.05100,-150.43900,1802.61200,642.37100,1160.24100,1160.24100,1160.24100,2229.20000,1953.05100,31.56000,32.20600,36.76000,36.03000
2014-08-31,9475.31300,4540.40600,4934.90800,3104.68400,3104.68400,1830.22400,-167.50900,1662.71400,592.97000,1069.74400,1069.74400,1069.74400,2088.34700,1830.22400,33.26700,33.88200,32.16000,31.57000
2013-08-31,9147.53000,4406.59500,4740.93500,2967.83700,2967.83700,1773.09800,-185.41500,1587.68300,571.20300,1016.48000,1016.48000,1016.48000,2008.58800,1773.09800,35.94300,36.58100,28.28000,27.79000
2012-08-31,8603.86300,4171.82700,4432.03600,2803.14500,2803.14500,1628.89100,-175.90500,1452.98600,522.61300,930.37300,930.37300,930.37300,1848.78800,1628.89100,38.69600,39.62500,24.04000,23.48000
2011-08-31,8072.97300,3953.51000,4119.46300,2624.66000,2624.66000,1494.80300,-170.55700,1324.24600,475.27200,848.97400,848.97400,848.97400,1699.97400,1494.80300,42.63200,43.60300,19.91000,19.47000
2010-08-31,7362.61800,3650.87400,3711.74400,2392.33000,2392.33000,1319.41400,-158.90900,1160.50500,422.19400,738.31100,738.31100,738.31100,1517.99300,1319.41400,48.48800,49.30400,15.23000,14.97000
2009-08-31,6816.82400,3400.37500,3416.44900,2240.38700,2240.38700,1176.06300,-142.31600,1033.74600,376.69700,657.04900,657.04900,657.04900,1360.14000,1176.06300,55.28200,55.99200,11.89000,11.73000
