,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,13764.24000,5294.39500,8469.84200,3928.02900,-730.01500,6419.06500,2050.77600,-992.61500,1058.16000,-38.97800,1097.13800,1097.13800,1103.16600,4241.14700,2050.77600,204.45030,205.54760,5.40000,5.37000
2021-12-31,11742.90000,3729.77300,8013.12400,3801.54700,-681.66400,6167.49800,1845.62600,-535.53300,1310.09300,191.37400,1118.71900,1118.71900,1118.49200,4088.57000,1845.62600,200.94150,201.87300,5.57000,5.54000
2020-12-31,10113.64000,2468.63900,7644.99700,3839.62300,-423.09300,5875.80100,1769.19500,-484.04800,1285.14700,-121.50600,1406.65300,1406.65300,1388.33400,4026.94500,1769.19500,200.10690,201.10220,6.94000,6.90000
2019-12-31,10878.67000,3222.49800,7656.17500,4121.05300,-664.60900,6265.67900,1390.49600,-302.07800,1088.41900,-169.82500,1258.24400,1258.24400,1241.22600,3572.80900,1390.49600,195.19590,196.99930,6.36000,6.30000
2018-12-31,11009.45000,3806.59200,7202.86000,4142.17500,-1221.87800,6733.49800,469.36520,-643.63600,-174.27100,-1036.82600,862.55510,862.55510,848.66100,2509.92000,469.36520,181.41000,183.37900,4.68000,4.63000
2017-12-31,11074.48000,3419.53900,7654.94200,4092.40100,-812.15600,6294.53400,1360.40800,-392.48400,967.92300,542.57000,425.35300,425.35300,411.61200,3438.98600,1360.40800,179.67200,180.53600,2.29000,2.28000
2016-12-31,10845.64000,3029.72700,7815.91700,4026.65700,-3257.30500,8631.15300,-815.23140,-566.53100,-1381.76200,-817.25900,-564.50300,-564.50300,-583.61800,1308.06000,-815.23140,178.88600,178.88600,-3.26000,-3.26000
2015-12-31,11513.25000,3842.97600,7670.27500,4225.71900,-2406.44500,7969.44400,-299.16500,-500.49600,-799.66100,-642.92700,-156.73400,-156.73400,-176.56200,1818.07100,-299.16500,179.17600,179.17600,-0.99000,-0.99000
2014-12-31,12494.92000,4547.97200,7946.94900,4182.82100,-438.60100,5940.05800,2006.88900,-457.03500,1549.85400,589.59700,960.25700,960.25700,940.72100,4134.78100,2006.88900,179.50600,180.29700,5.24000,5.22000
2013-12-31,11390.95000,4000.15000,7390.79700,4189.08500,-585.66900,6035.80000,1354.99900,-398.44600,956.55300,225.98100,730.57200,730.57200,711.90200,3367.07500,1354.99900,178.21100,178.57000,3.99000,3.99000
2012-12-31,10302.08000,3292.63500,7009.44400,3848.29000,-715.38800,5708.26200,1301.18200,-401.96300,899.21800,30.85500,868.36300,868.36300,846.67300,3072.83100,1301.18200,177.32500,177.73800,4.77000,4.76000
2011-12-31,11229.07000,4057.68100,7171.39200,3659.40200,-396.55400,5158.15800,2013.23400,-359.59900,1653.63500,286.26300,1367.37200,1367.37200,1346.43900,3758.68900,2013.23400,177.43000,178.37100,7.59000,7.55000
2010-12-31,11487.58000,4177.99800,7309.57900,3759.82400,-212.48400,5042.20300,2267.37600,-379.83300,1887.54400,617.23900,1270.30500,1270.30500,1250.24200,3972.70700,2267.37600,186.01000,187.81400,6.72000,6.66000
2009-12-31,10745.65000,3705.03400,7040.61600,3495.97900,-177.33600,4756.09000,2284.52600,-400.73610,1883.79000,632.74000,1251.05000,1251.05000,1231.09200,3743.38700,2284.52600,192.77200,195.83800,6.39000,6.30000
