,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,28091.00000,22930.00000,5161.00000,634.00000,376.00000,,1010.00000,4151.00000,120.00000,4271.00000,779.00000,3492.00000,3492.00000,,3441.00000,6298.00000,4151.00000,1416.00000,1437.00000,2.43000,2.39000
2021-12-31,22929.00000,19271.00000,3658.00000,554.00000,339.00000,,893.00000,2765.00000,-391.00000,2374.00000,446.00000,1928.00000,1928.00000,,1881.00000,4885.00000,2765.00000,1400.00000,1427.00000,1.34000,1.32000
2020-12-31,23601.00000,21000.00000,2601.00000,580.00000,365.00000,,945.00000,1656.00000,-12954.00000,-11298.00000,-812.00000,-10486.00000,-10486.00000,,-10518.00000,4222.00000,1656.00000,1390.00000,1390.00000,-7.57000,-7.57000
2019-12-31,32917.00000,28720.00000,4197.00000,717.00000,474.00000,247.00000,944.00000,3253.00000,-13671.00000,-10418.00000,-311.00000,-10107.00000,-10107.00000,,-10137.00000,6842.00000,3253.00000,1385.00000,1385.00000,-7.32000,-7.32000
2018-12-31,32815.00000,28478.00000,4337.00000,702.00000,444.00000,215.00000,931.00000,3406.00000,-782.00000,2624.00000,447.00000,2177.00000,2177.00000,,2138.00000,6962.00000,3406.00000,1385.00000,1393.00000,1.54000,1.53000
2017-12-31,30440.00000,26543.00000,3897.00000,787.00000,432.00000,,1527.00000,2370.00000,-3553.00000,-1183.00000,330.00000,-1513.00000,-1513.00000,,-1505.00000,6207.00000,2370.00000,1388.00000,1388.00000,-1.08000,-1.08000
2016-12-31,27810.00000,24409.00000,3401.00000,1012.00000,403.00000,,1764.00000,1637.00000,-3542.00000,-1905.00000,-278.00000,-1627.00000,-1627.00000,,-1687.00000,5731.00000,1637.00000,1357.00000,1357.00000,-1.24000,-1.24000
2015-12-31,35475.00000,28321.00000,7154.00000,1094.00000,494.00000,,1588.00000,5566.00000,-2685.00000,2881.00000,746.00000,2135.00000,2135.00000,,2072.00000,9644.00000,5566.00000,1267.00000,1275.00000,1.63000,1.63000
2014-12-31,48580.00000,37398.00000,11182.00000,1217.00000,475.00000,,1692.00000,9490.00000,-1851.00000,7639.00000,1928.00000,5711.00000,5711.00000,-205.00000,5438.00000,13584.00000,9490.00000,1295.00000,1308.00000,4.20000,4.16000
2013-12-31,45266.00000,35331.00000,9935.00000,1174.00000,416.00000,,1590.00000,8345.00000,346.00000,8691.00000,1848.00000,6843.00000,6843.00000,-69.00000,6732.00000,12224.00000,8345.00000,1323.00000,1333.00000,5.09000,5.05000
2012-12-31,41731.00000,32885.00000,8846.00000,1153.00000,405.00000,,1686.00000,7160.00000,-201.00000,6959.00000,1700.00000,5259.00000,5259.00000,260.00000,5490.00000,10807.00000,7160.00000,1330.00000,1339.00000,4.13000,4.10000
2011-12-31,36579.00000,28802.00000,7777.00000,1061.00000,417.00000,,1591.00000,6186.00000,-168.00000,6018.00000,1492.00000,4526.00000,4526.00000,481.00000,4997.00000,9460.00000,6186.00000,1349.00000,1361.00000,3.70000,3.67000
2010-12-31,26672.00000,21097.00000,5575.00000,919.00000,311.00000,,1721.00000,3854.00000,1278.00000,5132.00000,879.00000,4253.00000,4253.00000,12.00000,4267.00000,6611.00000,3854.00000,1250.00000,1263.00000,3.41000,3.38000
2009-12-31,22702.00000,17519.00000,5183.00000,802.00000,261.00000,,1301.00000,3882.00000,52.00000,3934.00000,770.00000,3164.00000,3164.00000,-22.00000,3134.00000,6358.00000,3882.00000,1198.00000,1214.00000,2.62000,2.59000
