,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-07-31,51557.00000,19309.00000,32248.00000,6774.00000,11186.00000,18279.00000,13969.00000,508.00000,14477.00000,2665.00000,11812.00000,11812.00000,11812.00000,15926.00000,13969.00000,4170.00000,4192.00000,2.83000,2.82000
2021-07-31,49818.00000,17924.00000,31894.00000,6549.00000,11411.00000,19061.00000,12833.00000,429.00000,13262.00000,2671.00000,10591.00000,10591.00000,10591.00000,14695.00000,12833.00000,4222.00000,4236.00000,2.51000,2.50000
2020-07-31,49301.00000,17618.00000,31683.00000,6347.00000,11094.00000,18063.00000,13620.00000,350.00000,13970.00000,2756.00000,11214.00000,11214.00000,11214.00000,15428.00000,13620.00000,4236.00000,4254.00000,2.65000,2.64000
2019-07-31,51904.00000,19238.00000,32666.00000,6577.00000,11398.00000,18447.00000,14219.00000,352.00000,14571.00000,2950.00000,11621.00000,11621.00000,11621.00000,16116.00000,14219.00000,4419.00000,4453.00000,2.63000,2.61000
2018-07-31,49330.00000,18724.00000,30606.00000,6332.00000,11386.00000,18297.00000,12309.00000,730.00000,13039.00000,12929.00000,110.00000,110.00000,110.00000,14501.00000,12309.00000,4837.00000,4881.00000,0.02000,0.02000
2017-07-31,48005.00000,17781.00000,30224.00000,6059.00000,11177.00000,18251.00000,11973.00000,314.00000,12287.00000,2678.00000,9609.00000,9609.00000,9609.00000,14259.00000,11973.00000,5010.00000,5049.00000,1.92000,1.90000
2016-07-31,49247.00000,18287.00000,30960.00000,6296.00000,11433.00000,18300.00000,12660.00000,260.00000,12920.00000,2181.00000,10739.00000,10739.00000,10739.00000,14810.00000,12660.00000,5053.00000,5088.00000,2.13000,2.11000
2015-07-31,49161.00000,19480.00000,29681.00000,6207.00000,11861.00000,18911.00000,10770.00000,431.00000,11201.00000,2220.00000,8981.00000,8981.00000,8981.00000,13212.00000,10770.00000,5104.00000,5146.00000,1.76000,1.75000
2014-07-31,47142.00000,19373.00000,27769.00000,6294.00000,11437.00000,18424.00000,9345.00000,370.00000,9715.00000,1862.00000,7853.00000,7853.00000,7853.00000,11784.00000,9345.00000,5234.00000,5281.00000,1.50000,1.49000
2013-07-31,48607.00000,19167.00000,29440.00000,5942.00000,11802.00000,18244.00000,11196.00000,31.00000,11227.00000,1244.00000,9983.00000,9983.00000,9983.00000,13656.00000,11196.00000,5329.00000,5380.00000,1.87000,1.86000
2012-07-31,46061.00000,17852.00000,28209.00000,5488.00000,11969.00000,18144.00000,10065.00000,94.00000,10159.00000,2118.00000,8041.00000,8041.00000,8041.00000,12273.00000,10065.00000,5370.00000,5404.00000,1.50000,1.49000
2011-07-31,43218.00000,16682.00000,26536.00000,5823.00000,11720.00000,18862.00000,7674.00000,151.00000,7825.00000,1335.00000,6490.00000,6490.00000,6490.00000,10160.00000,7674.00000,5529.00000,5563.00000,1.17000,1.17000
2010-07-31,40040.00000,14397.00000,25643.00000,5273.00000,10715.00000,16479.00000,9164.00000,251.00000,9415.00000,1648.00000,7767.00000,7767.00000,7767.00000,11194.00000,9164.00000,5732.00000,5848.00000,1.36000,1.33000
2009-07-31,36117.00000,13023.00000,23094.00000,5208.00000,9968.00000,15772.00000,7322.00000,371.00000,7693.00000,1559.00000,6134.00000,6134.00000,6134.00000,9090.00000,7322.00000,5828.00000,5857.00000,1.05000,1.05000
