,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2886.90000,1750.70000,1136.20000,58.50000,316.90000,-26.80000,402.20000,734.00000,-54.10000,679.90000,114.70000,565.20000,585.90000,585.90000,854.60000,734.00000,74.40000,75.80000,7.87000,7.73000
2021-12-31,2831.60000,1655.80000,1175.80000,52.80000,362.80000,-7.90000,423.50000,752.30000,-3.40000,748.90000,107.20000,641.70000,661.80000,661.80000,874.60000,752.30000,74.40000,76.30000,8.89000,8.67000
2020-12-31,2146.90000,1379.10000,767.79990,46.90000,302.00000,-12.00000,360.90000,406.89990,-5.60000,401.30000,72.50000,328.80000,346.20000,346.20000,515.99990,406.89990,73.90000,75.80000,4.68000,4.57000
2019-12-31,1839.90000,1234.20000,605.70010,38.90000,272.70000,2.50000,309.10000,296.60000,-4.80000,291.80000,59.00000,232.80000,241.70000,241.70000,400.00000,296.60000,74.00000,75.40000,3.27000,3.21000
2018-12-31,1717.40000,1172.00000,545.40000,40.30000,262.90000,-1.90000,305.10000,240.29990,0.40000,240.70000,41.40000,199.30000,206.90000,206.90000,344.69990,240.29990,73.90000,75.40000,2.80000,2.74000
2017-12-31,1599.10000,1086.20000,512.90000,39.10000,246.00000,-2.00000,287.10000,225.80000,-3.40000,222.40000,80.90000,141.50000,150.70000,150.70000,322.50010,225.80000,73.90000,75.80000,2.04000,1.99000
2016-12-31,1509.10000,1007.70000,501.40000,36.80000,239.60000,-29.80000,306.20000,195.20000,-5.40000,189.80000,54.40000,135.40000,143.60000,143.60000,285.90000,195.20000,73.30000,75.00000,1.96000,1.91000
2015-12-31,1399.80000,944.00000,455.80000,34.10000,233.00000,-60.10000,327.20000,128.60010,-12.50000,116.10000,26.30000,89.80000,95.60000,95.60000,218.50010,128.60010,72.00000,73.80000,1.33000,1.30000
2014-12-31,1421.40000,973.60000,447.80000,37.30000,228.70000,0.20000,265.80000,182.00000,-13.00000,169.00000,47.20000,121.80000,127.10000,127.10000,272.00000,182.00000,70.90000,72.80000,1.79000,1.75000
2013-12-31,1368.40000,933.70000,434.70000,37.90000,234.90000,0.50000,272.30000,162.40000,-15.30000,147.10000,40.20000,106.90000,112.30000,112.30000,247.60000,162.40000,69.60000,71.40000,1.61000,1.57000
2012-12-31,1266.40000,878.70000,387.70000,33.20000,218.10000,-1.30000,252.60000,135.10000,-26.50000,108.60000,32.70000,75.90000,80.70000,80.70000,212.00000,135.10000,68.10000,71.80000,1.19000,1.15000
2011-12-31,1192.30000,853.00000,339.30000,29.10000,191.10000,,229.70000,109.60010,-16.90000,92.70000,23.50000,69.20000,75.50000,75.50000,185.30010,109.60010,67.30000,74.00000,1.12000,1.08000
2010-12-31,1104.70000,786.60000,318.10000,23.90000,187.70000,,227.40000,90.70000,-16.20000,74.50000,13.60000,60.90000,65.30000,65.30000,163.90000,90.70000,66.60000,73.40000,0.98000,0.94500
2009-12-31,1055.70000,752.10000,303.60000,19.90000,177.70000,,206.10000,97.49990,-14.40000,83.10000,13.50000,69.60000,72.60000,72.60000,165.59990,97.49990,65.60000,72.60000,1.10500,1.06000
