,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,11661.00000,8192.00000,3469.00000,941.00000,559.00000,,1514.00000,1955.00000,-276.00000,1679.00000,30.00000,1649.00000,1649.00000,1649.00000,2406.00000,1955.00000,220.00000,224.00000,7.50000,7.36000
2021-06-30,10681.00000,7764.00000,2917.00000,903.00000,502.00000,,1425.00000,1492.00000,-144.00000,1348.00000,34.00000,1314.00000,1314.00000,1314.00000,1889.00000,1492.00000,242.00000,245.00000,5.43000,5.36000
2020-06-30,10509.00000,7667.00000,2842.00000,973.00000,473.00000,,1542.00000,1300.00000,-268.00000,1032.00000,28.00000,1004.00000,1004.00000,1004.00000,1679.00000,1300.00000,262.00000,265.00000,3.83000,3.79000
2019-06-30,10390.00000,7458.00000,2932.00000,991.00000,453.00000,,1445.00000,1487.00000,-115.00000,1372.00000,-640.00000,2012.00000,2012.00000,2012.00000,2028.00000,1487.00000,282.00000,285.00000,7.13000,7.06000
2018-06-30,11184.00000,7820.00000,3364.00000,1026.00000,562.00000,,1730.00000,1634.00000,-216.00000,1418.00000,236.00000,1182.00000,1182.00000,1182.00000,2232.00000,1634.00000,288.00000,292.00000,4.10000,4.05000
2017-06-30,10771.00000,7597.00000,3174.00000,1232.00000,606.00000,,2120.00000,1054.00000,-239.00000,815.00000,43.00000,772.00000,772.00000,772.00000,1803.00000,1054.00000,296.00000,299.00000,2.61000,2.58000
2016-06-30,11160.00000,8545.00000,2615.00000,1237.00000,635.00000,,2170.00000,445.00000,-171.00000,274.00000,26.00000,248.00000,248.00000,248.00000,1286.00000,445.00000,299.00000,302.00000,0.83000,0.82000
2015-06-30,13739.00000,9930.00000,3809.00000,1353.00000,857.00000,620.00000,1751.00000,2058.00000,-88.00000,1970.00000,228.00000,1742.00000,1742.00000,1742.00000,2899.00000,2058.00000,324.00000,331.00000,5.38000,5.26000
2014-06-30,13724.00000,9878.00000,3846.00000,1226.00000,722.00000,,2070.00000,1776.00000,-220.00000,1556.00000,-14.00000,1570.00000,1570.00000,1570.00000,2655.00000,1776.00000,337.00000,347.00000,4.66000,4.52000
2013-06-30,14351.00000,10411.00000,3940.00000,1133.00000,635.00000,,1849.00000,2091.00000,-260.00000,1831.00000,-7.00000,1838.00000,1838.00000,1838.00000,2964.00000,2091.00000,370.00000,382.00000,4.97000,4.81000
2012-06-30,14939.00000,10255.00000,4684.00000,1006.00000,528.00000,,1576.00000,3108.00000,-226.00000,2882.00000,20.00000,2862.00000,2862.00000,2862.00000,3922.00000,3108.00000,426.00000,441.00000,6.72000,6.49000
2011-06-30,10971.00000,8825.00000,2146.00000,875.00000,445.00000,,1340.00000,806.00000,-227.00000,579.00000,68.00000,511.00000,511.00000,511.00000,1560.00000,806.00000,451.00000,467.00000,1.13000,1.09000
2010-06-30,11395.00000,8191.00000,3204.00000,877.00000,437.00000,,1464.00000,1740.00000,-171.00000,1569.00000,-40.00000,1609.00000,1609.00000,1609.00000,2577.00000,1740.00000,491.00000,514.00000,3.28000,3.14000
2009-06-30,9805.00000,8395.00000,1410.00000,953.00000,537.00000,,4075.00000,-2665.00000,-149.00000,-2814.00000,311.00000,-3125.00000,-3125.00000,-3125.00000,586.00000,-2665.00000,488.00000,488.00000,-6.40000,-6.40000
