,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,15861.61000,11387.27000,4474.34200,1627.11600,1627.11000,2847.22600,-1232.99900,1614.22600,298.04000,1316.18600,1316.18600,1315.60500,3418.99000,2847.22600,128.53900,130.35600,10.24000,10.09000
2021-06-30,14347.64000,10449.68000,3897.96000,1527.30200,1527.30000,2370.65800,-123.70100,2246.95700,500.09600,1746.86100,1746.86100,1746.10000,2966.04800,2370.65800,129.00000,130.83400,13.54000,13.35000
2020-06-30,13695.52000,10292.29000,3403.22900,1656.55300,1656.55000,1746.67600,-239.82200,1506.85400,304.52200,1202.33200,1202.33200,1201.97000,2284.20700,1746.67600,128.41800,129.80500,9.36000,9.26000
2019-06-30,14320.32000,10688.97000,3631.35100,1543.93900,1543.94000,2087.41200,-137.94000,1949.47500,424.39200,1525.08300,1525.08300,1524.51600,2523.60100,2087.41200,129.99800,131.78200,11.73000,11.57000
2018-06-30,14302.39000,10737.75000,3564.64600,1639.98900,1639.98000,1924.65700,-222.38100,1702.27700,640.96200,1061.31500,1061.31500,1060.80100,2390.74200,1924.65700,133.00500,135.42700,7.98000,7.83000
2017-06-30,12029.31000,9119.02900,2910.28200,1412.82000,1412.82100,1497.46200,-168.82200,1328.64100,344.79700,983.84400,983.84400,983.41200,1852.69100,1497.46200,133.37800,135.56000,7.37000,7.25000
2016-06-30,11360.75000,8823.38400,2537.36900,1359.36000,1359.35600,1178.00900,-63.28100,1114.72800,307.51200,807.21610,807.21610,806.84000,1484.85200,1178.00900,135.35300,136.91200,5.96000,5.89000
2015-06-30,12711.74000,9655.24500,3056.49900,1544.74600,1544.74500,1511.75300,-79.51300,1432.24000,419.68700,1012.55300,1012.55300,1012.14000,1829.24400,1511.75300,142.92500,145.11200,7.08000,6.97000
2014-06-30,13215.97000,10188.23000,3027.74400,1633.99200,1633.99000,1393.75200,162.96800,1556.72000,515.30200,1041.41800,1041.41800,1041.04800,1730.45400,1393.75200,149.09900,151.44400,6.98000,6.87000
2013-06-30,13015.70000,10086.67000,2929.02500,1554.97300,1554.98000,1374.05300,-63.05500,1311.00100,362.21700,948.78390,948.78390,948.42700,1709.67700,1374.05300,149.21800,151.58800,6.36000,6.26000
2012-06-30,13145.94000,9958.33700,3187.60400,1519.31600,1519.31300,1668.28700,-91.59100,1576.69800,421.20600,1155.49200,1155.49200,1151.82300,1990.21600,1668.28700,151.22200,154.66500,7.62000,7.45000
2011-06-30,12345.87000,9387.45700,2958.41300,1467.77300,1467.77300,1490.64000,-76.91900,1413.72100,356.57100,1057.15000,1057.15000,1049.13000,1830.44000,1490.64000,161.12600,164.79800,6.51000,6.37000
2010-06-30,9993.16600,7847.06700,2146.09900,1277.08000,1277.07900,869.01950,-114.20200,754.81700,198.45200,556.36500,556.36500,554.06500,1231.52900,869.01950,160.91000,162.90200,3.44000,3.40000
2009-06-30,10309.01000,8181.34800,2127.66200,1290.37900,1290.38000,837.28220,-154.20500,683.08300,172.93900,510.14400,510.14400,508.51500,1195.01900,837.28220,161.56400,162.71900,3.15000,3.13000
