,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,12289.34000,5014.07400,7275.26200,2775.91900,-658.05100,5077.10600,2198.15400,-332.18600,1865.96800,453.57400,1412.39400,1412.39400,1404.87500,3841.29200,2198.15400,346.78300,347.24700,4.05000,4.05000
2021-12-31,9863.08500,3372.34400,6490.74100,2569.67200,-592.77500,4497.42000,1993.32100,-421.05200,1572.26900,344.22300,1228.04600,1228.04600,1220.52700,3328.29400,1993.32100,343.97300,344.63100,3.55000,3.54000
2020-12-31,8904.43000,2987.84000,5916.59000,2233.03700,-535.76000,3927.85600,1988.73300,-429.86200,1558.87200,346.18600,1212.68600,1212.68600,1205.16700,3147.79200,1988.73300,338.83600,339.84700,3.56000,3.55000
2019-12-31,8526.47000,3040.16000,5486.31000,2074.14800,-741.01300,3895.81900,1590.49100,-400.42000,1190.07100,273.49900,916.57200,916.57200,909.05300,2671.14900,1590.49100,321.41600,322.94200,2.83000,2.81000
2018-12-31,8448.20100,3138.96900,5309.23200,2064.96600,-472.38000,3609.30200,1699.93000,-370.43900,1329.49100,288.97200,1040.51900,1040.51900,1033.00000,2771.88600,1699.93000,317.37000,317.99400,3.25000,3.25000
2017-12-31,7751.95200,2535.27100,5216.68100,1983.80900,-480.83500,3328.43200,1888.25000,-313.84200,1574.40700,578.89200,995.51500,995.51500,987.99600,2752.03800,1888.25000,317.41100,318.03200,3.11000,3.11000
2016-12-31,7639.12900,2500.82800,5138.30100,1976.20600,-533.65900,3297.02700,1841.27300,-336.45600,1504.81800,554.99700,949.82100,949.82100,942.30200,2628.43600,1841.27300,317.65000,318.45400,2.97000,2.96000
2015-12-31,7954.82700,3086.90500,4867.92200,1919.86200,-495.70100,3103.75800,1764.16400,-338.19300,1425.97100,539.96700,886.00400,886.00400,878.48500,2452.35900,1764.16400,317.33700,318.43300,2.77000,2.76000
2014-12-31,7741.85600,3021.55000,4720.30600,1988.96900,-473.12700,3087.45700,1632.84900,-337.48700,1295.36200,468.29700,827.06510,827.06510,819.54600,2258.21000,1632.84900,316.13700,317.41700,2.59000,2.58000
2013-12-31,7301.20400,2482.95400,4818.25000,2027.21600,-401.91900,3288.81500,1529.43500,-308.80500,1220.63000,426.94100,793.68900,793.68900,786.00700,2389.11500,1529.43500,315.31100,316.21100,2.49000,2.49000
2012-12-31,6273.78700,2084.36400,4189.42300,2017.27700,-313.14900,3071.21700,1118.20600,-310.20300,808.00300,274.92600,533.07700,533.07700,525.94500,1858.99700,1118.20600,277.21000,277.99400,1.90000,1.89000
2011-12-31,4465.65700,1657.91400,2807.74300,1418.96800,-131.41500,2013.56700,794.17630,-222.71000,571.46600,170.95300,400.51300,400.51300,394.69300,1257.36000,794.17630,177.41000,177.80500,2.22000,2.22000
2010-12-31,4898.16700,2034.50100,2863.66600,1316.09000,-124.02300,2063.77500,799.89060,-195.37500,604.51600,210.40900,394.10700,394.10700,387.94900,1423.55300,799.89060,176.63600,176.88500,2.20000,2.19000
2009-12-31,5439.43000,2629.61900,2809.81100,516.37200,-1001.19000,2058.43600,751.37500,-235.83600,515.53900,179.94700,335.59200,335.59200,330.03300,1292.24900,751.37500,172.56800,172.71700,1.91000,1.91000
