,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3367.32400,1362.98600,2004.33800,254.82000,850.75300,,1105.57300,898.76510,-38.79300,859.97200,180.88300,679.08900,679.08900,679.08900,1010.66500,898.76510,83.62300,84.60000,8.12000,8.03000
2021-12-31,3215.36000,1325.92800,1889.43200,161.00900,796.39500,,957.40400,932.02810,-29.37400,902.65400,157.81000,744.84400,744.84400,744.84500,1036.62400,932.02810,85.20000,86.57200,8.74000,8.60000
2020-12-31,2706.65500,1135.61500,1571.04000,141.24900,735.26700,,876.51600,694.52400,-32.53900,661.98500,79.85400,582.13100,582.13100,581.77600,790.52200,694.52400,85.34200,86.72200,6.82000,6.71000
2019-12-31,2406.90800,1041.35900,1365.54900,133.19300,679.51000,,812.70300,552.84590,-30.62800,522.21800,94.42600,427.79200,427.79200,427.72000,640.85690,552.84590,86.11500,87.54200,4.97000,4.89000
2018-12-31,2213.24200,971.70000,1241.54200,117.86300,632.34400,,750.20700,491.33500,-33.59300,457.74200,80.69500,377.04700,377.04700,377.03100,574.51290,491.33500,86.86400,88.47000,4.34000,4.26000
2017-12-31,1969.05800,871.67600,1097.38200,109.18200,575.17200,,684.35400,413.02800,-31.97100,381.05700,117.78800,263.26900,263.26900,263.14400,496.16800,413.02800,87.76900,89.56700,3.00000,2.94000
2016-12-31,1775.42300,799.98700,975.43600,101.12200,524.07500,,625.19700,350.23890,-28.39300,321.84600,99.79200,222.05400,222.05400,222.04500,429.29990,350.23890,89.73200,90.88400,2.47000,2.44000
2015-12-31,1601.89200,711.62200,890.27000,99.68100,482.46500,-8.21200,590.35800,299.91200,-26.77100,273.14100,81.00600,192.13500,192.13500,192.07800,370.30000,299.91200,92.60100,93.64900,2.07000,2.05000
2014-12-31,1485.80700,669.69100,816.11600,98.26300,457.59800,,555.86100,260.25500,-13.70000,246.55500,64.60400,181.95100,181.95100,181.90600,319.14300,260.25500,100.09400,101.50300,1.82000,1.79000
2013-12-31,1377.05800,620.94000,756.11800,88.00300,401.35300,,489.35600,266.76200,-3.50100,263.26100,75.46700,187.79400,187.79400,187.80000,321.35800,266.76200,106.31800,107.97000,1.77000,1.74000
2012-12-31,1293.33800,594.19000,699.14800,82.01400,354.57100,,436.58500,262.56300,-1.94600,260.61700,82.33000,178.28700,178.28700,178.26700,314.97100,262.56300,109.97000,112.31000,1.62000,1.58500
2011-12-31,1218.68900,572.18300,646.50600,76.04200,334.23900,,410.28100,236.22500,-1.80300,234.42200,72.66800,161.75400,161.75400,161.78600,284.42700,236.22500,113.58000,116.42800,1.42500,1.39000
2010-12-31,1103.39200,524.76900,578.62300,68.59700,306.14500,,374.74200,203.88100,-1.75200,202.12900,60.80900,141.32000,141.32000,141.28400,249.83700,203.88100,115.42600,119.11800,1.22500,1.18500
2009-12-31,1031.63300,505.35200,526.28110,65.12400,285.18800,,350.31200,175.96910,-1.43000,174.53900,52.30400,122.23500,122.23500,122.22500,225.74210,175.96910,117.61800,121.36400,1.04000,1.00500
