,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,136835.00000,59133.00000,77702.00000,30136.00000,47235.00000,30467.00000,-2196.00000,28271.00000,6523.00000,21748.00000,21748.00000,21256.00000,47566.00000,30467.00000,4202.00000,4204.00000,5.06000,5.06000
2021-12-31,133613.00000,56301.00000,77312.00000,28658.00000,44864.00000,32448.00000,-3028.00000,29420.00000,6802.00000,22618.00000,22618.00000,22065.00000,48654.00000,32448.00000,4148.00000,4150.00000,5.32000,5.32000
2020-12-31,128292.00000,51201.00000,77091.00000,31573.00000,48293.00000,28798.00000,-4831.00000,23967.00000,5619.00000,18348.00000,18348.00000,17801.00000,45518.00000,28798.00000,4140.00000,4142.00000,4.30000,4.30000
2019-12-31,131868.00000,54726.00000,77142.00000,29896.00000,46764.00000,30378.00000,-7645.00000,22733.00000,2945.00000,19788.00000,19788.00000,19265.00000,47060.00000,30378.00000,4138.00000,4140.00000,4.66000,4.65000
2018-12-31,130863.00000,55508.00000,75355.00000,31083.00000,53077.00000,22278.00000,-2655.00000,19623.00000,3584.00000,16039.00000,16039.00000,15528.00000,39681.00000,22278.00000,4128.00000,4132.00000,3.76000,3.76000
2017-12-31,126034.00000,53063.00000,72971.00000,28592.00000,45546.00000,27425.00000,-6831.00000,20594.00000,-9956.00000,30550.00000,30550.00000,30101.00000,44379.00000,27425.00000,4084.00000,4089.00000,7.37000,7.36000
2016-12-31,125980.00000,52701.00000,73279.00000,28102.00000,44030.00000,29249.00000,-8263.00000,20986.00000,7378.00000,13608.00000,13608.00000,13127.00000,45177.00000,29249.00000,4080.00000,4086.00000,3.22000,3.21000
2015-12-31,131620.00000,52557.00000,79063.00000,29986.00000,46003.00000,33060.00000,-4820.00000,28240.00000,9865.00000,18375.00000,18375.00000,17879.00000,49077.00000,33060.00000,4085.00000,4093.00000,4.38000,4.37000
2014-12-31,127079.00000,49931.00000,77148.00000,41016.00000,57549.00000,19599.00000,-4329.00000,15270.00000,3314.00000,11956.00000,11956.00000,9625.00000,36132.00000,19599.00000,3974.00000,3981.00000,2.42000,2.42000
2013-12-31,120550.00000,44887.00000,75663.00000,27089.00000,43695.00000,31968.00000,-2691.00000,29277.00000,5730.00000,23547.00000,23547.00000,11497.00000,48574.00000,31968.00000,2866.00000,2874.00000,4.01000,4.00000
2012-12-31,115846.00000,46275.00000,69571.00000,39951.00000,56411.00000,13160.00000,-3263.00000,9897.00000,-660.00000,10557.00000,10557.00000,875.00000,29620.00000,13160.00000,2853.00000,2862.00000,0.31000,0.31000
2011-12-31,110875.00000,45875.00000,65000.00000,35624.00000,52120.00000,12880.00000,-2397.00000,10483.00000,285.00000,10198.00000,10198.00000,2404.00000,29376.00000,12880.00000,2833.00000,2839.00000,0.85000,0.85000
2010-12-31,106565.00000,44149.00000,62416.00000,31366.00000,47771.00000,14645.00000,-1961.00000,12684.00000,2467.00000,10217.00000,10217.00000,2549.00000,31050.00000,14645.00000,2830.00000,2833.00000,0.90000,0.90000
2009-12-31,107808.00000,44579.00000,63229.00000,30717.00000,47251.00000,15978.00000,-2458.00000,13520.00000,1919.00000,11601.00000,11601.00000,4894.00000,32512.00000,15978.00000,2841.00000,2841.00000,1.72000,1.72000
