,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11915.00000,6468.00000,5447.00000,460.00000,276.00000,-2323.00000,5244.00000,203.00000,-254.00000,-51.00000,455.00000,-506.00000,-399.00000,30.00000,-429.00000,2388.00000,203.00000,794.00000,795.00000,-0.54000,-0.54000
2021-12-31,12222.00000,5435.00000,6787.00000,363.00000,259.00000,-2585.00000,5530.00000,1257.00000,-149.00000,1108.00000,1098.00000,10.00000,176.00000,57.00000,1166.00000,3580.00000,1257.00000,799.00000,801.00000,1.46000,1.46000
2020-12-31,11497.00000,5014.00000,6483.00000,309.00000,269.00000,-799.00000,3677.00000,2806.00000,337.00000,3143.00000,704.00000,2439.00000,2628.00000,163.00000,2829.00000,5106.00000,2806.00000,804.00000,806.00000,3.52000,3.51000
2019-12-31,9740.00000,5195.00000,4545.00000,415.00000,313.00000,-580.00000,3268.00000,1277.00000,2416.00000,3693.00000,832.00000,2861.00000,2956.00000,-72.00000,2805.00000,3237.00000,1277.00000,735.00000,737.00000,3.82000,3.81000
2018-12-31,7253.00000,4093.00000,3160.00000,350.00000,244.00000,-561.00000,2370.00000,790.00000,-52.00000,738.00000,386.00000,352.00000,319.00000,61.00000,341.00000,2005.00000,790.00000,533.00000,535.00000,0.64000,0.64000
2017-12-31,7379.00000,4062.00000,3317.00000,322.00000,237.00000,-238.00000,2058.00000,1259.00000,-187.00000,1072.00000,1127.00000,-55.00000,-71.00000,-38.00000,-114.00000,2520.00000,1259.00000,533.00000,535.00000,-0.21000,-0.21000
2016-12-31,6680.00000,3738.00000,2942.00000,282.00000,233.00000,-1230.00000,2958.00000,-16.00000,-204.00000,-220.00000,579.00000,-799.00000,-812.00000,-131.00000,-629.00000,1197.00000,-16.00000,530.00000,532.00000,-1.19000,-1.18000
2015-12-31,6085.00000,3578.00000,2507.00000,282.00000,241.00000,-425.00000,2050.00000,457.00000,-162.00000,295.00000,391.00000,-96.00000,-141.00000,445.00000,220.00000,1674.00000,457.00000,516.00000,516.00000,0.43000,0.43000
2014-12-31,6819.00000,3919.00000,2900.00000,322.00000,237.00000,-260.00000,1907.00000,993.00000,-172.00000,821.00000,204.00000,617.00000,613.00000,-284.00000,508.00000,2102.00000,993.00000,499.00000,499.00000,1.02000,1.02000
2013-12-31,8414.00000,5299.00000,3115.00000,469.00000,203.00000,-4733.00000,6767.00000,-3652.00000,46.00000,-3606.00000,-755.00000,-2851.00000,-2856.00000,61.00000,-2534.00000,-2290.00000,-3652.00000,498.00000,498.00000,-5.09000,-5.09000
2012-12-31,9964.00000,4334.00000,5630.00000,704.00000,212.00000,-597.00000,2545.00000,3085.00000,29.00000,3114.00000,876.00000,2238.00000,2187.00000,-76.00000,1802.00000,4117.00000,3085.00000,496.00000,499.00000,3.64000,3.61000
2011-12-31,10358.00000,3890.00000,6468.00000,723.00000,198.00000,-2469.00000,4426.00000,2042.00000,-232.00000,1810.00000,713.00000,1097.00000,1108.00000,-136.00000,366.00000,3078.00000,2042.00000,494.00000,504.00000,0.74000,0.73000
2010-12-31,9540.00000,3484.00000,6056.00000,434.00000,178.00000,-332.00000,1889.00000,4167.00000,-170.00000,3997.00000,856.00000,3141.00000,3144.00000,-28.00000,2277.00000,5112.00000,4167.00000,492.00000,500.00000,4.63000,4.55000
2009-12-31,7705.00000,3008.00000,4697.00000,322.00000,159.00000,-424.00000,1711.00000,2986.00000,-32.00000,2954.00000,829.00000,2125.00000,2109.00000,-16.00000,1297.00000,3792.00000,2986.00000,487.00000,487.00000,2.66000,2.66000
