,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-03-31,4645.71400,2359.54600,2286.16800,623.63600,349.71800,-86.74500,1060.09900,1226.06900,-44.98500,1181.08400,147.73100,1033.35300,1033.35300,1033.35300,1587.48400,1226.06900,110.19600,111.54600,9.38000,9.26000
2021-03-31,4015.30700,2131.74100,1883.56600,570.39500,367.23800,-39.30600,976.93900,906.62700,-99.24700,807.38000,73.76900,733.61100,733.61100,733.61100,1362.73100,906.62700,114.03400,116.01600,6.43000,6.32000
2020-03-31,3239.14100,1917.37800,1321.76300,484.41400,343.56900,-70.56400,898.54700,423.21610,-28.12700,395.08900,60.76400,334.32500,334.32500,334.32500,892.14710,423.21610,117.00700,119.29300,2.86000,2.80000
2019-03-31,3090.32500,1895.14200,1195.18300,450.48200,476.07400,-52.16100,978.71700,216.46610,-124.67400,91.79200,-41.33300,133.12500,133.12500,133.12500,879.56300,216.46610,124.53400,127.35600,1.07000,1.05000
2018-03-31,2973.53600,1826.57000,1146.96600,445.10300,527.75100,-103.83000,1076.68400,70.28200,-53.13700,17.14500,57.43300,-40.28800,-40.28800,-40.28800,784.49690,70.28200,126.94600,126.94600,-0.32000,-0.32000
2017-03-31,3032.57400,1897.06200,1135.51200,470.83600,545.58800,-31.02900,1047.45300,88.05910,-60.75400,27.30500,43.86300,-16.55800,-16.55800,-16.55800,792.63610,88.05910,127.12100,127.12100,-0.13000,-0.13000
2016-03-31,2610.72600,1561.17300,1049.55300,448.76300,534.09900,-54.72300,1037.58500,11.96800,-14.83000,-2.86200,25.98300,-28.84500,-28.84500,-28.84500,686.91900,11.96800,141.93700,141.93700,-0.20000,-0.20000
2015-03-31,1710.96600,1021.65800,689.30790,257.49400,249.88600,-59.46200,566.84200,122.46590,-1.22500,121.24100,-75.06200,196.30300,196.30300,196.30300,339.45390,122.46590,90.47700,93.21100,2.17000,2.11000
2014-03-31,1148.23100,743.30400,404.92690,197.26900,151.40400,-28.91300,377.58600,27.34090,-3.46800,23.87300,11.23100,12.64200,12.64200,12.64200,112.93690,27.34090,70.49900,72.01900,0.18000,0.18000
2013-03-31,964.14700,658.33200,305.81500,178.79300,132.91600,-9.78600,321.49500,-15.68010,-10.21900,-25.89900,27.10000,-52.99900,-52.99900,-52.99900,56.68300,-15.68010,69.65000,69.65000,-0.76000,-0.76000
