,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,39407.00000,32785.00000,6622.00000,2411.00000,2411.00000,4211.00000,-175.00000,4036.00000,646.00000,3390.00000,3390.00000,,3390.00000,5095.00000,4211.00000,275.31100,278.16900,12.31000,12.19000
2021-12-31,38469.00000,32061.00000,6408.00000,2245.00000,2245.00000,4163.00000,-290.00000,3873.00000,616.00000,3257.00000,3257.00000,,3257.00000,5053.00000,4163.00000,280.42700,282.01700,11.61000,11.55000
2020-12-31,37925.00000,31600.00000,6325.00000,2192.00000,2192.00000,4133.00000,-395.00000,3738.00000,571.00000,3167.00000,3167.00000,,3167.00000,5011.00000,4133.00000,286.92200,287.91300,11.04000,11.00000
2019-12-31,39350.00000,32363.00000,6987.00000,2417.00000,2417.00000,4570.00000,-368.00000,4202.00000,718.00000,3484.00000,3484.00000,,3484.00000,5399.00000,4570.00000,288.28600,290.83600,12.09000,11.98000
2018-12-31,36193.00000,29536.00000,6657.00000,2263.00000,2263.00000,4394.00000,-309.00000,4085.00000,727.00000,3358.00000,3358.00000,-13.00000,3345.00000,5157.00000,4394.00000,295.26200,299.16000,11.33000,11.18000
2017-12-31,30973.00000,24731.00000,6242.00000,2006.00000,2006.00000,4236.00000,-159.00000,4077.00000,1165.00000,2912.00000,2912.00000,,2912.00000,4677.00000,4236.00000,299.17200,304.63700,9.73000,9.56000
2016-12-31,30561.00000,24896.00000,5665.00000,1921.00000,1921.00000,3744.00000,-88.00000,3656.00000,977.00000,2679.00000,2679.00000,-107.00000,2572.00000,4197.00000,3744.00000,304.70700,310.38700,8.44000,8.29000
2015-12-31,31781.00000,25549.00000,6232.00000,1937.00000,1937.00000,4295.00000,-76.00000,4219.00000,1183.00000,3036.00000,3036.00000,,3036.00000,4776.00000,4295.00000,321.31300,326.65200,9.45000,9.29000
2014-12-31,30852.00000,24979.00000,5873.00000,1984.00000,1984.00000,3889.00000,-87.00000,3802.00000,1129.00000,2673.00000,2673.00000,-140.00000,2533.00000,4385.00000,3889.00000,335.19200,341.33100,7.56000,7.42000
2013-12-31,30930.00000,25202.00000,5728.00000,2039.00000,2039.00000,3689.00000,-78.00000,3611.00000,1125.00000,2486.00000,2486.00000,-129.00000,2357.00000,4214.00000,3689.00000,350.71400,353.49900,6.72000,6.67000
2012-12-31,30992.00000,26012.00000,4980.00000,2221.00000,4215.00000,765.00000,-292.00000,473.00000,854.00000,-381.00000,-381.00000,49.00000,-332.00000,3650.00000,765.00000,353.34600,353.34600,-0.94000,-0.94000
2011-12-31,32677.00000,26821.00000,5856.00000,2030.00000,2030.00000,3826.00000,-108.00000,3718.00000,1166.00000,2552.00000,2552.00000,-26.00000,2526.00000,4529.00000,3826.00000,364.14700,367.52400,6.94000,6.87000
2010-12-31,32466.00000,26557.00000,5909.00000,1964.00000,1964.00000,3945.00000,-155.00000,3790.00000,1162.00000,2628.00000,2628.00000,-4.00000,2624.00000,4514.00000,3945.00000,381.24000,385.23600,6.88000,6.81000
2009-12-31,31981.00000,26352.00000,5629.00000,1954.00000,1954.00000,3675.00000,-162.00000,3513.00000,1106.00000,2407.00000,2407.00000,-13.00000,2394.00000,4237.00000,3675.00000,385.47500,387.92300,6.21000,6.17000
