,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,19698.00000,12294.00000,7404.00000,1938.00000,-62.00000,4039.00000,3365.00000,-447.00000,2918.00000,678.00000,2240.00000,2240.00000,2238.00000,5515.00000,3365.00000,412.80000,415.00000,5.42000,5.39000
2021-12-31,17931.00000,11111.00000,6820.00000,1864.00000,16.00000,3855.00000,2965.00000,-616.00000,2349.00000,532.00000,1817.00000,1817.00000,1816.00000,5075.00000,2965.00000,420.40000,422.90000,4.32000,4.29000
2020-12-31,15218.00000,9341.00000,5877.00000,1728.00000,-35.00000,3443.00000,2434.00000,-541.00000,1893.00000,397.00000,1496.00000,1496.00000,1496.00000,4208.00000,2434.00000,423.00000,425.10000,3.54000,3.52000
2019-12-31,15455.00000,9496.00000,5959.00000,1631.00000,-42.00000,3253.00000,2706.00000,-601.00000,2105.00000,434.00000,1671.00000,1671.00000,1670.00000,4378.00000,2706.00000,424.60000,427.50000,3.93000,3.91000
2018-12-31,14914.00000,9249.00000,5665.00000,1453.00000,58.00000,2876.00000,2789.00000,-413.00000,2376.00000,453.00000,1923.00000,1923.00000,1925.00000,4361.00000,2789.00000,429.10000,432.20000,4.49000,4.45000
2017-12-31,14485.00000,9021.00000,5464.00000,1468.00000,16.00000,2828.00000,2636.00000,-445.00000,2191.00000,242.00000,1949.00000,1949.00000,1949.00000,4104.00000,2636.00000,438.80000,441.90000,4.44000,4.41000
2016-12-31,13609.00000,8486.00000,5123.00000,1410.00000,-112.00000,2827.00000,2296.00000,-474.00000,1822.00000,642.00000,1180.00000,1180.00000,1182.00000,3688.00000,2296.00000,443.50000,446.50000,2.66000,2.65000
2015-12-31,12961.00000,8231.00000,4730.00000,1343.00000,-82.00000,2685.00000,2045.00000,-985.00000,1060.00000,308.00000,752.00000,752.00000,753.00000,3380.00000,2045.00000,452.70000,455.90000,1.66000,1.65000
2014-12-31,13996.00000,9002.00000,4994.00000,1481.00000,160.00000,2695.00000,2299.00000,-548.00000,1751.00000,413.00000,1338.00000,1338.00000,1298.00000,3693.00000,2299.00000,462.60000,465.60000,2.80000,2.79000
2013-12-31,13983.00000,9112.00000,4871.00000,1468.00000,-464.00000,3792.00000,1079.00000,-585.00000,494.00000,364.00000,130.00000,130.00000,98.00000,2998.00000,1079.00000,467.70000,469.80000,0.21000,0.21000
2012-12-31,13649.00000,8879.00000,4770.00000,1472.00000,-79.00000,2919.00000,1851.00000,-548.00000,1303.00000,443.00000,860.00000,860.00000,817.00000,3242.00000,1851.00000,463.60000,464.40000,1.76000,1.76000
2011-12-31,13378.00000,8541.00000,4837.00000,1551.00000,-9.00000,2809.00000,2028.00000,-508.00000,1520.00000,511.00000,1009.00000,1009.00000,961.00000,3365.00000,2028.00000,469.70000,471.40000,2.05000,2.04000
2010-12-31,12515.00000,7824.00000,4691.00000,1461.00000,78.00000,2575.00000,2116.00000,-485.00000,1631.00000,629.00000,1002.00000,1002.00000,953.00000,3400.00000,2116.00000,480.20000,482.20000,1.98000,1.98000
2009-12-31,11791.00000,7241.00000,4550.00000,1364.00000,-83.00000,2663.00000,1887.00000,-414.00000,1473.00000,413.00000,1060.00000,1060.00000,994.00000,3103.00000,1887.00000,491.20000,493.60000,2.02000,2.01000
