,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,22308.29000,11034.67000,11273.63000,3427.88800,996.60020,,4424.49000,6849.13800,-46.99060,6802.14700,1021.88700,5780.26000,5925.65700,5925.65700,7464.01900,6849.13800,397.70000,398.00000,14.89790,14.88740
2021-12-31,22018.67000,10413.65000,11605.03000,3013.35600,858.45730,252.82850,3618.98000,7986.04300,-52.76630,7933.27700,1208.41800,6724.85800,6960.41400,6960.41400,8543.28300,7986.04300,409.80000,410.40000,16.98900,16.96600
2020-12-31,15967.64000,8203.19900,7764.44100,2513.97400,622.43930,,3136.41100,4628.02800,-39.86630,4588.16200,629.97850,3958.18400,4059.39100,4059.39200,5188.66900,4628.02800,418.30000,419.10000,9.69800,9.68700
2019-12-31,13238.40000,7325.02400,5913.37600,2204.72000,582.96000,,2787.67600,3125.69600,-28.00000,3097.69600,214.70400,2882.99200,2903.37600,2903.37600,3628.01600,3125.69600,420.80000,421.60000,6.90000,6.88700
2018-12-31,12924.86000,6985.37900,5939.48500,1861.13800,576.32800,0.00000,2437.46600,3502.02000,-33.42230,3468.59700,415.23960,3053.35700,3060.68000,3060.68000,4001.22800,3502.02000,424.90000,426.40000,7.20410,7.18050
2017-12-31,10232.38000,5624.48600,4607.89400,1423.83900,470.88300,108.28270,1786.43900,2821.45500,-56.85410,2764.60100,351.18420,2413.41700,2394.54100,2394.54100,3293.35500,2821.45500,429.80000,431.60000,5.57240,5.54980
2016-12-31,7519.07300,4150.05100,3369.02200,1223.63700,414.70940,103.77360,1534.57300,1834.44900,37.23050,1871.67900,242.88100,1628.79800,1628.79800,1628.79800,2229.42500,1834.44900,425.59800,427.68400,3.82900,3.80700
2015-12-31,6981.50100,3766.06700,3215.43400,1185.99300,383.90080,92.38530,1477.50800,1737.92600,-18.33830,1719.58800,179.26960,1540.31800,1540.31800,1540.31800,2067.58600,1737.92600,430.63900,432.64400,3.57550,3.56440
2014-12-31,7784.74900,4333.38900,3451.36000,1427.71500,426.85150,107.68130,1746.88500,1704.47500,-11.43200,1693.04300,102.34950,1590.69300,1590.69300,1590.69400,2042.97300,1704.47500,437.14200,439.69300,3.64200,3.61600
2013-12-31,6967.36700,4075.30900,2892.05700,1171.59900,414.08560,85.61690,1500.06800,1391.99000,-32.50480,1359.48400,10.60910,1348.87500,1348.87500,1348.87500,1695.87200,1391.99000,429.77000,433.44600,3.13500,3.10800
2012-12-31,6085.25300,3506.29200,2578.96100,757.74690,333.48700,,1091.23300,1487.72800,-7.96870,1479.75800,5.48140,1474.27700,1474.27700,1474.27700,1727.74000,1487.72800,424.09600,426.98600,3.47200,3.44700
2011-12-31,7870.71000,4595.26000,3275.45000,685.39000,300.98000,,986.37000,2289.08000,24.09000,2313.16000,232.31000,2080.85000,1876.29300,2080.84000,2659.70000,2289.08000,327.71200,330.40700,5.72730,5.67530
2010-12-31,5986.04000,3580.15000,2405.89000,621.58000,242.20000,,863.78000,1542.11000,-10.22000,1531.86000,223.21000,1308.65000,1363.86800,1308.64000,1896.79000,1542.11000,335.02700,338.03000,4.06490,4.03900
2009-12-31,2225.86000,1586.59000,639.27010,650.94000,218.45000,,869.39000,-230.11990,-9.11000,-239.24000,-28.76000,-210.48000,-216.53200,-210.48000,-34.59990,-230.11990,333.11400,333.11400,-0.64940,-0.64940
