,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,12060.00000,11310.00000,750.00000,61.00000,162.00000,588.00000,,588.00000,-9.00000,597.00000,597.00000,597.00000,643.00000,588.00000,39.00000,39.00000,15.19000,15.19000
2021-12-31,11866.00000,10183.00000,1683.00000,68.00000,138.00000,1545.00000,,1546.00000,167.00000,1379.00000,1379.00000,1379.00000,1621.00000,1545.00000,39.00000,40.00000,34.66000,34.62000
2020-12-31,9598.00000,8935.00000,663.00000,41.00000,77.00000,586.00000,,585.00000,71.00000,514.00000,514.00000,514.00000,636.00000,586.00000,40.00000,40.00000,12.81000,12.78000
2019-12-31,8231.16900,7067.52300,1163.64600,32.96600,64.65900,1098.98700,-20.64800,1098.98700,89.52600,1009.46100,1009.46100,1009.46100,1129.92300,1098.98700,40.29100,40.42000,24.77000,24.70000
2018-12-31,7361.49500,7541.97400,-180.47850,30.67200,30.67200,-211.15040,-31.03100,-242.18200,-331.22300,89.04100,89.04100,89.04100,-181.87840,-211.15040,40.38800,40.58600,2.18000,2.17000
2017-12-31,6622.29800,6145.36100,476.93650,25.92300,25.92300,451.01370,-31.60300,419.41100,-63.34000,482.75100,482.75100,482.75100,496.88070,451.01370,40.59500,40.84300,11.77000,11.70000
2016-12-31,5794.34600,4631.04300,1163.30300,27.23100,27.23100,1136.07200,-36.22800,1099.84400,103.50000,996.34400,996.34400,996.34400,1185.23900,1136.07200,41.32900,41.62800,23.85000,23.68000
2015-12-31,5676.76500,4505.43000,1171.33500,23.25400,23.25400,1148.08100,-36.19100,1111.89000,134.02100,977.86900,977.86900,977.86900,1198.98200,1148.08100,43.41500,43.79500,22.29000,22.10000
2014-12-31,5678.94700,4230.18500,1448.76200,23.42100,23.42100,1425.34100,-38.53300,1386.80800,187.65200,1199.15600,1199.15600,1199.15600,1474.60100,1425.34100,45.37700,45.80200,26.16000,25.91000
2013-12-31,5640.83600,4014.93500,1625.90100,24.81700,24.81700,1601.08400,-46.11800,1554.96600,289.70600,1265.26000,1265.26000,1259.38200,1667.59900,1601.08400,48.61900,49.05600,25.67000,25.44000
2012-12-31,4922.81000,3905.62500,1017.18500,23.97600,23.97600,993.20900,-53.68300,939.52600,110.57200,828.95400,828.95400,828.95400,1055.10500,993.20900,51.89400,52.06700,15.85000,15.79000
2011-12-31,4693.96100,4859.12800,-165.16700,16.46100,16.46100,-181.62790,-52.31900,-233.94700,-153.46100,-80.48600,-80.48600,-80.48600,-133.70690,-181.62790,53.79200,53.91600,-1.49000,-1.49000
2010-12-31,4705.80700,4043.82500,661.98220,14.91400,14.91400,647.06810,-55.83000,591.23800,-19.51600,610.75400,610.75400,610.75400,693.23910,647.06810,56.63000,56.78600,10.73000,10.70000
2009-12-31,4498.57800,3469.56900,1029.00900,17.60700,17.60700,1011.40200,-72.08100,939.32100,132.33200,806.98900,806.98900,806.98900,1043.76600,1011.40200,60.66100,60.84700,13.26000,13.22000
